Taxa	reSRR3584976	reSRR3584977	reSRR3584978	reSRR3584979	reSRR3584980	reSRR3584981	reSRR3584982	reSRR3584983	reSRR3584984	reSRR3584985	reSRR3584986	reSRR3584987
k__bacteria|p__bacteroidetes|c__bacteroidia|o__bacteroidales|f__tannerellaceae|g__tannerella|s__tannerella_serpentiformis	0.000401636957485294	0.000571058587619831	0.000676752789725389	0.000784093505764207	0.000401162408193983	0.000786002861050414	0.000638919969683247	0.000421644413211525	0.000670670214865088	0.000626064103033017	0.000645894276149514	0.00082431151853349
k__bacteria|p__bacteroidetes|c__bacteroidia|o__bacteroidales|f__tenuifilaceae	0	0	0.000939934430174151	0.00160552479751719	0.00152441715113714	0.00137550500683822	0.000998312452630074	0.00200281096275474	0	0	0.00138867269372146	0.000923228900757509
k__bacteria|p__bacteroidetes|c__bacteroidia|o__bacteroidales|f__tenuifilaceae|g__tenuifilum	0	0	0.000939934430174151	0.00160552479751719	0.00152441715113714	0.00137550500683822	0.000998312452630074	0.00200281096275474	0	0	0.00138867269372146	0.000923228900757509
k__bacteria|p__bacteroidetes|c__bacteroidia|o__bacteroidales|f__tenuifilaceae|g__tenuifilum|s__tenuifilum_thalassicum	0	0	0.000939934430174151	0.00160552479751719	0.00152441715113714	0.00137550500683822	0.000998312452630074	0.00200281096275474	0	0	0.00138867269372146	0.000923228900757509
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales	0.00180736630868382	0.00277371313986775	0.0326721207928535	0.0340147230357711	0.0383511262233448	0.0285908540707088	0.0290309261224826	0.0343991567111736	0.00275327772418299	0.0022736012162778	0.0424029592292156	0.0280265916301387
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinifilaceae	0.000286883541060924	0.000271932660771348	0.0194002466387945	0.00571268125628208	0.0165546353781384	0.0115280419620727	0.0169713116947113	0.00590302178496135	0.000352984323613204	0.000395408907178748	0.0170193141765397	0.0119030583276236
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinifilaceae|g__labilibaculum	0.000286883541060924	0.000271932660771348	0.0194002466387945	0.00571268125628208	0.0165546353781384	0.0115280419620727	0.0169713116947113	0.00590302178496135	0.000352984323613204	0.000395408907178748	0.0170193141765397	0.0119030583276236
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinifilaceae|g__labilibaculum|s__labilibaculum_antarcticum	0.000286883541060924	0.000271932660771348	0.0194002466387945	0.00571268125628208	0.0165546353781384	0.0115280419620727	0.0169713116947113	0.00590302178496135	0.000352984323613204	0.000395408907178748	0.0170193141765397	0.0119030583276236
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinilabiliaceae	0	0.000380705725079887	0.00184227148314134	0.00272565837718034	0.00192557955933112	0.00144100524525909	0.00147750242989251	0.00295151089248067	0.000352984323613204	0	0.0022606299665233	0.00151673319410162
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinilabiliaceae|g__alkalitalea	0	0.000380705725079887	0.00184227148314134	0.00272565837718034	0.00192557955933112	0.00144100524525909	0.00147750242989251	0.00295151089248067	0.000352984323613204	0	0.0022606299665233	0.00151673319410162
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__marinilabiliaceae|g__alkalitalea|s__alkalitalea_saponilacus	0	0.000380705725079887	0.00184227148314134	0.00272565837718034	0.00192557955933112	0.00144100524525909	0.00147750242989251	0.00295151089248067	0.000352984323613204	0	0.0022606299665233	0.00151673319410162
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae	0.0015204827676229	0.00206668822186224	0.0113920052937107	0.0255017078303311	0.0198174229647828	0.0155890567441666	0.0105821119978788	0.025474349964863	0.00197671221223394	0.00184524156683416	0.0230584256585377	0.0145738276476721
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae|g__draconibacterium	0.000918027331394957	0.00127808350562534	0.00695551478328872	0.0141510208897445	0.0116337098376255	0.00890803242523803	0.00638919969683247	0.014476458186929	0.00123544513264621	0.00108737449474156	0.0122074018192258	0.00867175717497232
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae|g__draconibacterium|s__draconibacterium_halophilum	0.000344260249273109	0.000516672055465561	0.00357175083466177	0.0078035972716533	0.00583022699908588	0.00422476537814598	0.00307480235410063	0.00695713281799016	0.000600073350142447	0.000494261133973435	0.00590993262676805	0.00402264021044343
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae|g__draconibacterium|s__draconibacterium_orientale	0.000573767082121848	0.000734218184082639	0.00338376394862694	0.0063474236180912	0.00577673867799335	0.00465051692788162	0.00331439734273185	0.00748418833450457	0.000600073350142447	0.000560162618503226	0.00626517447865029	0.00464911696452889
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae|g__maribellus	0.000573767082121848	0.000788604716236909	0.00443649051042199	0.0113133491545978	0.00818371312715725	0.00668102431892852	0.00415297980294111	0.0109978917779339	0.000741267079587728	0.0007578670720926	0.0108510238393118	0.00586909801195845
k__bacteria|p__bacteroidetes|c__bacteroidia|o__marinilabiliales|f__prolixibacteraceae|g__maribellus|s__maribellus_comscasis	0.000573767082121848	0.000788604716236909	0.00443649051042199	0.0113133491545978	0.00818371312715725	0.00668102431892852	0.00415297980294111	0.0109978917779339	0.000741267079587728	0.0007578670720926	0.0108510238393118	0.00586909801195845
k__bacteria|p__bacteroidetes|c__chitinophagia	0.0104138725405115	0.00649919059243521	0.025415826991909	0.031251726872602	0.0276802061653848	0.0253813423880863	0.0247182163271206	0.030498945888967	0.0105542312760348	0.00632654251485996	0.0273213278811244	0.0240369238804366
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales	0.0104138725405115	0.00649919059243521	0.025415826991909	0.031251726872602	0.0276802061653848	0.0253813423880863	0.0247182163271206	0.030498945888967	0.0105542312760348	0.00632654251485996	0.0273213278811244	0.0240369238804366
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae	0.0104138725405115	0.00649919059243521	0.025415826991909	0.031251726872602	0.0276802061653848	0.0253813423880863	0.0247182163271206	0.030498945888967	0.0105542312760348	0.00632654251485996	0.0273213278811244	0.0240369238804366
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus	0	0	0.00259421902728066	0.00395780531480981	0.00361046167374585	0.00212875774867821	0.00231608489010177	0.00404075895994378	0.000388282755974524	0	0.00326176609455505	0.00240698963411779
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus|s__arachidicoccus_ginsenosidivorans	0	0	0.000676752789725389	0.000821431291752979	0.000802324816387966	0.000491251788156509	0.000439257479157233	0.000667603654251581	0	0	0.000581304848534563	0.000593504293344113
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus|s__arachidicoccus_soli	0	0	0.000526363280897525	0.000821431291752979	0.000802324816387966	0.000491251788156509	0.00039932498105203	0.00084328882642305	0	0	0.000516715420919611	0
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus|s__arachidicoccus_sp._5gh13-10	0	0	0.000563960658104491	0.000560066789831577	0.000615115692564107	0.000655002384208679	0.000439257479157233	0.000773014757554462	0.000388282755974524	0	0.000613599562342038	0.000560531832602774
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus|s__arachidicoccus_sp._b3-10	0	0	0	0.000672080147797892	0.000615115692564107	0.000458501668946075	0.00039932498105203	0.000597329585382994	0	0	0.000807367845186893	0.000593504293344113
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__arachidicoccus|s__arachidicoccus_sp._bs20	0	0	0.000751947544139321	0.00104545800768561	0.000695348174202904	0	0.000598987471578044	0.0011243851018974	0	0	0.00067818898995699	0.000626476754085453
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga	0.0041598113453834	0.00285529293809915	0.00804583872229073	0.00907308199527154	0.00684650509984397	0.00772902813366241	0.00766703963619897	0.0089950808151792	0.00349454480377072	0.00273491160798634	0.00729860532048951	0.00679232691271596
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_agri	0.000545078728015756	0	0.000751947544139321	0.00168020036949473	0.000989533940211824	0.000524001907366943	0.000878514958314465	0.00154602951510892	0	0	0.000710483703764466	0.000692421675568132
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_alhagiae	0.000286883541060924	0.000271932660771348	0.000639155412518423	0.000485391217854033	0.000427906568740248	0.000687752503419112	0	0	0	0.000395408907178748	0.000645894276149514	0.000560531832602774
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_caeni	0.000344260249273109	0	0.000601558035311457	0.00100812022169684	0.000561627371471576	0.000851503099471282	0.000838582460209262	0.000667603654251581	0	0	0.000710483703764466	0.000494586911120094
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_oryzae	0.000774585560864495	0.000598251853696965	0.000789544921346287	0.00126948472361824	0.000909301458573028	0.00127725464920692	0.00163723242231332	0.00119465917076599	0.00088246080903301	0.000724916329827704	0.00122719912468408	0.00118700858668823
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_pinensis	0.000372948603379201	0.000571058587619831	0.00139110295665774	0.00126948472361824	0.00112325474294315	0.00104800381473389	0.00115804244505089	0.00140548137737175	0.000635371782503767	0.00052721187623833	0.00067818898995699	0.000560531832602774
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_sp._kra15-503	0.000860650623182772	0.000462285523311291	0.002218245255211	0.00201624044339368	0.00157790547222967	0.0018340066757843	0.00143756993178731	0.00235418130709768	0.000953057673755651	0	0.00174391454560369	0.00164862303706698
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__chitinophaga|s__chitinophaga_sp._xs-30	0.000860650623182772	0.000897377780545448	0.00154149246548561	0.00126948472361824	0.00114999890348942	0.00147375536446953	0.00159729992420812	0.00172171468728039	0.000953057673755651	0.00105442375247666	0.00151785154895136	0.00154970565484296
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__ferruginibacter	0	0	0.00172947935152044	0.00235228051729262	0.00152441715113714	0.00157200572210083	0.00147750242989251	0.00182712579058327	0.000388282755974524	0	0.00151785154895136	0.00131889842965358
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__ferruginibacter|s__ferruginibacter_lapsinanis	0	0	0.000789544921346287	0.00138149808158456	0.000802324816387966	0.000818752980260848	0.000718784965893653	0.00105411103302881	0.000388282755974524	0	0.000936546700416796	0.000923228900757509
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__ferruginibacter|s__ferruginibacter_sp._kis38-8	0	0	0.000939934430174151	0.000933444649719295	0.000695348174202904	0.00075325274183998	0.000758717463998856	0.000773014757554462	0	0	0.000549010134727087	0.000362697068154736
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__filimonas	0.000401636957485294	0.000543865321542696	0.000902337052967185	0.00100812022169684	0.000936045619119293	0.000720502622629546	0.000758717463998856	0.00108924806746311	0.000564774917781126	0	0.0010657255556467	0.000791339057792151
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__filimonas|s__filimonas_lacunae	0.000401636957485294	0.000543865321542696	0.000902337052967185	0.00100812022169684	0.000936045619119293	0.000720502622629546	0.000758717463998856	0.00108924806746311	0.000564774917781126	0	0.0010657255556467	0.000791339057792151
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavihumibacter	0.00140572935119853	0.00100615084485399	0.00236863476403886	0.0029123473071242	0.00272790437571908	0.00275101001367645	0.00279527486736421	0.00196767392832045	0.00109425140320093	0.00105442375247666	0.00293881895648029	0.00243996209485913
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavihumibacter|s__flavihumibacter_sp._imcc34837	0.000889338977288864	0.000489478789388426	0.00135350557945078	0.0017175381554835	0.00184534707769232	0.00160475584131126	0.00191675990904974	0.00108924806746311	0.000600073350142447	0.000659014845297913	0.00190538811464107	0.00135187089039492
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavihumibacter|s__flavihumibacter_sp._imcc34838	0.000487702019803571	0.000489478789388426	0.00101512918458808	0.00115747136565193	0.000855813137480497	0.00114625417236519	0.000878514958314465	0.00084328882642305	0.000458879620697165	0.000362458164913852	0.00103343084183922	0.00108809120446421
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavisolibacter	0.000487702019803571	0.000407898991157022	0.00139110295665774	0.00160552479751719	0.00173837043550726	0.00147375536446953	0.00143756993178731	0.00189739985945186	0.00088246080903301	0.000362458164913852	0.00193768282844854	0.000692421675568132
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavisolibacter|s__flavisolibacter_ginsenosidimutans	0.000487702019803571	0.000407898991157022	0.000827142298553253	0.000858769077741751	0.000989533940211824	0.000622252264998245	0.000798649962104059	0.00101897399859452	0.000388282755974524	0.000362458164913852	0.000936546700416796	0.000692421675568132
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__flavisolibacter|s__flavisolibacter_tropicus	0	0	0.000526363280897525	0.000709417933786664	0.000722092334749169	0.000851503099471282	0.000598987471578044	0.00084328882642305	0.000494178053058486	0	0.00100113612803175	0
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__lacibacter	0	0	0.000639155412518423	0.0014561736535621	0.00160464963277593	0.00124450452999649	0.00115804244505089	0.00154602951510892	0	0	0.0010657255556467	0.00108809120446421
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__lacibacter|s__lacibacter_sp._s13-6-6	0	0	0.000639155412518423	0.0014561736535621	0.00160464963277593	0.00124450452999649	0.00115804244505089	0.00154602951510892	0	0	0.0010657255556467	0.00108809120446421
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__niabella	0.000946715685501049	0	0.00154149246548561	0.00212825380135999	0.00203255620151618	0.00180125655657387	0.0013976374336821	0.00161630358397751	0.000811863944310369	0.000395408907178748	0.00167932511798874	0.0015826781155843
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__niabella|s__niabella_ginsenosidivorans	0.000430325311591386	0	0.000639155412518423	0.00112013357966315	0.00104302226130436	0.000949753457102584	0.000718784965893653	0.000913562895291637	0.000423581188335845	0.000395408907178748	0.000775073131379417	0.000626476754085453
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__niabella|s__niabella_soli	0.000487702019803571	0	0.000864739675760219	0.00100812022169684	0.000962789779665559	0.000851503099471282	0.000638919969683247	0.000702740688685875	0.000352984323613204	0	0.000871957272801844	0.000923228900757509
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__niastella	0.000975404039607142	0.000326319192925617	0.00109032393900202	0.00123214693762947	0.00112325474294315	0.00134275488762779	0.0013976374336821	0.0016865776528461	0.000670670214865088	0	0.00129178855229903	0.00102214628298153
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__niastella|s__niastella_koreensis	0.000975404039607142	0.000326319192925617	0.00109032393900202	0.00123214693762947	0.00112325474294315	0.00134275488762779	0.0013976374336821	0.0016865776528461	0.000670670214865088	0	0.00129178855229903	0.00102214628298153
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__panacibacter	0.000516390373909663	0	0.00101512918458808	0.00100812022169684	0.00109651058239689	0.000786002861050414	0.000758717463998856	0.000983836964160225	0.000388282755974524	0	0.0011949044108766	0.00115403612594689
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__panacibacter|s__panacibacter_ginsenosidivorans	0.000516390373909663	0	0.00101512918458808	0.00100812022169684	0.00109651058239689	0.000786002861050414	0.000758717463998856	0.000983836964160225	0.000388282755974524	0	0.0011949044108766	0.00115403612594689
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__paraflavitalea	0.000487702019803571	0.000380705725079887	0.00135350557945078	0.00164286258350596	0.00117674306403568	0.00111350405315475	0.000998312452630074	0.00151089248067463	0.000494178053058486	0.000626064103033017	0.000968841414224271	0.00128592596891225
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__paraflavitalea|s__paraflavitalea_soli	0.000487702019803571	0.000380705725079887	0.00135350557945078	0.00164286258350596	0.00117674306403568	0.00111350405315475	0.000998312452630074	0.00151089248067463	0.000494178053058486	0.000626064103033017	0.000968841414224271	0.00128592596891225
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__phnomibacter	0.000430325311591386	0.000407898991157022	0.000789544921346287	0.000709417933786664	0.000909301458573028	0.000589502145787811	0.000798649962104059	0.000983836964160225	0.000635371782503767	0	0.00090425198660932	0.00089025644001617
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__phnomibacter|s__phnomibacter_ginsenosidimutans	0.000430325311591386	0.000407898991157022	0.000789544921346287	0.000709417933786664	0.000909301458573028	0.000589502145787811	0.000798649962104059	0.000983836964160225	0.000635371782503767	0	0.00090425198660932	0.00089025644001617
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__pseudobacter	0	0	0.000939934430174151	0.000858769077741751	0.00120348722458195	0.000786002861050414	0.000838582460209262	0.000878425860857344	0	0.000428359649443643	0.000871957272801844	0.00089025644001617
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__pseudobacter|s__pseudobacter_ginsenosidimutans	0	0	0.000939934430174151	0.000858769077741751	0.00120348722458195	0.000786002861050414	0.000838582460209262	0.000878425860857344	0	0.000428359649443643	0.000871957272801844	0.00089025644001617
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__pseudocnuella	0.000516390373909663	0.000489478789388426	0.000864739675760219	0.00112013357966315	0.000989533940211824	0.00108075393394432	0.000638919969683247	0.00126493323963457	0.000529476485419806	0.000659014845297913	0.00113031498326165	0.00148376073336028
k__bacteria|p__bacteroidetes|c__chitinophagia|o__chitinophagales|f__chitinophagaceae|g__pseudocnuella|s__pseudocnuella_soli	0.000516390373909663	0.000489478789388426	0.000864739675760219	0.00112013357966315	0.000989533940211824	0.00108075393394432	0.000638919969683247	0.00126493323963457	0.000529476485419806	0.000659014845297913	0.00113031498326165	0.00148376073336028
k__bacteria|p__bacteroidetes|c__cytophagia	0.0465898870682941	0.0367924890023634	0.0910984449724787	0.128479321587364	0.114304542174739	0.0965473514323592	0.0853756809489239	0.127723120168658	0.0416521501863581	0.036937782078948	0.118457010245821	0.0983238779306747
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales	0.0465898870682941	0.0367924890023634	0.0910984449724787	0.128479321587364	0.114304542174739	0.0965473514323592	0.0853756809489239	0.127723120168658	0.0416521501863581	0.036937782078948	0.118457010245821	0.0983238779306747
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__amoebophilaceae	0	0	0	0.000709417933786664	0.000267441605462655	0.000425751549735641	0	0.000527055516514406	0	0	0.000387536565689709	0.000395669528896075
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__amoebophilaceae|g__candidatus_amoebophilus	0	0	0	0.000709417933786664	0.000267441605462655	0.000425751549735641	0	0.000527055516514406	0	0	0.000387536565689709	0.000395669528896075
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__amoebophilaceae|g__candidatus_amoebophilus|s__candidatus_amoebophilus_asiaticus	0	0	0	0.000709417933786664	0.000267441605462655	0.000425751549735641	0	0.000527055516514406	0	0	0.000387536565689709	0.000395669528896075
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__bernardetiaceae	0	0	0.00037597377206966	0.0017175381554835	0.00114999890348942	0.00091700333789215	0.000439257479157233	0.00154602951510892	0	0	0.000968841414224271	0.000956201361498849
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__bernardetiaceae|g__bernardetia	0	0	0.00037597377206966	0.0017175381554835	0.00114999890348942	0.00091700333789215	0.000439257479157233	0.00154602951510892	0	0	0.000968841414224271	0.000956201361498849
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__bernardetiaceae|g__bernardetia|s__bernardetia_litoralis	0	0	0.00037597377206966	0.0017175381554835	0.00114999890348942	0.00091700333789215	0.000439257479157233	0.00154602951510892	0	0	0.000968841414224271	0.000956201361498849
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae	0.00370079767968592	0.00114211717523966	0.0275964748699131	0.0469709347738749	0.040089496658852	0.0269533481101871	0.0232007813991229	0.0471187631763879	0.00261208399473771	0.00131802969059583	0.0422414856601782	0.0261471613678823
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__algoriphagus	0.000487702019803571	0	0.0121063554606431	0.0210585112976673	0.0194162605565888	0.0130345474457527	0.00982339453387993	0.0200632466619817	0.000458879620697165	0.000395408907178748	0.0203779644125172	0.0114414438772448
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__algoriphagus|s__algoriphagus_machipongonensis	0.000487702019803571	0	0.00278220591331549	0.00623541026012489	0.00409185656357863	0.00304576108657036	0.00227615239199657	0.0050597329585383	0.000458879620697165	0	0.00536092249204097	0.00323130115265128
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__algoriphagus|s__algoriphagus_sanaruensis	0	0	0.00255662165007369	0.003435076310967	0.00459999561395767	0.00252175917920341	0.00167716492041852	0.00354884047786367	0	0	0.00368159737405223	0.00211023748744574
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__algoriphagus|s__algoriphagus_sp._nbt04n3	0	0	0.00323337443979908	0.00522729003842805	0.00526859962761431	0.00360251311314773	0.00259561237683819	0.0050597329585383	0	0.000395408907178748	0.00532862777823349	0.00309941130968592
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__algoriphagus|s__algoriphagus_sp._y33	0	0	0.00345895870304088	0.00616073468814734	0.00540232043034564	0.00379901382841034	0.00319459984841624	0.00632466619817287	0	0	0.00597452205438301	0.00300049392746191
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__aquiflexum	0.00071720885265231	0.000652638385851235	0.00372214034348964	0.00616073468814734	0.00468022809559647	0.00311126132499122	0.00319459984841624	0.00607870695713282	0.000494178053058486	0.000461310391708539	0.00410142865354941	0.0033302185348753
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__aquiflexum|s__aquiflexum_balticum	0.00071720885265231	0.000652638385851235	0.00372214034348964	0.00616073468814734	0.00468022809559647	0.00311126132499122	0.00319459984841624	0.00607870695713282	0.000494178053058486	0.000461310391708539	0.00410142865354941	0.0033302185348753
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__belliella	0	0	0.0018798688603483	0.0029123473071242	0.00248720693080269	0.001735756318153	0.00147750242989251	0.00390021082220661	0	0	0.00245439824936815	0.00168159549780832
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__belliella|s__belliella_baltica	0	0	0.0018798688603483	0.0029123473071242	0.00248720693080269	0.001735756318153	0.00147750242989251	0.00390021082220661	0	0	0.00245439824936815	0.00168159549780832
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__cyclobacterium	0.000487702019803571	0	0.00244382951845279	0.00403248088678735	0.00361046167374585	0.00222700810630951	0.00199662490526015	0.00375966268446943	0.000670670214865088	0.000428359649443643	0.00352012380501485	0.00273671424153119
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__cyclobacterium|s__cyclobacterium_amurskyense	0	0	0.00101512918458808	0.00182955151344982	0.00152441715113714	0.00131000476841736	0.000998312452630074	0.00175685172171469	0	0	0.00155014626275883	0.00138484335113626
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__cyclobacterium|s__cyclobacterium_marinum	0.000487702019803571	0	0.00139110295665774	0.00216559158734876	0.00208604452260871	0.000884253218681716	0.000998312452630074	0.00200281096275474	0.000670670214865088	0.000428359649443643	0.00193768282844854	0.00135187089039492
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola	0.00195080807921428	0.000489478789388426	0.00624116461635636	0.0103425667188898	0.00839766641152737	0.00582952121945724	0.00587007722146484	0.0105411103302881	0.000953057673755651	0	0.00943005643178291	0.00600098785492381
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola|s__echinicola_rosea	0	0.000489478789388426	0.00120311607062291	0.00186688929943859	0.00139069634840581	0.00091700333789215	0.00119797494315609	0.00158116654954322	0	0	0.00193768282844854	0.00102214628298153
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola|s__echinicola_soli	0.000286883541060924	0	0.000977531807381117	0.0014561736535621	0.00104302226130436	0.000786002861050414	0.00067885246778845	0.00147575544624034	0	0	0.00103343084183922	0.000758366597050811
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola|s__echinicola_sp._20g	0.000315571895167016	0	0.000827142298553253	0.00153084922553964	0.00120348722458195	0.00131000476841736	0.000958379954524871	0.00144061841180604	0	0	0.00171161983179621	0.00128592596891225
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola|s__echinicola_sp._scs_3-6	0	0	0.000789544921346287	0.00272565837718034	0.00187209123823859	0.00104800381473389	0.000798649962104059	0.00182712579058327	0	0	0.00180850397321864	0.0014178158118776
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__cyclobacteriaceae|g__echinicola|s__echinicola_strongylocentroti	0.000401636957485294	0	0.00109032393900202	0.00112013357966315	0.00117674306403568	0.000720502622629546	0.00107817744884048	0.00214335910049192	0	0	0.00164703040418126	0.000692421675568132
