clade_name	NCBI_tax_id	reERR1346892_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346801_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__CFGB13679|o__OFGB13679	2|201174|45582291|42714978	0	0	0.009838752872979448	0	0	0.004538413788701112	0	0	0	0	0	0	0	0	0	0	0	0.002236512591401161	0	0	0	0	0	0	0.005289101203066793	0.0050022848500876575	0	0.006571218461121752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581436032299406	0	0	0	0	0	0	0.024119276831895187	0.0042892655305288106	0.0036791954008738924	0	0	0	0	0	0	0	0	0.0018835442281754735	0	0	0	0	0	0	0	0.02529790604598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04669531433750987	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13679|o__OFGB13679|f__FGB13679	2|201174|45582291|42714978|81289879	0	0	0.009838752872979448	0	0	0.004538413788701112	0	0	0	0	0	0	0	0	0	0	0	0.002236512591401161	0	0	0	0	0	0	0.005289101203066793	0.0050022848500876575	0	0.006571218461121752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581436032299406	0	0	0	0	0	0	0.024119276831895187	0.0042892655305288106	0.0036791954008738924	0	0	0	0	0	0	0	0	0.0018835442281754735	0	0	0	0	0	0	0	0.02529790604598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04669531433750987	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13679|o__OFGB13679|f__FGB13679|g__GGB37634	2|201174|45582291|42714978|81289879|57920701	0	0	0.009838752872979448	0	0	0.004538413788701112	0	0	0	0	0	0	0	0	0	0	0	0.002236512591401161	0	0	0	0	0	0	0.005289101203066793	0.0050022848500876575	0	0.006571218461121752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581436032299406	0	0	0	0	0	0	0.024119276831895187	0.0042892655305288106	0.0036791954008738924	0	0	0	0	0	0	0	0	0.0018835442281754735	0	0	0	0	0	0	0	0.02529790604598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04669531433750987	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13679|o__OFGB13679|f__FGB13679|g__GGB37634|s__GGB37634_SGB55361	2|201174|45582291|42714978|81289879|57920701|18761263	0	0	0.009838752872979448	0	0	0.004538413788701112	0	0	0	0	0	0	0	0	0	0	0	0.002236512591401161	0	0	0	0	0	0	0.005289101203066793	0.0050022848500876575	0	0.006571218461121752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581436032299406	0	0	0	0	0	0	0.024119276831895187	0.0042892655305288106	0.0036791954008738924	0	0	0	0	0	0	0	0	0.0018835442281754735	0	0	0	0	0	0	0	0.02529790604598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04669531433750987	0	0
k__Bacteria|p__Actinobacteria|c__CFGB41210	2|201174|66114684	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB41210|o__OFGB41210	2|201174|66114684|14306335	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB41210|o__OFGB41210|f__FGB41210	2|201174|66114684|14306335|94754226	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB41210|o__OFGB41210|f__FGB41210|g__GGB52803	2|201174|66114684|14306335|94754226|66514884	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB41210|o__OFGB41210|f__FGB41210|g__GGB52803|s__GGB52803_SGB86998	2|201174|66114684|14306335|94754226|66514884|19780829	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB41210|o__OFGB41210|f__FGB41210|g__GGB52803|s__GGB52803_SGB86998|t__SGB86998	2|201174|66114684|14306335|94754226|66514884|19780829|SGB86998	0.02097353558315055	0	0.03602527748246705	0.020790836099732715	0.15738578870052314	0.04895884667693779	0	0.004547371123231977	0	0	0	0.006244387195908236	0	0	0.001644308271597694	0	0	0.022818016706834542	0.0022606927231850547	0.01106487554678197	0	0	0.003446300384767681	0.005765575359304212	0.032549714768237814	0.01432991654066354	0	0.03643258399780061	0	0	0.012782169462351485	0	0.02921872410628832	0	0.03903727444094399	0	0	0	0	0.15446366703846792	0.01480397139855593	0.06923018916576107	0.031820709247214904	0	0.1031862414542425	0.035252054951080525	0	0.030077313615071138	0	0.013104119182721264	0.009287002715548724	0.0044894457072549325	0	0	0.05318599665183119	0	0.09314348835275543	0.0235581149358538	0	0	0.04164754861977637	0	0.015422755243634331	0	0.006967628858964435	0.02232594316297323	0.013887671908491649	0.008369605819279227	0.4583630178028881	0.05950683177467745	0.1032513620684901	0.008993506940007475	0.06694032105712618	0.014083309457358329	0.014486699059898762	0	0	0	0	0	0.0009482152816582908	0	0.016627950557209246	0.003383221097133184	0.012847202537642792	0.16235001828923434	0.006863332833200582	0.2376787671570345	0.01417092245711491	0.007626296047178668
k__Bacteria|p__Actinobacteria|c__CFGB52750	2|201174|5532855	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB52750|o__OFGB52750	2|201174|5532855|98477242	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB52750|o__OFGB52750|f__FGB52750	2|201174|5532855|98477242|70950067	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB52750|o__OFGB52750|f__FGB52750|g__GGB64272	2|201174|5532855|98477242|70950067|53118836	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB52750|o__OFGB52750|f__FGB52750|g__GGB64272|s__GGB64272_SGB86721	2|201174|5532855|98477242|70950067|53118836|39096046	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB52750|o__OFGB52750|f__FGB52750|g__GGB64272|s__GGB64272_SGB86721|t__SGB86721	2|201174|5532855|98477242|70950067|53118836|39096046|SGB86721	0.00880801473599282	0.004524239295436973	0	0	0	0	0	0	0.004020885860588816	0	0	0	0	0	0	0	0	0	0	0	0.0016329019148787689	0	0.00415541738328082	0.028207711144007774	0	0	0	0	0	0	0.0012097875823727255	0	0.0017214617292141453	0	0	0	0	0	0	0	0	0.00792071735957985	0	0	0	0	0	0.012756711038217487	0	0	0	0	0.007105969504463273	0.009115660554763672	0.0591175623209225	0.003132469018008738	0.03147579495486198	0.00901673848075649	0.09239828012278126	0.070692939033269	0.044594787873940375	0	0.09385221602989437	0.029015641746935706	0	0	0	0	0	0	0	0	0.10847474283541944	0.29134018812383816	0.2280995774827401	0.11333208752073995	0	0	0.0736631245837565	0.027386172355520544	0	0.04236263797742703	0	0	0	0.00850067142415316	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5367|o__OFGB5367|f__FGB5367|g__GGB15797	2|201174|52795111|92591419|32762821|53983185	0	0	0.00944194023583565	0.002291154861634497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027549941786436144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5367|o__OFGB5367|f__FGB5367|g__GGB15797|s__GGB15797_SGB24042	2|201174|52795111|92591419|32762821|53983185|54017140	0	0	0.00944194023583565	0.002291154861634497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027549941786436144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5367|o__OFGB5367|f__FGB5367|g__GGB15801	2|201174|52795111|92591419|32762821|72313770	0	0	0.0076542502719943424	0.007748155350510105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5367|o__OFGB5367|f__FGB5367|g__GGB15801|s__GGB15801_SGB62351	2|201174|52795111|92591419|32762821|72313770|7429343	0	0	0.0076542502719943424	0.007748155350510105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5371|o__OFGB5371|f__FGB5371|g__GGB15819	2|201174|90304814|68962194|8274852|51490130	0	0	0.02724684433248847	0.026894606956280355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018059653612988312	0	0.009546987513611344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB5371|o__OFGB5371|f__FGB5371|g__GGB15819|s__GGB15819_SGB24071	2|201174|90304814|68962194|8274852|51490130|77359663	0	0	0.02724684433248847	0.026894606956280355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018059653612988312	0	0.009546987513611344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	2|976	0	0.01388990989507432	0.003920767177854794	0.1978997816253535	0	0.0003600117784494103	0	0	0.1134165633465654	0	0	0	0	0	0.0017571267181778288	0	0	0	0	0	0	0	0	0	0	0	0	0.00928572648391835	0	0	0	0	0	0	0	0	0	0	0	0.003420805298153643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033872238600303737	0.00034147554702130135	0.01979597152897972	0.011254713085332277	0	0.0006909097256989375	0	0	0.0007852564228025482	0.0027116183855156024	0	0.007949060276661276	0.0009054469917797943	0.050344068722344815	0	0	0.04632482696776792	0.06893247014534867	0	0.010593802323407987	0.0018371562754844828	0	0	0	0	0	0	0	0.003609716657565871	0.009885397372309843	0	0.011262909808601493	0.025075941853894796	0	0	0.04039888004212799
k__Bacteria|p__Bacteroidetes|c__CFGB7676	2|976|11916637	0	0	0.002402163541190562	0.19259615079251627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7676|o__OFGB7676	2|976|11916637|84778424	0	0	0.002402163541190562	0.19259615079251627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7676|o__OFGB7676|f__FGB7676	2|976|11916637|84778424|71727454	0	0	0.002402163541190562	0.19259615079251627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7676|o__OFGB7676|f__FGB7676|g__GGB24360	2|976|11916637|84778424|71727454|1659300	0	0	0.002402163541190562	0.19259615079251627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7676|o__OFGB7676|f__FGB7676|g__GGB24360|s__GGB24360_SGB36197	2|976|11916637|84778424|71727454|1659300|45141049	0	0	0.002402163541190562	0.19259615079251627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	2|976|1853228	0	0.007461384368241339	0	0.00014540240117923847	0	0	0	0	0.1134165633465654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928572648391835	0	0	0	0	0	0	0	0	0	0	0	0.003420805298153643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019649038075010627	0.007006365728057738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0	0.007461384368241339	0	0.00014540240117923847	0	0	0	0	0.1134165633465654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928572648391835	0	0	0	0	0	0	0	0	0	0	0	0.003420805298153643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019649038075010627	0.007006365728057738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	2|976|1853228|1853229|563835	0	0.007461384368241339	0	0.00014540240117923847	0	0	0	0	0.1134165633465654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928572648391835	0	0	0	0	0	0	0	0	0	0	0	0.003420805298153643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019649038075010627	0.007006365728057738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella	2|976|1853228|1853229|563835|354354	0	0.007461384368241339	0	0	0	0	0	0	0.1134165633465654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003039212519177791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
