clade_name	NCBI_tax_id	reSRR9697569_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697535_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus_sp_HDW14	2|201174|1760|85006|85021|367298|2714941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04106893904440483	0	0	0	0	0	0	0	0	0	0	0.011681564420495344	0	0	0	0.003307660469976294	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus_sp_HDW14|t__SGB87582	2|201174|1760|85006|85021|367298|2714941|SGB87582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04106893904440483	0	0	0	0	0	0	0	0	0	0	0.011681564420495344	0	0	0	0.003307660469976294	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	1.4826252802871465	0	0.07107430848899014	0	0.3690545554552405	0.22446797176433944	0.7506422290338581	0.1063011988940942	0	0.03650279373013027	5.024569256322084	0.3861360439514464	0.07121913501629615	0.045876906586248836	0.13554338357418425	0	1.4615303751448323	0.021685298681818097	1.5658778255289068	0.021159092077082057	0.8770194786431023	0	0.3420821277130852	0.4273003988853719	0	0.08473969134324184	0	0	0	2.319097194673939	0.03652845227275847	0.08759488062502717	0.5325730805591953	0.1498480025724394
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus	2|201174|1760|85006|85023|46352	0	0	0.005081187934279114	0	0	0	0.006443040698981721	0	0	0	0	0.004509080432706304	0	0	0	0	0	0	0.032093529428975004	0	0	0	0.002599838791856941	0	0	0	0	0	0	0.17493409736947166	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_terreus	2|201174|1760|85006|85023|46352|574649	0	0	0.005081187934279114	0	0	0	0.006443040698981721	0	0	0	0	0.004509080432706304	0	0	0	0	0	0	0.032093529428975004	0	0	0	0.002599838791856941	0	0	0	0	0	0	0.17493409736947166	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_terreus|t__SGB87794	2|201174|1760|85006|85023|46352|574649|SGB87794	0	0	0.005081187934279114	0	0	0	0.006443040698981721	0	0	0	0	0.004509080432706304	0	0	0	0	0	0	0.032093529428975004	0	0	0	0.002599838791856941	0	0	0	0	0	0	0.17493409736947166	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces	2|201174|1760|85006|85023|33877	0	0	0	0	0	0	0	0	0	0.0006250038565262133	0	0	0	0	0	0	0	0	0	0.009687083503240657	0	0	0.0006145488884090661	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_mediolanus	2|201174|1760|85006|85023|33877|41986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009687083503240657	0	0	0.0006145488884090661	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_mediolanus|t__SGB87822	2|201174|1760|85006|85023|33877|41986|SGB87822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009687083503240657	0	0	0.0006145488884090661	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_sp_SJ_23	2|201174|1760|85006|85023|33877|2583849	0	0	0	0	0	0	0	0	0	0.0006250038565262133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_sp_SJ_23|t__SGB35015	2|201174|1760|85006|85023|33877|2583849|SGB35015	0	0	0	0	0	0	0	0	0	0.0006250038565262133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Amnibacterium	2|201174|1760|85006|85023|1029631	0.0256470476793502	0	0.045276007462601166	0	0.011951567429345729	0	0.046692159139534194	0	0	0	0.01280002844704575	0	0	0	0	0	0	0	0.2145245035164003	0	0.016305880197126862	0	0	0.02651299311143155	0	0	0	0	0	0.3864761313507442	0	0.0009510844801848767	0.008396581359057628	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Amnibacterium|s__Amnibacterium_kyonggiense	2|201174|1760|85006|85023|1029631|595671	0.018796195529708216	0	0.020874816343909683	0	0	0	0.010146242417600844	0	0	0	0.01130949655919551	0	0	0	0	0	0	0	0.10745504235928967	0	0.016305880197126862	0	0	0.007449418835420255	0	0	0	0	0	0.08254868720883067	0	0.0009510844801848767	0.008396581359057628	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Amnibacterium|s__Amnibacterium_kyonggiense|t__SGB34981	2|201174|1760|85006|85023|1029631|595671|SGB34981	0.018796195529708216	0	0.020874816343909683	0	0	0	0.010146242417600844	0	0	0	0.01130949655919551	0	0	0	0	0	0	0	0.10745504235928967	0	0.016305880197126862	0	0	0.007449418835420255	0	0	0	0	0	0.08254868720883067	0	0.0009510844801848767	0.008396581359057628	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Amnibacterium|s__Amnibacterium_setariae	2|201174|1760|85006|85023|1029631|2306585	0.006850852149641983	0	0.02440119111869149	0	0.011951567429345729	0	0.03654591672193335	0	0	0	0.0014905318878502436	0	0	0	0	0	0	0	0.1070694611571106	0	0	0	0	0.019063574276011297	0	0	0	0	0	0.3039274441419135	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Amnibacterium|s__Amnibacterium_setariae|t__SGB34980	2|201174|1760|85006|85023|1029631|2306585|SGB34980	0.006850852149641983	0	0.02440119111869149	0	0.011951567429345729	0	0.03654591672193335	0	0	0	0.0014905318878502436	0	0	0	0	0	0	0	0.1070694611571106	0	0	0	0	0.019063574276011297	0	0	0	0	0	0.3039274441419135	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryocola	2|201174|1760|85006|85023|205841	0	0	0	0	0	0	0.008894165464209335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryocola|s__Cryocola_sp_340MFSha3_1	2|201174|1760|85006|85023|205841|1169145	0	0	0	0	0	0	0.008894165464209335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cryocola|s__Cryocola_sp_340MFSha3_1|t__SGB16838	2|201174|1760|85006|85023|205841|1169145|SGB16838	0	0	0	0	0	0	0.008894165464209335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium	2|201174|1760|85006|85023|2034	1.1223519332620182	0	0	0	0.2808376888192193	0	0.3162805305535348	0	0	0	4.927069925068212	0.052967374048442026	0.00815311489393125	0	0	0	1.2597847201963153	0	1.181351976122006	0	0.8607135984459754	0	0	0.2998866586560011	0	0.06787187402858877	0	0	0	0.5963846604320151	0	0.08247714032688949	0.520004848334559	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_ammoniigenes	2|201174|1760|85006|85023|2034|395387	0	0	0	0	0	0	0.007368104612781565	0	0	0	0.28054969782191397	0.01821226588564044	0	0	0	0	0	0	0.6396954961549237	0	0.6819522548305623	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_ammoniigenes|t__SGB34979	2|201174|1760|85006|85023|2034|395387|SGB34979	0	0	0	0	0	0	0.007368104612781565	0	0	0	0.28054969782191397	0.01821226588564044	0	0	0	0	0	0	0.6396954961549237	0	0.6819522548305623	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_citreum	2|201174|1760|85006|85023|2034|2036	0.3722291360521226	0	0	0	0	0	0.06731165701432755	0	0	0	3.1012370505570943	0	0	0	0	0	0.07764523205655895	0	0.007411151935933489	0	0	0	0	0.060502013645207076	0	0	0	0	0	0.21373928703763748	0	0	0.03176761813791293	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_citreum|t__SGB16804	2|201174|1760|85006|85023|2034|2036|SGB16804	0.3722291360521226	0	0	0	0	0	0.06731165701432755	0	0	0	3.1012370505570943	0	0	0	0	0	0.07764523205655895	0	0.007411151935933489	0	0	0	0	0.060502013645207076	0	0	0	0	0	0.21373928703763748	0	0	0.03176761813791293	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_luteum	2|201174|1760|85006|85023|2034|33881	0.05488292119618438	0	0	0	0	0	0.017800115182097648	0	0	0	0.042772083251813205	0	0	0	0	0	0	0	0.009122214775545852	0	0	0	0	0.0012299080178071805	0	0	0	0	0	0.08032833832483083	0	0	0.019964020573139247	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_luteum|t__SGB16798	2|201174|1760|85006|85023|2034|33881|SGB16798	0.0481932304562922	0	0	0	0	0	0.017051815073482492	0	0	0	0.042772083251813205	0	0	0	0	0	0	0	0.009122214775545852	0	0	0	0	0.0012299080178071805	0	0	0	0	0	0.08032833832483083	0	0	0.019964020573139247	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_luteum|t__SGB34971	2|201174|1760|85006|85023|2034|33881|SGB34971	0.006689690739892183	0	0	0	0	0	0.0007483001086151612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_oceanosedimentum	2|201174|1760|85006|85023|2034|465820	0	0	0	0	0	0	0.0019444018570315207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1586462898350708	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_oceanosedimentum|t__SGB16801	2|201174|1760|85006|85023|2034|465820|SGB16801	0	0	0	0	0	0	0.0019444018570315207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1586462898350708	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_pusillum	2|201174|1760|85006|85023|2034|69373	0.15023227859232333	0	0	0	0	0	0.000857304455145716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255555332781128	0	0	0.024258070583893804	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_pusillum|t__SGB16809	2|201174|1760|85006|85023|2034|69373|SGB16809	0.15023227859232333	0	0	0	0	0	0.000857304455145716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255555332781128	0	0	0.024258070583893804	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_9128	2|201174|1760|85006|85023|2034|1793722	0.1305258195445838	0	0	0	0.2808376888192193	0	0.04757892422887736	0	0	0	0.3642839327474365	0.007455122094728572	0.00815311489393125	0	0	0	0.4887998883088787	0	0.07083592933851986	0	0	0	0	0.048201947963915866	0	0.06787187402858877	0	0	0	0.04755955815217287	0	0.029287363358073987	0.051770518439519776	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_9128|t__SGB23902	2|201174|1760|85006|85023|2034|1793722|SGB23902	0.10892720616755963	0	0	0	0.024878388414569862	0	0.03914729072156795	0	0	0	0.263583735780485	0.007455122094728572	0.00815311489393125	0	0	0	0.4887998883088787	0	0.06284751571794206	0	0	0	0	0.047516037723215714	0	0.06787187402858877	0	0	0	0.01482962096235556	0	0.029287363358073987	0.051770518439519776	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_9128|t__SGB87785	2|201174|1760|85006|85023|2034|1793722|SGB87785	0.021598613377024192	0	0	0	0.2559581225621907	0	0.008431633507309412	0	0	0	0.1007001969669516	0	0	0	0	0	0	0	0.007988413620577797	0	0	0	0	0.0006849247374807615	0	0	0	0	0	0.0327299371898173	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_B18	2|201174|1760|85006|85023|2034|95614	0	0	0	0	0	0	0.015295961275314627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_B18|t__SGB34968	2|201174|1760|85006|85023|2034|95614|SGB34968	0	0	0	0	0	0	0.015295961275314627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_BH_2_1_1	2|201174|1760|85006|85023|2034|1905847	0.04153189218663378	0	0	0	0	0	0.00974557779251556	0	0	0	0.00533363138670836	0	0	0	0	0	0.09195277109186918	0	0.05699126993513382	0	0	0	0	0.0019207457746043227	0	0	0	0	0	0	0	0.0015640055896373529	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_BH_2_1_1|t__SGB16808	2|201174|1760|85006|85023|2034|1905847|SGB16808	0.04153189218663378	0	0	0	0	0	0.00974557779251556	0	0	0	0.00533363138670836	0	0	0	0	0	0.09195277109186918	0	0.05699126993513382	0	0	0	0	0.0019207457746043227	0	0	0	0	0	0	0	0.0015640055896373529	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_ER1_6	2|201174|1760|85006|85023|2034|1891920	0	0	0	0	0	0	0	0	0	0	0.03065893585907632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010663973505281593	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_ER1_6|t__SGB16803	2|201174|1760|85006|85023|2034|1891920|SGB16803	0	0	0	0	0	0	0	0	0	0	0.03065893585907632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010663973505281593	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_Ferrero	2|201174|1760|85006|85023|2034|2033654	0.03916371480447699	0	0	0	0	0	0.0778998089448901	0	0	0	0.7701859885754475	0.02729998606807301	0	0	0	0	0.5290909226156445	0	0.31904069183758416	0	0.17876134361541302	0	0	0.013700465756054023	0	0	0	0	0	0.0020397815043081443	0	0.010321531096863498	0.11015635067830397	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_Ferrero|t__SGB16799	2|201174|1760|85006|85023|2034|2033654|SGB16799	0.03916371480447699	0	0	0	0	0	0.0778998089448901	0	0	0	0.7701859885754475	0.02729998606807301	0	0	0	0	0.5290909226156445	0	0.31904069183758416	0	0.17876134361541302	0	0	0.013700465756054023	0	0	0	0	0	0.0020397815043081443	0	0.010321531096863498	0.11015635067830397	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_HSID17257	2|201174|1760|85006|85023|2034|2419510	0.015981839800188552	0	0	0	0	0	0.0009427402943183133	0	0	0	0	0	0	0	0	0	0.015055903086709819	0	0	0	0	0	0	0	0	0	0	0	0	0.010802548471091512	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_HSID17257|t__SGB34970	2|201174|1760|85006|85023|2034|2419510|SGB34970	0.015981839800188552	0	0	0	0	0	0.0009427402943183133	0	0	0	0	0	0	0	0	0	0.015055903086709819	0	0	0	0	0	0	0	0	0	0	0	0	0.010802548471091512	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MCBA15_003	2|201174|1760|85006|85023|2034|1898732	0.020483913626254742	0	0	0	0	0	0.0017146089102914315	0	0	0	0.0014493190245917114	0	0	0	0	0	0	0	0	0	0	0	0	0.004535285815663977	0	0	0	0	0	0	0	0.02359897237182539	0.15798129667333427	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MCBA15_003|t__SGB16805	2|201174|1760|85006|85023|2034|1898732|SGB16805	0.020483913626254742	0	0	0	0	0	0.0017146089102914315	0	0	0	0.0014493190245917114	0	0	0	0	0	0	0	0	0	0	0	0	0.004535285815663977	0	0	0	0	0	0	0	0.02359897237182539	0.15798129667333427	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MR_MD2014	2|201174|1760|85006|85023|2034|1561023	0.29732041745925003	0	0	0	0	0	0.06782427204936314	0	0	0	0.33060272024940124	0	0	0	0	0	0.05724000303665415	0	0.07825596222344787	0	0	0	0	0.16979727718596807	0	0	0	0	0	0.04704830051316202	0	0.017705267910489264	0.1241069732484549	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MR_MD2014|t__SGB16802	2|201174|1760|85006|85023|2034|1561023|SGB16802	0.29732041745925003	0	0	0	0	0	0.06782427204936314	0	0	0	0.33060272024940124	0	0	0	0	0	0.05724000303665415	0	0.07825596222344787	0	0	0	0	0.16979727718596807	0	0	0	0	0	0.04704830051316202	0	0.017705267910489264	0.1241069732484549	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans	2|201174|1760|85006|85023|447237	0	0	0	0	0	0	0.000671702459701798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans|s__Frondihabitans_australicus	2|201174|1760|85006|85023|447237|386892	0	0	0	0	0	0	0.000671702459701798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Frondihabitans|s__Frondihabitans_australicus|t__SGB34978	2|201174|1760|85006|85023|447237|386892|SGB34978	0	0	0	0	0	0	0.000671702459701798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Herbiconiux	2|201174|1760|85006|85023|881616	0	0	0	0	0	0	0.00012373466362927858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Herbiconiux|s__Herbiconiux_sp_SALV_R1	2|201174|1760|85006|85023|881616|2735133	0	0	0	0	0	0	0.00012373466362927858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Herbiconiux|s__Herbiconiux_sp_SALV_R1|t__SGB87853	2|201174|1760|85006|85023|881616|2735133|SGB87853	0	0	0	0	0	0	0.00012373466362927858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia	2|201174|1760|85006|85023|110932	0.001865294094326395	0	0	0	0	0.031925953300075215	0.0009191717869603553	0.006762983137696322	0	0	0.0009032485864161613	0	0	0	0	0	0	0	0.02264938025237752	0	0	0	0	0.009419439770994416	0	0	0	0	0	0.04298133522871027	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_aquatica	2|201174|1760|85006|85023|110932|144185	0.001865294094326395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013518284527837135	0	0	0	0	0	0	0	0	0	0	0.04298133522871027	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_aquatica|t__SGB16841	2|201174|1760|85006|85023|110932|144185|SGB16841	0.001865294094326395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013518284527837135	0	0	0	0	0	0	0	0	0	0	0.04298133522871027	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_C5G2	2|201174|1760|85006|85023|110932|2735269	0	0	0	0	0	0.031925953300075215	0.0009191717869603553	0	0	0	0.0009032485864161613	0	0	0	0	0	0	0	0.00913109572454038	0	0	0	0	0.009419439770994416	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_C5G2|t__SGB87837	2|201174|1760|85006|85023|110932|2735269|SGB87837	0	0	0	0	0	0.031925953300075215	0.0009191717869603553	0	0	0	0.0009032485864161613	0	0	0	0	0	0	0	0.00913109572454038	0	0	0	0	0.009419439770994416	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Leaf336	2|201174|1760|85006|85023|110932|1736341	0	0	0	0	0	0	0	0.006762983137696322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Leaf336|t__SGB16842	2|201174|1760|85006|85023|110932|1736341|SGB16842	0	0	0	0	0	0	0	0.006762983137696322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter	2|201174|1760|85006|85023|55968	0.020736101387807668	0	0	0	0	0	0.015083844709093009	0	0	0	0	0	0	0	0	0	0	0	0	0.011008209146047505	0	0	0	0.02618974805546941	0	0	0	0	0	0	0	0	0	0.002244180757919916
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_chromiiresistens	2|201174|1760|85006|85023|55968|1079994	0.002947164669035704	0	0	0	0	0	0.015083844709093009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02618974805546941	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_chromiiresistens|t__SGB16935	2|201174|1760|85006|85023|55968|1079994|SGB16935	0.002947164669035704	0	0	0	0	0	0.015083844709093009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02618974805546941	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_japonicus	2|201174|1760|85006|85023|55968|1461259	0.017788936718771964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_japonicus|t__SGB34844	2|201174|1760|85006|85023|55968|1461259|SGB34844	0.017788936718771964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
