name	length	genome_ID
sgb_493	2521285	BIN_UNKNOWN_179_Baltobacteraceae
sgb_458	4779309	BIN_UNKNOWN_240_Capsulimonadaceae
sgb_403	3753924	BIN_UNKNOWN_209_Thermoguttaceae
sgb_237	4246426	BIN_UNKNOWN_421_Terracidiphilus
sgb_554	2714702	BIN_UNKNOWN_590_Solirubrobacterales
sgb_530	1235069	BIN_UNKNOWN_650_Chthoniobacterales
sgb_597	2996236	BIN_UNKNOWN_468_Gemmatimonadaceae
sgb_167	3404175	BIN_UNKNOWN_648_Caulobacteraceae
sgb_202	2271118	BIN_UNKNOWN_509_Thermomicrobiales
sgb_245	3238553	BIN_UNKNOWN_371_Fibrobacteria
sgb_137	2348941	BIN_UNKNOWN_308_Gammaproteobacteria
sgb_466	4317914	BIN_UNKNOWN_285_Burkholderiaceae
sgb_641	2668367	
sgb_265	2006154	BIN_UNKNOWN_621_Sideroxydans
sgb_056	6531807	BIN_UNKNOWN_28_Methylacidiphilales
sgb_079	4399513	BIN_UNKNOWN_307_Methylacidiphilales
sgb_039	3463448	BIN_UNKNOWN_76_Galbitalea
sgb_171	3817791	BIN_UNKNOWN_134_Caulobacteraceae
sgb_119	9802405	BIN_UNKNOWN_386_Planctomycetota
sgb_223	2400979	BIN_UNKNOWN_513_Galbitalea
sgb_268	5409867	BIN_UNKNOWN_60_Caulobacteraceae
sgb_620	2057249	BIN_UNKNOWN_247_Nitrospiraceae
sgb_319	3424126	BIN_UNKNOWN_305
sgb_200	2483844	BIN_UNKNOWN_399_Thermomicrobiales
sgb_507	4022177	BIN_UNKNOWN_45_Chthoniobacterales
sgb_508	3368799	BIN_UNKNOWN_311_Acidimicrobiales
sgb_614	2354888	BIN_UNKNOWN_335_Pyrinomonadaceae
sgb_474	2971411	BIN_UNKNOWN_507_Capsulimonadaceae
sgb_224	1325652	BIN_UNKNOWN_424_Ferruginibacter
sgb_551	4905115	BIN_UNKNOWN_323_Pyrinomonadaceae
sgb_182	6818265	BIN_UNKNOWN_166_Nocardia
sgb_516	2912818	BIN_UNKNOWN_93_Solirubrobacteraceae
sgb_611	1657628	BIN_UNKNOWN_423
sgb_560	4630543	BIN_UNKNOWN_194_Ralstonia
sgb_476	1118214	BIN_UNKNOWN_72
sgb_660	5513502	BIN_UNKNOWN_354_Methylacidiphilales
sgb_188	2235916	BIN_UNKNOWN_381_Sphingomonadaceae
sgb_654	4113300	BIN_UNKNOWN_369_Sphingomonas
sgb_499	2781137	BIN_UNKNOWN_501_Bryobacter
sgb_418	2749121	BIN_UNKNOWN_610_Prolixibacteraceae
sgb_091	5534001	BIN_UNKNOWN_298_Beijerinckiaceae
sgb_278	768105	BIN_UNKNOWN_77
sgb_179	2445296	BIN_UNKNOWN_530_Microbacteriaceae
sgb_553	2502871	BIN_UNKNOWN_577_Chthoniobacterales
sgb_125	4279804	BIN_UNKNOWN_167_Caulobacteraceae
sgb_513	3352040	BIN_UNKNOWN_243_Acidimicrobiales
sgb_072	4154107	BIN_UNKNOWN_602_Massilia
sgb_052	5876406	BIN_UNKNOWN_318_Burkholderiaceae
sgb_257	3240778	BIN_UNKNOWN_236_Capsulimonas
sgb_524	1772656	BIN_UNKNOWN_392
sgb_152	3294783	BIN_UNKNOWN_642_Steroidobacteraceae
sgb_002	2883909	BIN_UNKNOWN_48_Lacisediminihabitans
sgb_429	1765321	BIN_UNKNOWN_465
sgb_317	1231273	BIN_UNKNOWN_117
sgb_312	4894010	BIN_UNKNOWN_282_Caulobacteraceae
sgb_138	7174832	BIN_UNKNOWN_559_Cupriavidus
sgb_358	1665450	BIN_UNKNOWN_640_Prolixibacteraceae
sgb_288	1516890	BIN_UNKNOWN_341_Acidobacteriota
sgb_454	2157594	BIN_UNKNOWN_257_Lichenihabitans
sgb_532	1291051	BIN_UNKNOWN_512_Solirubrobacteraceae
sgb_651	2863100	BIN_UNKNOWN_237_Lacisediminihabitans
sgb_491	5521914	BIN_UNKNOWN_65_Aggregatilineales
sgb_016	2715145	BIN_UNKNOWN_443_Burkholderiaceae
sgb_469	3321784	BIN_UNKNOWN_22_Steroidobacteraceae
sgb_533	2496851	BIN_UNKNOWN_332_Ginsengibacter
sgb_092	6660226	BIN_UNKNOWN_175_Chthoniobacteraceae
sgb_330	1560024	BIN_UNKNOWN_142_Margulisbacteria
sgb_126	3144458	BIN_UNKNOWN_446_Caulobacteraceae
sgb_111	2072151	BIN_UNKNOWN_13_Rickettsiales
sgb_261	4951304	BIN_UNKNOWN_107_Bacteroidota
sgb_105	2366662	
sgb_107	3086319	
sgb_565	2100487	BIN_UNKNOWN_536_Gemmatimonadales
sgb_067	4091652	BIN_UNKNOWN_356_Asticcacaulis
sgb_244	6031010	BIN_UNKNOWN_309_Syntrophobacteraceae
sgb_211	4342827	BIN_UNKNOWN_390_Rubrobacteraceae
sgb_023	2114903	BIN_UNKNOWN_407_Nocardioides
sgb_455	2724196	BIN_UNKNOWN_269_Acetobacteraceae
sgb_648	3511379	BIN_UNKNOWN_522_Acidimicrobiales
sgb_542	2364854	BIN_UNKNOWN_422_Aeromicrobium
sgb_087	4476651	BIN_UNKNOWN_29_Rhizomicrobium
sgb_089	577719	BIN_UNKNOWN_185
sgb_512	4057849	BIN_UNKNOWN_10_Asticcacaulis
sgb_581	986336	BIN_UNKNOWN_477_Nitrososphaeraceae
sgb_334	951303	BIN_UNKNOWN_453
sgb_389	658764	BIN_UNKNOWN_199
sgb_243	3041082	BIN_UNKNOWN_124_Rhizomicrobium
sgb_298	948952	BIN_UNKNOWN_62
sgb_473	2958919	BIN_UNKNOWN_276_Mucilaginibacter
sgb_024	4464239	BIN_UNKNOWN_235_Caulobacteraceae
sgb_143	3650309	BIN_UNKNOWN_198_Steroidobacteraceae
sgb_049	2527862	BIN_UNKNOWN_540_Microbacteriaceae
sgb_381	2188564	BIN_UNKNOWN_270_Anaerolineaceae
sgb_535	4717614	BIN_UNKNOWN_153_Thermoanaerobaculia
sgb_527	1301389	BIN_UNKNOWN_415_Sphingomicrobium
sgb_204	2547958	BIN_UNKNOWN_127_Sphingomicrobium
sgb_361	3129297	BIN_UNKNOWN_230_Bacteroidota
sgb_030	2121747	BIN_UNKNOWN_548_Rhodanobacter
sgb_209	2393686	BIN_UNKNOWN_539_Nocardioides
sgb_609	2837020	BIN_UNKNOWN_238_Solirubrobacterales
sgb_385	1349930	BIN_UNKNOWN_470_Chloroflexota
sgb_165	3968413	BIN_UNKNOWN_355_Steroidobacteraceae
sgb_283	1684381	BIN_UNKNOWN_635_Acidobacteriota
sgb_424	1626628	BIN_UNKNOWN_278_Actinotalea
sgb_103	3361761	BIN_UNKNOWN_404_Sphingomonadaceae
sgb_054	1541307	BIN_UNKNOWN_473_Solirubrobacterales
sgb_170	3869704	BIN_UNKNOWN_288_Caulobacteraceae
sgb_043	4282790	BIN_UNKNOWN_527_Burkholderiaceae
sgb_134	2731648	BIN_UNKNOWN_34_Gammaproteobacteria
sgb_207	2185722	BIN_UNKNOWN_627_Solirubrobacteraceae
sgb_168	2808430	BIN_UNKNOWN_254_Rhodanobacteraceae
sgb_605	1775152	BIN_UNKNOWN_460_Methylomirabilis
sgb_487	2409523	BIN_UNKNOWN_623_Capsulimonadaceae
sgb_309	2675379	BIN_UNKNOWN_359_Gaiella
sgb_387	434782	BIN_UNKNOWN_303_Nanoarchaeota
sgb_090	5646461	BIN_UNKNOWN_90_Rhodospirillales
sgb_286	2819805	BIN_UNKNOWN_570_Acidimicrobiia
sgb_060	6893565	BIN_UNKNOWN_108_Burkholderiaceae
sgb_395	1518760	BIN_UNKNOWN_83
sgb_437	2553403	BIN_UNKNOWN_277_Acidobacteriota
sgb_434	3353631	BIN_UNKNOWN_192_Galbitalea
sgb_228	7642609	BIN_UNKNOWN_614_Acetobacteraceae
sgb_538	2071826	BIN_UNKNOWN_212_Chloroflexota
sgb_041	947448	BIN_UNKNOWN_81
sgb_210	1716948	BIN_UNKNOWN_550_Rubellimicrobium
sgb_013	4477621	BIN_UNKNOWN_360_Nevskia
sgb_360	2931891	BIN_UNKNOWN_300_Rhodoferax
sgb_300	1554327	BIN_UNKNOWN_466_Solirubrobacterales
sgb_363	5199521	BIN_UNKNOWN_388_Vicinamibacterales
sgb_357	3280131	BIN_UNKNOWN_464_Burkholderiaceae
sgb_616	2813760	BIN_UNKNOWN_180_Acidobacteriales
sgb_459	4567856	BIN_UNKNOWN_289_Leptolyngbyaceae
sgb_485	2289674	BIN_UNKNOWN_384_Caulobacteraceae
sgb_525	4462919	BIN_UNKNOWN_417_Acidimicrobiales
sgb_416	2120882	BIN_UNKNOWN_169_Fibrobacteria
sgb_166	2617717	BIN_UNKNOWN_433_Caulobacteraceae
sgb_578	2000243	BIN_UNKNOWN_273_Gemmatimonadales
sgb_531	1747536	BIN_UNKNOWN_256_Baltobacteraceae
sgb_584	4218510	BIN_UNKNOWN_385_Casimicrobiaceae
sgb_332	4597729	BIN_UNKNOWN_55_Rhodoferax
sgb_422	914454	BIN_UNKNOWN_625
sgb_364	3613735	BIN_UNKNOWN_562_Gemmatimonadaceae
sgb_218	6164358	BIN_UNKNOWN_580_Chloroflexota
sgb_009	4161497	BIN_UNKNOWN_136_Burkholderiaceae
sgb_158	3624364	BIN_UNKNOWN_589_Caulobacteraceae
sgb_376	1619515	BIN_UNKNOWN_159_Bacteroidales
sgb_021	4241257	BIN_UNKNOWN_450_Pararobbsia
sgb_203	2420257	BIN_UNKNOWN_571_Friedmanniella
sgb_413	2771721	BIN_UNKNOWN_32_Clostridia
sgb_421	6290268	BIN_UNKNOWN_362_Kiritimatiellae
sgb_232	770479	BIN_UNKNOWN_524
sgb_064	6321061	BIN_UNKNOWN_99_Pelomonas
sgb_632	6854170	BIN_UNKNOWN_206_Chthoniobacteraceae
sgb_371	1211461	BIN_UNKNOWN_596_Pseudopelobacteraceae
sgb_649	2786123	BIN_UNKNOWN_531_Galbitalea
sgb_539	1786854	BIN_UNKNOWN_372_Actinobacteriota
sgb_629	3584658	BIN_UNKNOWN_576_Solirubrobacteraceae
sgb_194	5511411	BIN_UNKNOWN_346_Longimicrobium
sgb_035	2598123	BIN_UNKNOWN_216_Lacisediminihabitans
sgb_380	2483279	BIN_UNKNOWN_594_Kiritimatiellae
sgb_225	1575687	BIN_UNKNOWN_493_Chloroflexia
sgb_637	4186440	BIN_UNKNOWN_598_Massilia
sgb_344	1844004	BIN_UNKNOWN_347_Coriobacteriia
sgb_284	1397248	BIN_UNKNOWN_231_Cryosericum
sgb_269	4337923	BIN_UNKNOWN_375_Opitutaceae
sgb_255	2702179	BIN_UNKNOWN_229_Thermoleophilia
sgb_583	4346585	BIN_UNKNOWN_69
sgb_608	2253009	BIN_UNKNOWN_416_Aestuariivirga
sgb_480	3126252	BIN_UNKNOWN_156_Sphingomonadaceae
sgb_094	496030	BIN_UNKNOWN_141
sgb_600	3645870	BIN_UNKNOWN_395_Methylomirabilota
sgb_406	1160388	BIN_UNKNOWN_427_Clostridia
sgb_613	3283850	BIN_UNKNOWN_123_Woeseiaceae
sgb_184	2948460	BIN_UNKNOWN_250_Truepera
sgb_569	3856410	BIN_UNKNOWN_620_Chitinophagaceae
sgb_074	6832823	BIN_UNKNOWN_609_Azospirillum
sgb_521	2699541	BIN_UNKNOWN_425_Chloroflexia
sgb_652	3763909	BIN_UNKNOWN_88_Caulobacteraceae
sgb_213	3872062	BIN_UNKNOWN_515_Gemmatirosa
sgb_315	3639227	BIN_UNKNOWN_343_Geobacteraceae
sgb_078	5003642	BIN_UNKNOWN_331_Fimbriimonas
sgb_155	4183795	BIN_UNKNOWN_611_Steroidobacteraceae
sgb_236	686211	BIN_UNKNOWN_51
sgb_304	3219511	BIN_UNKNOWN_333_Propionibacteriaceae
sgb_522	4973722	BIN_UNKNOWN_162_Pyrinomonadaceae
sgb_113	8283270	BIN_UNKNOWN_357_Paraburkholderia
sgb_260	2849973	BIN_UNKNOWN_373_Dermatophilaceae
sgb_231	471392	BIN_UNKNOWN_366
sgb_410	3879533	BIN_UNKNOWN_389_Negativicutes
sgb_055	4200778	BIN_UNKNOWN_302_Nocardioides
sgb_497	3983769	BIN_UNKNOWN_52_Pseudanabaena
sgb_081	5208713	BIN_UNKNOWN_447_Terrimicrobiaceae
sgb_238	3811616	BIN_UNKNOWN_19_Bacteroidaceae
sgb_227	4082468	BIN_UNKNOWN_227_Thermomicrobiales
sgb_467	4113956	BIN_UNKNOWN_129_Gemmatimonadaceae
sgb_018	1576382	BIN_UNKNOWN_444_Acidimicrobiales
sgb_042	4308524	BIN_UNKNOWN_503_Caulobacter
sgb_630	1873315	BIN_UNKNOWN_606_Nitrososphaeraceae
sgb_275	2096326	BIN_UNKNOWN_480_Dermatophilaceae
sgb_331	1052315	BIN_UNKNOWN_49
sgb_162	1400997	BIN_UNKNOWN_547_Croceibacterium
sgb_220	3878549	BIN_UNKNOWN_345_Solirubrobacteraceae
sgb_423	2850174	BIN_UNKNOWN_316_Moraxellaceae
sgb_430	3122698	BIN_UNKNOWN_292_Myxococcota
sgb_417	2324623	BIN_UNKNOWN_281_Bacteroidales
sgb_144	3631580	BIN_UNKNOWN_588_Gammaproteobacteria
sgb_256	2346826	BIN_UNKNOWN_221
sgb_069	9101422	BIN_UNKNOWN_205_Chthoniobacteraceae
sgb_063	682201	BIN_UNKNOWN_260
sgb_321	1172848	BIN_UNKNOWN_441_Thermoproteota
sgb_189	3209768	BIN_UNKNOWN_35_Thermosynechococcaceae
sgb_432	4182095	BIN_UNKNOWN_272_Armatimonadota
sgb_599	2564035	BIN_UNKNOWN_56_Actinobacteriota
sgb_415	1504026	BIN_UNKNOWN_499_Dehalococcoidales
sgb_351	253339	BIN_UNKNOWN_409
sgb_464	4162941	BIN_UNKNOWN_27_Saprospiraceae
sgb_108	5719579	BIN_UNKNOWN_158_Duganella
sgb_216	4106766	BIN_UNKNOWN_411_Solirubrobacteraceae
sgb_585	3671469	BIN_UNKNOWN_454_Anaerolineales
sgb_572	3360894	BIN_UNKNOWN_233_Gemmatimonadales
sgb_501	2833167	BIN_UNKNOWN_655_Sphingomonadaceae
sgb_574	3809521	BIN_UNKNOWN_47_Acidobacteriota
sgb_270	1163800	BIN_UNKNOWN_438_Anaerolineaceae
sgb_264	2624435	BIN_UNKNOWN_653_Syntrophales
sgb_396	2026960	BIN_UNKNOWN_155_Goldbacteria
sgb_145	3156426	BIN_UNKNOWN_353_Steroidobacteraceae
sgb_503	3319718	BIN_UNKNOWN_403_Chloroflexota
sgb_085	2389389	BIN_UNKNOWN_413_Sphingomonas
sgb_665	3668397	BIN_UNKNOWN_266_Caulobacteraceae
sgb_470	4890490	BIN_UNKNOWN_616_Minicystis
sgb_662	1814024	BIN_UNKNOWN_405_Acidimicrobiales
sgb_206	1651907	BIN_UNKNOWN_364_Nocardioidaceae
GCF_000262525.1_ASM26252v1_genomic	510792	
GCF_900109465.1_IMG-taxon_2675903135_annotated_assembly_genomic	9538627	
GCF_011604665.1_ASM1160466v1_genomic	6920286	
GCF_000344805.1_ASM34480v1_genomic	8264165	
GCF_011365705.1_ASM1136570v1_genomic	4157263	
GCF_001189965.1_ASM118996v1_genomic	5266109	
GCF_019704535.1_ASM1970453v1_genomic	4545686	
GCF_000013645.1_ASM1364v1_genomic	9731138	
GCF_003143515.1_ASM314351v1_genomic	5844653	
GCF_000420045.1_ASM42004v1_genomic	2424065	
GCF_014297575.1_ASM1429757v1_genomic	4991029	
GCF_003100395.1_ASM310039v1_genomic	4256308	
GCF_001027185.1_ASM102718v1_genomic	8897465	
GCF_014466955.1_ASM1446695v1_genomic	7892862	
GCF_003330725.1_ASM333072v1_genomic	7600726	
GCF_015326725.1_ASM1532672v1_genomic	3789050	
GCF_001956985.1_ASM195698v1_genomic	7651896	
GCF_000350085.1_ASM35008v1_genomic	6232533	
GCF_003967075.1_ASM396707v1_genomic	4773922	
GCF_000166135.1_ASM16613v1_genomic	8815781	
GCF_003711105.1_ASM371110v1_genomic	8287152	
GCF_000383275.1_ASM38327v1_genomic	7381819	
GCF_001632775.1_ASM163277v1_genomic	4446619	
GCF_003595235.1_ASM359523v1_genomic	9512378	
GCF_000006765.1_ASM676v1_genomic	6264404	
GCF_014217565.1_ASM1421756v1_genomic	8156807	
GCF_003028855.1_ASM302885v1_genomic	6337491	
GCF_003626895.1_ASM362689v1_genomic	7931441	
GCF_016806835.2_ASM1680683v2_genomic	7759404	
GCF_014169735.1_ASM1416973v1_genomic	4565788	
GCF_000012725.1_ASM1272v1_genomic	3402093	
GCF_000023865.1_ASM2386v1_genomic	4308349	
GCF_001189235.2_ASM118923v2_genomic	8267832	
GCF_016656965.1_ASM1665696v1_genomic	2976716	
GCF_004114955.1_ASM411495v1_genomic	8138177	
GCF_003173715.1_ASM317371v1_genomic	6788375	
GCF_900103645.1_IMG-taxon_2671180222_annotated_assembly_genomic	3715915	
GCF_018128265.1_ASM1812826v1_genomic	4411608	
GCF_010730575.1_ASM1073057v1_genomic	5952912	
GCF_005887635.2_ASM588763v2_genomic	5468583	
GCF_900103985.1_IMG-taxon_2667527439_annotated_assembly_genomic	8220839	
GCF_002288285.1_ASM228828v1_genomic	4602637	
GCF_000204015.1_ASM20401v1_genomic	5411525	
GCF_000733295.1_ASM73329v1_genomic	12537762	
GCF_000472825.1_ASM47282v1_genomic	8410967	
GCF_008087625.1_ASM808762v1_genomic	10526296	
GCF_000518645.1_ASM51864v1_genomic	6748240	
GCF_010731695.1_ASM1073169v1_genomic	5579510	
GCF_001663855.1_ASM166385v1_genomic	6177004	
GCF_000300975.2_HFRIS_v2_genomic	5408328	
GCF_004353865.1_ASM435386v1_genomic	4905973	
GCF_900112225.1_IMG-taxon_2667527446_annotated_assembly_genomic	5580237	
GCF_001483945.1_ASM148394v1_genomic	5611261	
GCF_000427785.1_ASM42778v1_genomic	6111684	
GCF_015482775.1_ASM1548277v1_genomic	4630536	
GCF_900104965.1_IMG-taxon_2634166904_annotated_assembly_genomic	4058582	
GCF_000371765.1_ASM37176v1_genomic	3929644	
GCF_900103325.1_IMG-taxon_2596583656_annotated_assembly_genomic	7063626	
GCF_010729105.1_ASM1072910v1_genomic	6008916	
GCF_010729665.1_ASM1072966v1_genomic	5940375	
GCF_014643835.1_ASM1464383v1_genomic	6646938	
GCF_003368325.1_ASM336832v1_genomic	8324638	
GCF_003330865.1_ASM333086v1_genomic	9641288	
GCF_002749615.1_ASM274961v1_genomic	4577265	
GCF_020736005.1_ASM2073600v1_genomic	5645778	
GCF_900167545.1_IMG-taxon_2708742401_annotated_assembly_genomic	3876213	
GCF_023573145.1_ASM2357314v1_genomic	7110107	
GCF_000827125.1_ASM82712v1_genomic	3717645	
GCF_000521725.1_ASM52172v1_genomic	2340975	
GCF_009498035.1_ASM949803v1_genomic	10929570	
GCF_000720335.1_ASM72033v1_genomic	4163496	
GCF_000195955.2_ASM19595v2_genomic	4411532	
GCF_003015125.1_ASM301512v1_genomic	4655467	
GCF_016858125.1_ASM1685812v1_genomic	3975213	
GCF_001865575.2_ASM186557v2_genomic	7840207	
GCF_008728835.1_ASM872883v1_genomic	5865246	
GCF_001705785.1_ASM170578v1_genomic	10242506	
GCF_002157165.1_ASM215716v1_genomic	4058023	
GCF_000176855.2_ASM17685v2_genomic	5482170	
GCF_014127485.1_ASM1412748v1_genomic	4207844	
GCF_003312875.1_ASM331287v1_genomic	9121443	
GCF_020162115.1_ASM2016211v1_genomic	2915587	
GCF_900109545.1_IMG-taxon_2693429895_annotated_assembly_genomic	9365767	
GCF_015169395.1_ASM1516939v1_genomic	7189892	
GCF_900636675.1_43781_F01_genomic	6407029	
GCF_003074135.1_ASM307413v1_genomic	4780058	
GCF_000021005.1_ASM2100v1_genomic	4711139	
GCF_007988805.1_ASM798880v1_genomic	3377980	
GCF_001613545.1_ASM161354v1_genomic	4751807	
GCF_002305895.1_ASM230589v1_genomic	8973512	
GCF_002355335.1_ASM235533v1_genomic	4586237	
GCF_001787355.1_ASM178735v1_genomic	3093577	
GCF_900110255.1_IMG-taxon_2671180039_annotated_assembly_genomic	9005705	
GCF_014171495.1_ASM1417149v1_genomic	8824362	
GCF_000230995.2_ASM23099v3_genomic	6200534	
GCF_000014005.1_ASM1400v1_genomic	5650368	
GCF_014202505.1_ASM1420250v1_genomic	6325924	
GCF_017607425.1_ASM1760742v1_genomic	6073182	
GCF_002568625.1_ASM256862v1_genomic	8918539	
GCF_000371885.1_ASM37188v1_genomic	7196860	
GCF_001677885.1_ASM167788v1_genomic	5844062	
GCF_000336555.1_Afip_clev_ATCC49720_G12581_V1_genomic	4399548	
GCF_002101875.1_ASM210187v1_genomic	5930935	
GCF_003367395.1_ASM336739v1_genomic	5593741	
GCF_000145235.1_ASM14523v1_genomic	7025559	
GCF_003264855.1_ASM326485v1_genomic	4758053	
GCF_000012685.1_ASM1268v1_genomic	9139763	
GCF_000757795.1_ASM75779v1_genomic	6286629	
GCF_900019265.1_BN2475-7296_genomic	7279154	
GCF_020099395.1_ASM2009939v1_genomic	7668063	
GCF_001612725.1_ASM161272v1_genomic	8616135	
GCF_000017265.1_ASM1726v1_genomic	4379231	
GCF_022879635.1_ASM2287963v1_genomic	6174043	
GCF_001653335.1_ASM165333v1_genomic	4376707	
GCF_018141485.1_ASM1814148v1_genomic	8278595	
GCF_010977555.1_ASM1097755v1_genomic	5963910	
GCF_007752535.1_ASM775253v1_genomic	9395224	
GCF_003667905.1_ASM366790v1_genomic	5446032	
GCF_000226955.1_ASM22695v2_genomic	4124388	
GCF_001641265.1_ASM164126v1_genomic	35818201	
GCF_001598435.1_ASM159843v1_genomic	4743156	
GCF_016865235.1_ASM1686523v1_genomic	4812204	
GCF_000255295.1_ASM25529v1_genomic	10080619	
GCF_001617355.1_Rhodanobacter_sp._FW104-T7_genomic	4131704	
GCF_004306555.1_ASM430655v1_genomic	7598116	
GCF_002158865.1_ASM215886v1_genomic	4522913	
GCF_009789675.1_ASM978967v1_genomic	7945061	
GCF_002310495.1_ASM231049v1_genomic	4730447	
GCF_009906855.1_ASM990685v1_genomic	5873400	
GCF_000494755.1_ASM49475v1_genomic	9376071	
GCF_013003985.1_ASM1300398v1_genomic	3958808	
GCF_003627075.1_ASM362707v1_genomic	3097107	
GCF_020885575.1_ASM2088557v1_genomic	10391472	
GCF_004114975.1_ASM411497v1_genomic	8437991	
GCF_001411805.1_ASM141180v1_genomic	8081051	
GCF_021184025.1_ASM2118402v1_genomic	5632343	
GCF_001618865.1_ASM161886v1_genomic	7480314	
GCF_005280315.1_ASM528031v1_genomic	7426165	
GCF_900475405.1_44087_C01_genomic	4481118	
GCF_016919645.1_ASM1691964v1_genomic	6287627	
GCF_021545825.1_ASM2154582v1_genomic	4134749	
GCF_009586235.1_ASM958623v1_genomic	8366868	
GCF_003932715.1_ASM393271v1_genomic	8019548	
GCF_013388375.1_ASM1338837v1_genomic	4942039	
GCF_900105165.1_IMG-taxon_2667528181_annotated_assembly_genomic	6014056	
GCF_001375595.1_Draft_genome_of_P._immobile_strain_E_DSM_1986__genomic	3328570	
GCF_004362525.1_ASM436252v1_genomic	6368575	
GCF_002356315.1_ASM235631v1_genomic	5232660	
GCF_001641285.1_ASM164128v1_genomic	4227172	
GCF_900177725.1_IMG-taxon_2708742529_annotated_assembly_genomic	7718996	
GCF_000961215.1_ASM96121v1_genomic	5222255	
GCF_016127755.1_ASM1612775v1_genomic	7523597	
GCF_003967035.1_ASM396703v1_genomic	2874969	
GCF_000264455.2_ASM26445v2_genomic	6512983	
GCF_000013425.1_ASM1342v1_genomic	2821361	
GCF_900096975.1_IMG-taxon_2675903029_annotated_assembly_genomic	7151601	
GCF_003019965.1_ASM301996v1_genomic	6322859	
GCF_000744815.1_ASM74481v1_genomic	7806543	
GCF_001641335.1_ASM164133v1_genomic	8801717	
GCF_018736085.1_ASM1873608v1_genomic	5554208	
GCF_016756055.1_ASM1675605v1_genomic	5357612	
GCF_000284035.1_ASM28403v1_genomic	6194645	
GCF_900116645.1_IMG-taxon_2671180040_annotated_assembly_genomic	8489111	
GCF_019504385.1_ASM1950438v1_genomic	4296375	
GCF_021391495.1_ASM2139149v1_genomic	8183622	
GCF_021249385.1_ASM2124938v1_genomic	3668757	
GCF_001293525.1_ASM129352v1_genomic	6142063	
GCF_008365275.1_ASM836527v1_genomic	2557894	
GCF_001314325.1_ASM131432v1_genomic	5748623	
GCF_018141525.1_ASM1814152v1_genomic	3370274	
GCF_020215645.1_ASM2021564v1_genomic	12066052	
GCF_001982635.1_ASM198263v1_genomic	8842857	
GCF_024655835.1_ASM2465583v1_genomic	6475034	
GCF_001618845.1_ASM161884v1_genomic	6880454	
GCF_022533465.1_ASM2253346v1_genomic	5319780	
GCF_018130825.1_ASM1813082v1_genomic	8076746	
GCF_000422825.1_ASM42282v1_genomic	4060447	
GCF_022175585.1_ASM2217558v1_genomic	5118245	
GCF_900156335.1_IMG-taxon_2681812894_annotated_assembly_genomic	4630083	
GCF_000264295.1_Rh17631_genomic	3910579	
GCF_900105785.1_IMG-taxon_2634166345_annotated_assembly_genomic	4405285	
GCF_017487405.1_ASM1748740v1_genomic	3984955	
GCF_004342485.1_ASM434248v1_genomic	5771016	
GCF_004798725.1_ASM479872v1_genomic	7414561	
GCF_019904175.1_ASM1990417v1_genomic	11959907	
GCF_002355855.1_ASM235585v1_genomic	4547566	
GCF_000022085.1_ASM2208v1_genomic	8839022	
GCF_014489535.1_ASM1448953v1_genomic	4948189	
GCF_001664385.1_ASM166438v1_genomic	6726041	
GCF_007971025.1_ASM797102v1_genomic	5352833	
GCF_000143145.1_ASM14314v1_genomic	3638969	
GCF_002305855.1_ASM230585v1_genomic	9910441	
GCF_025264625.1_ASM2526462v1_genomic	6794547	
GCF_013347325.1_ASM1334732v1_genomic	5760010	
GCF_007992415.1_ASM799241v1_genomic	4495067	
GCF_001886595.1_ASM188659v1_genomic	8380320	
GCF_900454465.1_50766_H01_genomic	4837487	
GCF_019890915.1_ASM1989091v1_genomic	2543764	
GCF_001440035.1_ABySSBR3351v1_genomic	9145311	
GCF_000013885.1_ASM1388v1_genomic	5011522	
GCF_005952805.1_ASM595280v1_genomic	4084412	
GCF_001941825.1_ASM194182v1_genomic	7523017	
GCF_009789595.1_ASM978959v1_genomic	6922031	
GCF_021183565.1_ASM2118356v1_genomic	8468804	
GCF_000016185.1_ASM1618v1_genomic	4355543	
GCF_003258605.2_ASM325860v2_genomic	7090212	
GCF_000470775.1_ASM47077v1_genomic	2686418	
GCF_900104895.1_IMG-taxon_2634166341_annotated_assembly_genomic	3837821	
GCF_002097715.1_ASM209771v1_genomic	7840830	
GCF_001593665.2_ASM159366v2_genomic	4899546	
GCF_000067205.1_ASM6720v1_genomic	5287950	
GCF_001523705.1_ASM152370v1_genomic	6693522	
GCF_000379765.1_ASM37976v1_genomic	9536821	
GCF_004341395.1_ASM434139v1_genomic	3142229	
GCF_001693385.1_ASM169338v1_genomic	8322773	
GCF_003330785.1_ASM333078v1_genomic	7508450	
GCF_001028665.1_ASM102866v1_genomic	7961346	
GCF_003008515.1_ASM300851v1_genomic	4494445	
GCF_000731315.1_RG540_Ch_pA_genomic	6455027	
GCF_000190575.1_ASM19057v1_genomic	4308663	
GCF_003722335.1_ASM372233v1_genomic	5659202	
GCF_001742225.1_ASM174222v1_genomic	6918128	
GCF_900168065.1_IMG-taxon_2595698247_annotated_assembly_genomic	7934943	
GCF_007991655.1_ASM799165v1_genomic	5893322	
GCF_005144885.1_ASM514488v1_genomic	7354671	
GCF_008704715.1_ASM870471v1_genomic	9912098	
GCF_006494775.1_ASM649477v1_genomic	6220618	
GCF_002949635.1_ASM294963v1_genomic	6462637	
GCF_004365915.1_ASM436591v1_genomic	3677616	
