sample_accession	study_accession	_links.structuredData.href	accession	climatic_zone	collection date	common name	depth	ENA first public	ENA last update	ENA-CHECKLIST	enrichment	environment (biome)	environment (feature)	environment (material)	External Id	geographic location (country and/or sea)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	investigation type	mean_annual_temperatuere_celsius	name	organism	project name	release	sample weight for DNA extraction	sequencing method	soil environmental package	soil_classification	SRA accession	submitted	Submitter Id	substrate	taxId	title	tree_cover	update	webinSubmissionAccountId	Chlorophyll Sensor	Citation	description	environment (feature) further details	environmental package	Event Date/Time End	event date/time start	event label	further details	last update date	Latitude End	latitude start	Longitude End	longitude start	marine region	nitrate sensor	oxygen sensor	protocol description	protocol label	Salinity Sensor	sample collection device	sample material label	sample status	sampling campaign	sampling platform	sampling station	size fraction lower threshold	size fraction upper threshold	temperature	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	barcode_prefix	collection_timestamp	depth_sample	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env biome	env feature	env package	env_material	environmental_package	gcms_analysis_batch	gcms_run_location	gcms_sample_name	gcms_sequence	geo loc name	latitude	lcms_batch	lcms_extraction_protocol	lcms_position	lcms_replicate	lcms_sample_name_cmn	lcms_sample_name_fbmn	lcms_sample_type	lcms_sample_type_sub	longitude	original sample id	physical_specimen_location	physical_specimen_remaining	read_count_shotgun_r1	read_count_shotgun_rep200	read_count_shotgun_woltka_uniq	sample type	sample_name_original	sample_name_plus_plate	sampling method	songbird_train_empo_3	study_sample_number	subject id	tier	body habitat	body product	body site	class	diet	host_family	host_flight	host_phylum	life stage	order	scientific name	sex	taxid	samp_store_loc	samp_store_temp	cur_land_use	cur_vegetation	experimental_factor	fao_class	link_climate_info	ph	ph_meth	salinity_1soil_5water_decisiemens_per_m	store_cond	texture	water content	water_content_soil_meth	elev	INSDC secondary accession	lat lon	NCBI submission model	NCBI submission package	isolation source	replicate	season	site name	host	samp_collect_device
SAMEA3914798	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914798	SAMEA3914798	Dfb, Humid Continental warm summer	2010-06-22	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914798	Canada	1180 m	50.93 DD	-120.28 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.5	BP515_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101932	2016-04-03T23:01:01Z	BP515_meta	Cellulose	256318	BP515	Douglas fir, Lodgepole pine	2021-08-21T14:51:32.266Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914799	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914799	SAMEA3914799	Dfb, Humid Continental warm summer	2010-06-22	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914799	Canada	1180 m	50.93 DD	-120.28 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.5	BP518_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101933	2016-04-03T23:01:01Z	BP518_meta	Cellulose	256318	BP518	Douglas fir, Lodgepole pine	2021-08-21T14:51:32.288Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914800	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914800	SAMEA3914800	Csa, Mediterranean hot summer	2011-06-22	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914800	USA	1135 m	39.55 DD	-121.04 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	11.2	BR067_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Mesic Ultic Haploxeralfs	ERS1101934	2016-04-03T23:01:01Z	BR067_meta	Cellulose	256318	BR067 http://www.ebi.ac.uk/efo/EFO_0001236	Ponderosa pine, sugar pine, white fir, giant sequoia	2021-08-21T14:51:32.312Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914801	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914801	SAMEA3914801	Csa, Mediterranean hot summer	2011-06-22	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914801	USA	1135 m	39.55 DD	-121.04 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:14Z	public	mimarks-survey	11.2	BR068_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Mesic Ultic Haploxeralfs	ERS1101935	2016-04-03T23:01:01Z	BR068_meta	Cellulose	256318	BR068 http://www.ebi.ac.uk/efo/EFO_0001236	Ponderosa pine, sugar pine, white fir, giant sequoia	2021-08-21T14:51:32.354Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914802	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914802	SAMEA3914802	Dfb, Humid Continental warm summer	2010-06-25	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914802	Canada	1150 m	50.85 DD	-120.42 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.5	DC575_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101936	2016-04-03T23:01:01Z	DC575_meta	Cellulose	256318	DC575	Douglas fir, Subalpine fir, Lodgepole pine	2021-08-21T14:51:32.377Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914803	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914803	SAMEA3914803	Dfb, Humid Continental warm summer	2010-06-25	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C12	forest	forest	soil	SAMEA3914803	Canada	1150 m	50.85 DD	-120.42 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.5	DC575_12C_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101937	2016-04-03T23:01:01Z	DC575_12C_meta	Cellulose	256318	DC575_12C	Douglas fir, Subalpine fir, Lodgepole pine	2021-08-21T14:51:32.392Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914804	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914804	SAMEA3914804	Dfb, Humid Continental warm summer	2010-06-25	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914804	Canada	1150 m	50.85 DD	-120.42 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:14Z	public	mimarks-survey	2.5	DC578_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101938	2016-04-03T23:01:01Z	DC578_meta	Cellulose	256318	DC578	Douglas fir, Subalpine fir, Lodgepole pine	2021-08-21T14:51:32.432Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914805	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914805	SAMEA3914805	Dfb, Humid Continental warm summer	2010-06-25	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C12	forest	forest	soil	SAMEA3914805	Canada	1150 m	50.85 DD	-120.42 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.5	DC578_12C_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	Brunisolic Gray Luvisol	ERS1101939	2016-04-03T23:01:01Z	DC578_12C_meta	Cellulose	256318	DC578_12C	Douglas fir, Subalpine fir, Lodgepole pine	2021-08-21T14:51:32.467Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914806	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914806	SAMEA3914806	Dfb, Humid Continental cool summer	2011-08-03	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914806	Canada	490 m	46.75 DD	-82.25 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.8	JE121_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	NA	ERS1101940	2016-04-03T23:01:01Z	JE121_meta	Cellulose	256318	JE121	Jack Pine, Balsam fir, White birch	2021-08-21T14:51:32.498Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914807	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914807	SAMEA3914807	Dfb, Humid Continental cool summer	2011-08-03	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C12	forest	forest	soil	SAMEA3914807	Canada	490 m	46.75 DD	-82.25 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.8	JE121_12C_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	NA	ERS1101941	2016-04-03T23:01:01Z	JE121_12C_meta	Cellulose	256318	JE121_12C	Jack Pine, Balsam fir, White birch	2021-08-21T14:51:32.527Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914808	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914808	SAMEA3914808	Dfb, Humid Continental cool summer	2011-08-03	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914808	Canada	490 m	46.75 DD	-82.25 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:14Z	public	mimarks-survey	2.8	JE122_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	NA	ERS1101942	2016-04-03T23:01:01Z	JE122_meta	Cellulose	256318	JE122	Jack Pine, Balsam fir, White birch	2021-08-21T14:51:32.535Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914809	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914809	SAMEA3914809	Dfb, Humid Continental cool summer	2011-08-03	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C12	forest	forest	soil	SAMEA3914809	Canada	490 m	46.75 DD	-82.25 DD	Cornell University	Cornell University	2018-03-01T17:02:26Z	2017-12-04T09:19:13Z	public	mimarks-survey	2.8	JE122_12C_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:26Z	0.5 g	Illumina	soil	NA	ERS1101943	2016-04-03T23:01:01Z	JE122_12C_meta	Cellulose	256318	JE122_12C	Jack Pine, Balsam fir, White birch	2021-08-21T14:51:32.555Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914810	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914810	SAMEA3914810	Dfb, Humid Continental cool summer	2011-08-04	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914810	Canada	426 m	47.57 DD	-82.85 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	1.7	JS079_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	Orthic Dystric Brunisol	ERS1101944	2016-04-03T23:01:01Z	JS079_meta	Cellulose	256318	JS079	Jack Pine, Black Spruce	2021-08-21T14:51:32.592Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914811	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914811	SAMEA3914811	Dfb, Humid Continental cool summer	2011-08-04	shotgun metagenome	0.3 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914811	Canada	426 m	47.57 DD	-82.85 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	1.7	JS080_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	Orthic Dystric Brunisol	ERS1101945	2016-04-03T23:01:01Z	JS080_meta	Cellulose	256318	JS080	Jack Pine, Black Spruce	2021-08-21T14:51:32.616Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA3914812	PRJEB12502	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA3914812	SAMEA3914812	Dfb, Humid Continental cool summer	2011-07-07	shotgun metagenome	0.1 m	2018-03-01	2017-12-04	ERC000022	C13	forest	forest	soil	SAMEA3914812	Canada	228 m	46.42 DD	-83.37 DD	Cornell University	Cornell University	2018-03-01T17:02:25Z	2017-12-04T09:19:13Z	public	mimarks-survey	NA	JW013_meta	metagenome http://purl.obolibrary.org/obo/NCBITaxon_256318	SIP-Cellulose-based Assessment of Biodiversity of Cellulolytic Taxa	2018-03-01T17:02:25Z	0.5 g	Illumina	soil	Orthic Humo-Ferric Podzol	ERS1101946	2016-04-03T23:01:01Z	JW013_meta	Cellulose	256318	JW013	Jack Pine, Black Spruce, Red Pine	2021-08-21T14:51:32.625Z	Webin-41009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
