Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp900066445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3402057840393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3942013292934	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp900551645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42957615139828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus	7.80580922163791	0	3.86677322994189	0	8.48293612565316	0	17.9713584309453	23.9901829865011	11.0985319899463	15.2916651218992	0	0	15.119702585316	0	0	0	11.418871762848	15.1391827873461	0	0	0	24.8403545117333	0	12.210487057494	0	0	0	12.0971852096811	0	0	10.3300724690797	17.3667870462512	36.8207736332297	11.798154136698	14.0111347456495	14.3891219940101	6.08281404186784	0	16.4530938227019	0	9.21394735616677	0	0	2.96296598224994	4.05839617887416	12.0789981839825	0	4.11740985597522	0	0	0	0	18.8211743214274	0	0	0	0	0	0	0	2.72794897748172	0	0	0	0	0	0	0	0	15.0316604072353	0	0	20.3426180196853	0	0	0	0	0	0	0	0	0	0	0	10.1913202379481	6.07745912100534	0	18.7577888373899	0	24.5534167051906	0	0	16.8710280724684	14.0240688124478	0	0	0	5.33605541500839	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella	0	0	0	0	0	0	0	0	0	0	44.2550667339792	0	0	0	0	44.8364308093725	0	0	0	0	0	0	0	0	0	57.0976954690148	0	0	0	18.4838774923629	0	0	0	0	0	0	0	0	13.3948698177524	7.51917452789686	2.78544379177757	0	45.4454404401186	31.0012784018019	15.4413343284606	0	0	9.18939051672467	17.3089360183671	0	11.1184889221579	2.8511662642574	0	0	9.04421585465808	15.9769179092214	0	0	0	18.1524366932291	3.8976782879444	0	0	4.23093920552329	7.56908486754597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3012951485171	11.0523694389789	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella copri	0	0	0	0	0	0	0	0	0	0	44.2550667339792	0	0	0	0	44.8364308093725	0	0	0	0	0	0	0	0	0	43.9400655018681	0	0	0	18.4838774923629	0	0	0	0	0	0	0	0	13.3948698177524	7.51917452789686	0	0	45.4454404401186	31.0012784018019	15.4413343284606	0	0	0	17.3089360183671	0	11.1184889221579	2.8511662642574	0	0	9.04421585465808	15.9769179092214	0	0	0	18.1524366932291	0	0	0	4.23093920552329	7.56908486754597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3012951485171	11.0523694389789	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp003447235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986606260416728	0	0	0	0	0	0	0	0	0	0	0	0	3.8976782879444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900313215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1576299671467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900552675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34115164204635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86163261426159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38839698793102	3.07135061681783	0	0	0	0	2.53915233831673	0	0	0	0	0	0	0	0	0	0	0	0	1.85035776005814	1.14656095745161	2.83835764793446	1.72260194034843	0	0	3.3189942305312	1.33892419540167	2.98614730444411	1.58048330763753	0	0	1.74817495417883	3.5426395003477	0	0	1.6972390613221	2.12776730839595	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18732426040497	4.0443514109943	0	0	0	2.09870773323955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38839698793102	3.07135061681783	0	0	0	0	2.53915233831673	0	0	0	0	0	0	0	0	0	0	0	0	1.85035776005814	1.14656095745161	2.83835764793446	1.72260194034843	0	0	3.3189942305312	1.33892419540167	2.98614730444411	1.58048330763753	0	0	1.74817495417883	3.5426395003477	0	0	1.6972390613221	2.12776730839595	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18732426040497	4.0443514109943	0	0	0	2.09870773323955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38839698793102	3.07135061681783	0	0	0	0	2.53915233831673	0	0	0	0	0	0	0	0	0	0	0	0	1.85035776005814	1.14656095745161	2.83835764793446	1.72260194034843	0	0	3.3189942305312	1.33892419540167	2.98614730444411	1.58048330763753	0	0	1.74817495417883	3.5426395003477	0	0	1.6972390613221	2.12776730839595	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18732426040497	4.0443514109943	0	0	0	2.09870773323955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90965606962054	0	0	0	4.77180181202415
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90965606962054	0	0	0	4.77180181202415
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp900079735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86195742409589	0	0	0	3.26261025473311
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54511403737044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54511403737044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54511403737044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	0	20.9540810892012	12.6317558555655	14.2933625316013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173	0	20.9540810892012	12.6317558555655	14.2933625316013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173|s__UBA7173 sp001701135	0	17.1068502135405	10.6105392817872	5.12762610300384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173|s__UBA7173 sp900540205	0	3.84723087566066	2.0212165737783	9.16573642859744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0	7.98003247661709	7.00940138931556	16.2224781130196	3.06486027921607	9.4677996499215	0	0	0	9.00848592099127	1.59538482740411	3.87652730936127	4.30734077562687	3.90439042271528	1.73267974726511	1.44592885987955	0	5.02654433448635	0	0	0	0	7.01347518367182	2.46562824892482	9.4754845200729	0	6.09825523731625	3.73980351559274	8.8839059699028	5.46741932308186	7.6320199618239	4.22727685583469	0	0	0	4.6679653601947	7.2069668041582	0	2.38247468370508	2.84085930922293	0	0	1.70243717267328	1.64637485149625	0	12.2382196931562	3.58996717915964	0	5.49989623731391	11.8059056235502	3.27277840230763	2.50259508067038	4.09426405194285	4.43244231835874	0	3.45342334125199	2.35090594767921	10.569386602613	19.5414531348172	0	2.57382254359788	0	7.12801451571839	0	0	4.47340727143976	0	2.23109811672314	2.30876484483331	6.28017257917468	0	0	3.36442936147833	9.58321081552744	0	0	6.02575176109363	6.17069839341027	2.4930224039062	2.37867506307434	0	0	0	6.53866565931894	2.49121036329395	1.77241260644819	1.10036276166981	4.76241031869758	2.4129377856495	3.61644430418048	0	3.80337192274136	1.03974101785741	2.86943156754823	0	0	1.25959252513088	1.66146115104642	5.53532555010232	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	7.98003247661709	7.00940138931556	16.2224781130196	3.06486027921607	9.4677996499215	0	0	0	9.00848592099127	1.59538482740411	3.87652730936127	4.30734077562687	3.90439042271528	1.73267974726511	1.44592885987955	0	5.02654433448635	0	0	0	0	7.01347518367182	2.46562824892482	9.4754845200729	0	6.09825523731625	3.73980351559274	8.8839059699028	5.46741932308186	7.6320199618239	4.22727685583469	0	0	0	4.6679653601947	7.2069668041582	0	2.38247468370508	2.84085930922293	0	0	1.70243717267328	1.64637485149625	0	12.2382196931562	3.58996717915964	0	5.49989623731391	11.8059056235502	3.27277840230763	2.50259508067038	4.09426405194285	4.43244231835874	0	3.45342334125199	2.35090594767921	10.569386602613	19.5414531348172	0	2.57382254359788	0	7.12801451571839	0	0	4.47340727143976	0	2.23109811672314	2.30876484483331	6.28017257917468	0	0	3.36442936147833	9.58321081552744	0	0	6.02575176109363	6.17069839341027	2.4930224039062	2.37867506307434	0	0	0	6.53866565931894	2.49121036329395	1.77241260644819	1.10036276166981	4.76241031869758	2.4129377856495	3.61644430418048	0	3.80337192274136	1.03974101785741	2.86943156754823	0	0	1.25959252513088	1.66146115104642	5.53532555010232	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes avistercoris	0	4.05378995913538	3.86216385976654	11.9825562847839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49171813620244	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47157576573492	0	1.77241260644819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	0	0	0	0	3.06486027921607	0	0	0	0	3.8540883417938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06659966814588	0	0	0	0	0	0	0	1.19053144903256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06541741008936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes merdavium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4747914252081	0	0	0	0	0	0	0	0	17.807216163282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii	0	3.92624251748171	1.92773647544911	0	0	5.4107238306983	0	0	0	5.15439757919747	0	0	0	0	1.73267974726511	0	0	0	0	0	0	0	4.68404571255237	0	0	0	0	0	0	0	0	1.41684682765419	0	0	0	0	2.32479552571706	0	0	0	0	0	0	0	0	4.07636701661845	1.09624482030315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81230795330051	0	0	0	0	3.24668136324124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes putredinis	0	0	1.21950105409992	4.23992182823573	0	4.0570758192232	0	0	0	0	1.59538482740411	3.87652730936127	4.30734077562687	3.90439042271528	0	1.44592885987955	0	5.02654433448635	0	0	0	0	2.32942947111944	2.46562824892482	9.4754845200729	0	6.09825523731625	3.73980351559274	6.81730630175691	5.46741932308186	7.6320199618239	2.81043002818051	0	0	0	4.6679653601947	3.69163982940857	0	2.38247468370508	2.84085930922293	0	0	0	1.06713414461414	0	8.16185267653779	2.49372235885648	0	3.4134376265394	1.33111419834203	3.27277840230763	2.50259508067038	4.09426405194285	4.43244231835874	0	0	0	10.569386602613	1.73423697153528	0	2.57382254359788	0	5.09719947933939	0	0	2.66972167064999	0	2.23109811672314	1.4964568915328	2.78845444297224	0	0	2.29901195138898	6.3365294522862	0	0	6.02575176109363	6.17069839341027	2.4930224039062	2.37867506307434	0	0	0	2.06708989358402	2.49121036329395	0	1.10036276166981	4.76241031869758	2.4129377856495	3.61644430418048	0	3.80337192274136	1.03974101785741	2.86943156754823	0	0	1.25959252513088	1.66146115104642	5.53532555010232	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579240706882115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp900541585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35090594767921	0	0	0	0	0	2.03081503637901	0	0	1.80368560078977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp902363575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70243717267328	0	0	0	0	0	2.08645861077452	0	0	0	0	0	0	3.45342334125199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0	0	0	0	4.56733608632752	0	2.54237933513757	2.27360409909507	0	3.87869249398671	3.17399677279482	0	3.16516902773725	1.06709346703645	0	0	0	0	0	0	0	2.90416308621483	0	0	4.18560250358016	0	0	0	0	0	0	1.71319580102662	2.85869885437739	3.68603242714842	4.76109730233723	2.32170856040714	2.95919244493284	0	0	1.47303651109872	0	2.77516103579483	0	0.762308779271484	1.68071750072147	1.50826887668152	0	0	1.60135162442999	0	0	0	2.54464687541924	0	1.77257340414748	0	0	0	1.39501714425391	1.61315872890308	0	1.57539697303274	0	0	0	0	0	0	1.03522722854614	1.67080612004686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87163549440874	0	0	1.23244490185394	1.80814962969399	0	0	0	0	3.52496961983522	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0	0	0	0	4.56733608632752	0	2.54237933513757	2.27360409909507	0	3.87869249398671	3.17399677279482	0	3.16516902773725	1.06709346703645	0	0	0	0	0	0	0	2.90416308621483	0	0	4.18560250358016	0	0	0	0	0	0	1.71319580102662	2.85869885437739	3.68603242714842	4.76109730233723	2.32170856040714	2.95919244493284	0	0	1.47303651109872	0	2.77516103579483	0	0.762308779271484	1.68071750072147	1.50826887668152	0	0	1.60135162442999	0	0	0	2.54464687541924	0	1.77257340414748	0	0	0	1.39501714425391	1.61315872890308	0	1.57539697303274	0	0	0	0	0	0	1.03522722854614	1.67080612004686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87163549440874	0	0	1.23244490185394	1.80814962969399	0	0	0	0	3.52496961983522	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	0	0	0	0	2.05602880179614	0	2.54237933513757	2.27360409909507	0	0	3.17399677279482	0	1.41081042389351	1.06709346703645	0	0	0	0	0	0	0	2.90416308621483	0	0	2.27752689863005	0	0	0	0	0	0	0	2.85869885437739	0	0	2.32170856040714	1.88645640592069	0	0	0	0	0	0	0.762308779271484	1.68071750072147	1.50826887668152	0	0	1.60135162442999	0	0	0	0	0	1.77257340414748	0	0	0	1.39501714425391	1.61315872890308	0	0	0	0	0	0	0	0	1.03522722854614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87163549440874	0	0	1.23244490185394	1.80814962969399	0	0	0	0	3.52496961983522	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae	0	0	0	0	2.51130728453138	0	0	0	0	3.87869249398671	0	0	1.75435860384374	0	0	0	0	0	0	0	0	0	0	0	1.90807560495011	0	0	0	0	0	0	1.71319580102662	0	3.68603242714842	4.76109730233723	0	1.07273603901215	0	0	1.47303651109872	0	2.77516103579483	0	0	0	0	0	0	0	0	0	0	2.54464687541924	0	0	0	0	0	0	0	0	1.57539697303274	0	0	0	0	0	0	0	1.67080612004686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96016358487061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03105356385839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Cryptobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96016358487061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03105356385839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
