#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR1346892_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346801_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2|1224|1236|135614|1775411	0	0.194310836843005	0	0.006875929170566011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010368221774026059	0.01010848873586435	0	0	0.002284468689371169	0	0	0	0	0	0.013931933936672615	0.029442785094802925	0.20605309086427812	0.09774952055687472	0.18213244096826287	0	0.04877926286408225	0.051327281414408496	0.25096883875193915	0	0	0	0	0.0031123974685055263	0.02956161266610502	0	0	0	0	0.019220672220985082	0.1729780817752531	0	0.009091464606486807	0.07481277332355749	0	0	0.05437033389168757
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella	2|1224|1236|135614|1775411|231454	0	0.194310836843005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010368221774026059	0.01010848873586435	0	0	0.002284468689371169	0	0	0	0	0	0	0.029442785094802925	0.20605309086427812	0.09774952055687472	0.18213244096826287	0	0.04877926286408225	0.051327281414408496	0.2446108934015221	0	0	0	0	0	0.02956161266610502	0	0	0	0	0.019220672220985082	0.1729780817752531	0	0.009091464606486807	0.07481277332355749	0	0	0.05437033389168757
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_japonica	2|1224|1236|135614|1775411|231454|231455	0	0.194310836843005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010368221774026059	0.01010848873586435	0	0	0	0	0	0	0	0	0	0.029442785094802925	0.20605309086427812	0.05177806859916668	0.18213244096826287	0	0.005673530944544322	0.051327281414408496	0.2446108934015221	0	0	0	0	0	0.02956161266610502	0	0	0	0	0.019220672220985082	0.1729780817752531	0	0.009091464606486807	0.07481277332355749	0	0	0.05437033389168757
k__Viruses	10239	0.09865431188044088	1.8975990476165592	0.301264003266523	0	0.035606554845268285	0.2165159967649788	0	0.770617109180855	0.4442225594627041	0	0	0.5447774569032561	0	0.5086842441782243	0.5704414537400582	1.2500127752877976	0.7646534770935182	0.06806917979915693	0	0	0.18031423845312025	0	0.5655952189865733	0	0.4079700774071774	0.22885239330813936	0	0	0	1.7513570475275515	0.3866867611655977	0	0	0.6582759430989009	0.6020133018905666	1.7493007446322617	0.12231456682651612	0	0	0	0.581400146597152	0.029796422084905468	0.331354517775584	0.5664118599224296	0	0.2620264798746142	0	0.03441160896644038	0.2533320143469209	0	0.5288331540603274	0.26446842408082777	1.1228457811797756	0.5785887987471019	0.184617127068409	1.3003220497181098	0.3225258192339188	0.226910971095353	0.6026147465101759	0.4254676471818411	0.7668205582053726	7.349939527438398	0.2582846910159486	0.6851994773819894	0.44291872411957794	0.43578495688661584	0.8223359498611298	1.4060033445482576	0.04397353555497771	0.2115942065739162	0.33427014850426795	1.1017998765429848	0.1773861222494048	0.2648036822352363	0.2612322735546835	0.4337108955857536	0.1743068755138724	1.703013151181307	0.07746577099169415	0.5372923347152901	0.7975616654412636	0.6186346182792967	0.4616699790713455	0.6705020625290956	0.14734085112105436	0.07733238956931889	2.125600543317991	0.0300677052087016	0.18969458683489213	0.9311678046934536
k__Viruses|p__Viruses_unclassified	10239|	0.09865431188044088	1.8975990476165592	0.301264003266523	0	0.035606554845268285	0.2165159967649788	0	0.770617109180855	0.4442225594627041	0	0	0.5447774569032561	0	0.5086842441782243	0.5704414537400582	1.2500127752877976	0.7646534770935182	0.06806917979915693	0	0	0.18031423845312025	0	0.5655952189865733	0	0.4079700774071774	0.22885239330813936	0	0	0	1.7513570475275515	0.3866867611655977	0	0	0.6582759430989009	0.6020133018905666	1.7493007446322617	0.12231456682651612	0	0	0	0.581400146597152	0.029796422084905468	0.331354517775584	0.5664118599224296	0	0.2620264798746142	0	0.03441160896644038	0.2533320143469209	0	0.5288331540603274	0.26446842408082777	1.1228457811797756	0.5785887987471019	0.184617127068409	1.3003220497181098	0.3225258192339188	0.226910971095353	0.6026147465101759	0.4254676471818411	0.7668205582053726	7.349939527438398	0.2582846910159486	0.6851994773819894	0.44291872411957794	0.43578495688661584	0.8223359498611298	1.4060033445482576	0.04397353555497771	0.2115942065739162	0.33427014850426795	1.1017998765429848	0.1773861222494048	0.2648036822352363	0.2612322735546835	0.4337108955857536	0.1743068755138724	1.703013151181307	0.07746577099169415	0.5372923347152901	0.7975616654412636	0.6186346182792967	0.4616699790713455	0.6705020625290956	0.14734085112105436	0.07733238956931889	2.125600543317991	0.0300677052087016	0.18969458683489213	0.9311678046934536
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	0.09865431188044088	1.8975990476165592	0.301264003266523	0	0.035606554845268285	0.2165159967649788	0	0.770617109180855	0.4442225594627041	0	0	0.5447774569032561	0	0.5086842441782243	0.5704414537400582	1.2500127752877976	0.7646534770935182	0.06806917979915693	0	0	0.18031423845312025	0	0.5655952189865733	0	0.4079700774071774	0.22885239330813936	0	0	0	1.7513570475275515	0.3866867611655977	0	0	0.6582759430989009	0.6020133018905666	1.7493007446322617	0.12231456682651612	0	0	0	0.581400146597152	0.029796422084905468	0.331354517775584	0.5664118599224296	0	0.2620264798746142	0	0.03441160896644038	0.2533320143469209	0	0.5288331540603274	0.26446842408082777	1.1228457811797756	0.5785887987471019	0.184617127068409	1.3003220497181098	0.3225258192339188	0.226910971095353	0.6026147465101759	0.4254676471818411	0.7668205582053726	7.349939527438398	0.2582846910159486	0.6851994773819894	0.44291872411957794	0.43578495688661584	0.8223359498611298	1.4060033445482576	0.04397353555497771	0.2115942065739162	0.33427014850426795	1.1017998765429848	0.1773861222494048	0.2648036822352363	0.2612322735546835	0.4337108955857536	0.1743068755138724	1.703013151181307	0.07746577099169415	0.5372923347152901	0.7975616654412636	0.6186346182792967	0.4616699790713455	0.6705020625290956	0.14734085112105436	0.07733238956931889	2.125600543317991	0.0300677052087016	0.18969458683489213	0.9311678046934536
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae	10239|||28883|10699	0.09865431188044088	1.6171154971650616	0.26084548925542045	0	0.035606554845268285	0.12924561696132866	0	0.770617109180855	0.4442225594627041	0	0	0.4222382117634373	0	0.5086842441782243	0.479681425275501	1.2500127752877976	0.7646534770935182	0.06806917979915693	0	0	0.18031423845312025	0	0.5655952189865733	0	0.4079700774071774	0.22885239330813936	0	0	0	1.7513570475275515	0.3866867611655977	0	0	0.6582759430989009	0	1.7493007446322617	0.12231456682651612	0	0	0	0.581400146597152	0.029796422084905468	0.11883408119712445	0.5664118599224296	0	0.2287049396141477	0	0.03441160896644038	0.2533320143469209	0	0.10111048703499433	0.26446842408082777	0.9592564616908869	0.5785887987471019	0.13852452667550266	1.1041106742020246	0.3225258192339188	0.15996805637978628	0.6026147465101759	0.3962963308734424	0.7668205582053726	7.341668488401305	0.2582846910159486	0.6851994773819894	0.4081053683689121	0.2291235320657861	0.5757060081100659	0.029002356449860836	0.030287726906822337	0.15258552030687167	0.05088676917504872	0.1957674504845183	0.1280626928616819	0.25154265663455266	0.22368570762806098	0.4337108955857536	0.10921271253093864	1.4335165801017125	0.07746577099169415	0.5372923347152901	0.4723506196885599	0.4459353263134937	0.2596873036669815	0.17483684973001454	0.14734085112105436	0.013012425789492068	0.21249615282843645	0.0300677052087016	0.16388719652797665	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__L5virus	10239|||28883|10699|186764	0.09865431188044088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07693706922311644	0	0.0349607507849843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020474678837917343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__L5virus|s__Mycobacterium_phage_Severus	10239|||28883|10699|186764|1327776	0.09865431188044088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNKNOWN	-1	0	0	0	0	0	0	0	0	0	100.0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria	2|57723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	2|57723|204432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	2|57723|204432|204433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	2|57723|204432|204433|204434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	2|57723|204432|204433|204434|940557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_mallensis	2|57723|204432|204433|204434|940557|940614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00965214451753638	0	0.07404092680455086	0	0	0	0.010537563439645159	0	0	0	0	0	0	0	0	0	0	0	0.04886264697396843	0	0	0.08355633482786233	0	0	0.3761010528990917
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_pectinivorans	2|57723|204432|204433|204434|940557|474950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007856767371915952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales	2|201174|1760|414714	0	0	0.002884363284012339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25362633491241593	3.191199465317588	0	0.07631654114456521	0	0	0	0.01842052097465476	0	0	0	0	0	0	0.011546408949838476	0	0	0	0	0.11705853327441168	0	0.001970445541203993	0	0	0	0.0030524577605276857	0	0	0	0	0	0	0	0.039462909634115015	0.16025498938311172	0.011652765253781505	0	0.0023748447247289076	0	0	0	0	0.004939738469394146	0.008468031010559906	0.004490824392286756	0.02270780584079901	0.007099478858027903	0.15992072129089155	0.01270177599790787	0.004534010788183987	0.3016676794742477	0.030707813391063557	0	0.000719365299820059	0.0011515712000780122	0	0	0.31199227440774485	0	0	0	0.03188145757071942	0	0.06829250579140324	0	1.8173119766373256	1.125011739128836	0.0010001409416648698	0	0.3413536139754729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales|f__Actinospicaceae	2|201174|1760|414714|414713	0	0	0.002884363284012339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25362633491241593	3.191199465317588	0	0.07631654114456521	0	0	0	0.01842052097465476	0	0	0	0	0	0	0.011546408949838476	0	0	0	0	0.11705853327441168	0	0.001970445541203993	0	0	0	0.0030524577605276857	0	0	0	0	0	0	0	0.039462909634115015	0.15804887769457368	0.011652765253781505	0	0.0023748447247289076	0	0	0	0	0.004939738469394146	0.008468031010559906	0.004490824392286756	0.02270780584079901	0.007099478858027903	0.15992072129089155	0.01270177599790787	0.004534010788183987	0.3016676794742477	0.030707813391063557	0	0.000719365299820059	0.0011515712000780122	0	0	0.31199227440774485	0	0	0	0.02730865291152151	0	0.06829250579140324	0	1.8173119766373256	1.125011739128836	0.0010001409416648698	0	0.3413536139754729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales|f__Actinospicaceae|g__Actinospica	2|201174|1760|414714|414713|414715	0	0	0.002884363284012339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25362633491241593	3.191199465317588	0	0.07631654114456521	0	0	0	0.01842052097465476	0	0	0	0	0	0	0.011546408949838476	0	0	0	0	0.11705853327441168	0	0.001970445541203993	0	0	0	0.0030524577605276857	0	0	0	0	0	0	0	0.039462909634115015	0.15804887769457368	0.011652765253781505	0	0.0023748447247289076	0	0	0	0	0.004939738469394146	0.008468031010559906	0.004490824392286756	0.02270780584079901	0.007099478858027903	0.15992072129089155	0.01270177599790787	0.004534010788183987	0.3016676794742477	0.030707813391063557	0	0.000719365299820059	0.0011515712000780122	0	0	0.31199227440774485	0	0	0	0.02730865291152151	0	0.06829250579140324	0	1.8173119766373256	1.125011739128836	0.0010001409416648698	0	0.3413536139754729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales|f__Actinospicaceae|g__Actinospica|s__Actinospica_robiniae	2|201174|1760|414714|414713|414715|304901	0	0	0.002884363284012339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25362633491241593	3.191199465317588	0	0.07631654114456521	0	0	0	0.01842052097465476	0	0	0	0	0	0	0.011546408949838476	0	0	0	0	0.11705853327441168	0	0.001970445541203993	0	0	0	0.0030524577605276857	0	0	0	0	0	0	0	0.039462909634115015	0.15804887769457368	0.011652765253781505	0	0.0023748447247289076	0	0	0	0	0.004939738469394146	0.008468031010559906	0.004490824392286756	0.02270780584079901	0.007099478858027903	0.15992072129089155	0.01270177599790787	0.004534010788183987	0.3016676794742477	0.030707813391063557	0	0.000719365299820059	0.0011515712000780122	0	0	0.31199227440774485	0	0	0	0.02730865291152151	0	0.06829250579140324	0	1.8173119766373256	1.125011739128836	0.0010001409416648698	0	0.3413536139754729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_aquatica	2|201174|1760|85006|85023|110932|144185	0	0	0	0	0	0	0	0	0.4324683201651456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12833176849864655	0.09916704724367052	0.01876316848797279	0.3453459268061981	0	0.003581067941164133	0	0	0	0	0	0	0	0	0.007827911241895306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_sp_Root227	2|201174|1760|85006|85023|110932|1736496	0	0.001100644582984874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01693183728369985	0.10315080144550956	0	0.001928314284223511	0	0.009569139962704544	0	0	0	0	0	0	0	0	0.0500424626533277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1962676076576632	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0	0	0	0	0	0.002484113223393694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2142296711003534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01309622392812628	0	0	0	0.006034784804929785	0	0.007353798603609354	0	0	0.0008814451633068543	0	0	0	0	0	0	0	0	0	0	0.010813119829705174	0	0.0016476485202736257	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter	2|201174|1760|85006|1268|1663	0	0	0	0	0	0.002484113223393694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048005303131640545	0	0	0	0.006034784804929785	0	0.007353798603609354	0	0	0.0008814451633068543	0	0	0	0	0	0	0	0	0	0	0.010813119829705174	0	0.0016476485202736257	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_SRS_W_1_2016	2|201174|1760|85006|1268|1663|1930254	0	0	0	0	0	0.002484113223393694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006034784804929785	0	0.007353798603609354	0	0	0.0008814451633068543	0	0	0	0	0	0	0	0	0	0	0.010813119829705174	0	0.0016476485202736257	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	2|201174|1760|85009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1456673608908877	0	0	0	0	0	0	0	0.1080501960454811	0.32838841434029564	0.041697204745420366	0.02653933794386004	0	0	0	0.9685489282983124	0.17857335052168752	1.0315814234468734	0	0.8382672620719027	0.4454790648795663	0	0	0	0	0	0.12573447388521836	0.07690949262727331	0.22072872684420514	0	0	0.029906929424374982	0	0	0	0	0.008454277869420393	0	0	0	0.002105855584968907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011979262252456435	0.029077009810261168	0	0	0	0	0	0	0.020636444225504483	0.018833974986596343	0.06030933331130524	0	0	0	0.03865370164177991	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1456673608908877	0	0	0	0	0	0	0	0.1080501960454811	0.32838841434029564	0.041697204745420366	0.02653933794386004	0	0	0	0.9685489282983124	0.17857335052168752	1.0315814234468734	0	0.8382672620719027	0.4454790648795663	0	0	0	0	0	0.12573447388521836	0.07690949262727331	0.22072872684420514	0	0	0.029906929424374982	0	0	0	0	0.008454277869420393	0	0	0	0.002105855584968907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011979262252456435	0.029077009810261168	0	0	0	0	0	0	0.020636444225504483	0.018833974986596343	0.06030933331130524	0	0	0	0.03865370164177991	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	2|201174|1760|85009|31957|1912216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1456673608908877	0	0	0	0	0	0	0	0.1080501960454811	0.32838841434029564	0.041697204745420366	0.02653933794386004	0	0	0	0.9685489282983124	0.17857335052168752	1.0315814234468734	0	0.8382672620719027	0.4454790648795663	0	0	0	0	0	0.12573447388521836	0.07690949262727331	0.22072872684420514	0	0	0.029906929424374982	0	0	0	0	0.008454277869420393	0	0	0	0.002105855584968907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011979262252456435	0.029077009810261168	0	0	0	0	0	0	0.020636444225504483	0.018833974986596343	0.06030933331130524	0	0	0	0.03865370164177991	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	2|201174|1760|85010	0	0	0.00535304537562071	0	0	0	0	0	0	0	0	0	0	0	0.0022061072231490193	0	0	0	0	0	0	0	0.004767330975830053	0	0	0.0018975590102140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008526371435472949	0	0.007344864619581006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiales_unclassified	2|201174|1760|85010|	0	0	0.00535304537562071	0	0	0	0	0	0	0	0	0	0	0	0.0022061072231490193	0	0	0	0	0	0	0	0.004767330975830053	0	0	0.0018975590102140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008526371435472949	0	0.007344864619581006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiales_unclassified|g__Pseudonocardiales_unclassified	2|201174|1760|85010||	0	0	0.00535304537562071	0	0	0	0	0	0	0	0	0	0	0	0.0022061072231490193	0	0	0	0	0	0	0	0.004767330975830053	0	0	0.0018975590102140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008526371435472949	0	0.007344864619581006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
