clade_name	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2|g__Rubrobacterineae	0.00812017864393017	0	0	0.00184009568497562	0.0174550532379124	0.0513808606294155	0	0	0.141576215195847	0.0629485081203575	0.347826086956522	0.226794103353313	0.0349846067730199	0	0.0460702110015664	0.171673819742489	0.325426051211784	0.0931749359422315	0.0069290465631929	0	0.0141703273345614	0.0923361034164358	0	0	0.0247412477835966	0	0.169343913295916	0.208899101733863	0.00604393943972681	0.333077120163976	0.10482180293501	0.136444262518761	0.0366944423209235	0.142196942765731	0.0460314328927468	0.0576867608883761	0.015015015015015	0.0221647580347248	0.0858369098712446	0.126113344368251	0.0228050171037628	0	0.0185551707075705	0	0.0275002291685764	0.0201694231544978	0.0683994528043776	0.276160620988207	0.016478989288657	0.0214523222138797	0.0642880102860816	0	0	0.100250626566416	0	0	0	0.197195442594216	0.0107319167203262	0.00766107408258638	0.0142724612859488	0	0	0.0552995391705069	0.0185442744552619	0.0197005516154452	0.0422119037568594	0.0244881966891958	0	0.0444642063139173	0	0.0455788514129444	0.125715882106439	0.0259336099585062	0	0.00525072197427146	0.729684908789386	0	0	0	0	0	0	0	0.0195398368423624	0.0118259224219489	0.0532907007727152	0.0142274494925543	0	0.0181917409496089
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2|g__Rubrobacterineae|s__Rubrobacterineae_bacterium_BR7-21	0.00812017864393017	0	0	0.00184009568497562	0.0174550532379124	0.0385356454720617	0	0	0.132137800849457	0.050358806496286	0.347826086956522	0.194394945731411	0.0349846067730199	0	0.0368561688012531	0.128755364806867	0.274042990494134	0.0931749359422315	0.0069290465631929	0	0.0141703273345614	0.0615574022776239	0	0	0.0247412477835966	0	0.149990323204955	0.188009191560476	0.00604393943972681	0.333077120163976	0.100939513937417	0.129622049392823	0.0336365721275132	0.142196942765731	0.0460314328927468	0.0576867608883761	0.015015015015015	0.0147765053564832	0.0858369098712446	0.118231260345235	0.0228050171037628	0	0.0185551707075705	0	0.0275002291685764	0.0201694231544978	0.0683994528043776	0.276160620988207	0.016478989288657	0.0214523222138797	0.0321440051430408	0	0	0.075187969924812	0	0	0	0.197195442594216	0.0107319167203262	0.00766107408258638	0.0142724612859488	0	0	0.0552995391705069	0.00927213722763097	0.0197005516154452	0.0281412691712396	0.0244881966891958	0	0.0222321031569586	0	0.0455788514129444	0.125715882106439	0.0259336099585062	0	0.00525072197427146	0.729684908789386	0	0	0	0	0	0	0	0.0195398368423624	0.0118259224219489	0.0532907007727152	0.0142274494925543	0	0.0181917409496089
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2|g__Rubrobacterineae|s__Rubrobacterineae_bacterium_BR7-21|t__Unclassified_Rubrobacterineae_bacterium_BR7-21	0.00812017864393017	0	0	0.00184009568497562	0.0174550532379124	0	0	0	0.132137800849457	0	0	0.194394945731411	0	0	0.0368561688012531	0.128755364806867	0.274042990494134	0	0.0069290465631929	0	0	0	0	0	0	0	0.149990323204955	0.188009191560476	0.00604393943972681	0	0.100939513937417	0	0.0336365721275132	0	0.0460314328927468	0.0576867608883761	0.015015015015015	0	0.0858369098712446	0.118231260345235	0.0228050171037628	0	0.0185551707075705	0	0.0275002291685764	0	0	0.276160620988207	0.016478989288657	0.0214523222138797	0.0321440051430408	0	0	0	0	0	0	0	0	0.00766107408258638	0.0142724612859488	0	0	0	0	0.0197005516154452	0.0281412691712396	0.0244881966891958	0	0.0222321031569586	0	0	0.125715882106439	0	0	0.00525072197427146	0	0	0	0	0	0	0	0	0	0.0118259224219489	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2|g__Rubrobacterineae|s__Unclassified_Rubrobacterineae	0	0	0	0	0	0.0128452151573539	0	0	0.00943841434638981	0.0125897016240715	0	0.0323991576219018	0	0	0.00921404220031328	0.0429184549356223	0.0513830607176501	0	0	0	0	0.0307787011388119	0	0	0	0	0.0193535900909619	0.0208899101733863	0	0	0.00388228899759298	0.00682221312593805	0.00305787019341029	0	0	0	0	0.0073882526782416	0	0.00788208402301568	0	0	0	0	0	0	0	0	0	0	0.0321440051430408	0	0	0.025062656641604	0	0	0	0	0	0	0	0	0	0	0.00927213722763097	0	0.0140706345856198	0	0	0.0222321031569586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__480-2|g__Rubrobacterineae|s__Unclassified_Rubrobacterineae|t__	0	0	0	0	0	0	0	0	0.00943841434638981	0	0	0.0323991576219018	0	0	0.00921404220031328	0.0429184549356223	0.0513830607176501	0	0	0	0	0	0	0	0	0	0.0193535900909619	0.0208899101733863	0	0	0.00388228899759298	0	0.00305787019341029	0	0	0	0	0	0	0.00788208402301568	0	0	0	0	0	0	0	0	0	0	0.0321440051430408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140706345856198	0	0	0.0222321031569586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	0.0568412505075112	0.0768049155145929	0.0873553177549683	0.00736038273990247	0.0872752661895619	0.0128452151573539	0	0.0344986200551978	0.0188768286927796	0.0125897016240715	0.0347826086956522	0.0323991576219018	0.00699692135460397	0	0.0184280844006266	0	0.179840712511775	0.0698812019566736	0.0138580931263858	0	0.0141703273345614	0.0307787011388119	0.00685918101378695	0.016253555465258	0.00824708259453218	0	0.0290303851364428	0	0	0.0768639508070715	0.0194114449879649	0.0341110656296903	0.0290497668373978	0.0355492356914326	0.00657591898467811	0.115373521776752	0	0	0.137339055793991	0.212816268621423	0.0684150513112885	0.157374100719424	0	0	0.0229168576404803	0.0403388463089956	0	0.38811762949694	0.016478989288657	0.0321784833208195	0	0	0	0.050125313283208	0.114613180515759	0.251572327044025	0.0525854513584575	0	0.0214638334406525	0.0383053704129319	0.00713623064297438	0	0.0337971047146961	0	0.0834492350486787	0.0295508274231678	0.126635711270578	0.0342834753648741	0	0	0.0157728706624606	0.182315405651778	0.251431764212879	0	0	0.00525072197427146	0	0	0.0362056480811006	0	0	0	0	0	0.0341947144741341	0.271996215704825	0.0266453503863576	0.0379398653134781	0.0120627261761158	0.0727669637984355
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter	0.0568412505075112	0.0768049155145929	0.0873553177549683	0.00736038273990247	0.0872752661895619	0.0128452151573539	0	0.0344986200551978	0.0188768286927796	0.0125897016240715	0	0.0161995788109509	0.00699692135460397	0	0.0184280844006266	0	0.15414918215295	0.0698812019566736	0.0138580931263858	0	0.0141703273345614	0.0307787011388119	0.00685918101378695	0.016253555465258	0.00824708259453218	0	0.0290303851364428	0	0	0.0768639508070715	0.0194114449879649	0.0341110656296903	0.0290497668373978	0.0355492356914326	0.00657591898467811	0.115373521776752	0	0	0.137339055793991	0.212816268621423	0.0684150513112885	0.157374100719424	0	0	0.0229168576404803	0.0403388463089956	0	0.38811762949694	0.016478989288657	0.0321784833208195	0	0	0	0.050125313283208	0.114613180515759	0.251572327044025	0.0525854513584575	0	0.0214638334406525	0.0383053704129319	0.00713623064297438	0	0.0337971047146961	0	0.0741770978210478	0.0295508274231678	0.126635711270578	0.0342834753648741	0	0	0.0157728706624606	0.182315405651778	0.251431764212879	0	0	0.00525072197427146	0	0	0.0362056480811006	0	0	0	0	0	0.0341947144741341	0.271996215704825	0.0266453503863576	0.0331973821492934	0.0120627261761158	0.0727669637984355
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_sp._BS10	0.0324807145757207	0.0460829493087558	0.0436776588774842	0.00552028705492686	0.0523651597137371	0	0	0.0114995400183993	0	0	0	0	0	0	0.0184280844006266	0	0.0856384345294168	0.0465874679711158	0.00461936437546194	0	0.0141703273345614	0.0307787011388119	0	0.00812677773262901	0.00412354129726609	0	0.0193535900909619	0	0	0	0	0	0.0168182860637566	0.0355492356914326	0	0	0	0	0.0343347639484979	0.118231260345235	0.0456100342075257	0	0	0	0.0229168576404803	0	0	0.253769219286461	0.00549299642955232	0	0	0	0	0.012531328320802	0	0.0718778077268643	0.035056967572305	0	0.0107319167203262	0.0383053704129319	0.00713623064297438	0	0.0225314031431307	0	0.0556328233657858	0.0197005516154452	0.0984944420993387	0.0195905573513566	0	0	0	0.167122455180796	0.153652744796759	0	0	0.00525072197427146	0	0	0.0362056480811006	0	0	0	0	0	0.00488495921059059	0.177388836329234	0.0133226751931788	0	0	0.0181917409496089
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_sp._BS10|t__Unclassified_Conexibacter_sp._BS10	0.0324807145757207	0.0460829493087558	0	0.00552028705492686	0.0523651597137371	0	0	0	0	0	0	0	0	0	0.0184280844006266	0	0.0856384345294168	0	0.00461936437546194	0	0	0	0	0.00812677773262901	0	0	0.0193535900909619	0	0	0	0	0	0.0168182860637566	0	0	0	0	0	0.0343347639484979	0.118231260345235	0.0456100342075257	0	0	0	0.0229168576404803	0	0	0.253769219286461	0.00549299642955232	0	0	0	0	0	0	0.0718778077268643	0	0	0	0.0383053704129319	0.00713623064297438	0	0	0	0	0.0197005516154452	0.0984944420993387	0.0195905573513566	0	0	0	0	0.153652744796759	0	0	0.00525072197427146	0	0	0	0	0	0	0	0	0	0.177388836329234	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_sp._KV-962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288433804441881	0	0	0.0171673819742489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107319167203262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_sp._KV-962|t__Unclassified_Conexibacter_sp._KV-962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288433804441881	0	0	0.0171673819742489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_woesei_DSM_14684	0	0.0153609831029186	0.0218388294387421	0	0	0.0128452151573539	0	0.0114995400183993	0.0188768286927796	0	0	0	0.00699692135460397	0	0	0	0.0428192172647084	0.0232937339855579	0.00461936437546194	0	0	0	0.00685918101378695	0	0	0	0.00483839752274047	0	0	0	0.00388228899759298	0.00682221312593805	0.00611574038682058	0	0.00657591898467811	0	0	0	0.0515021459227468	0.0551745881611098	0.0228050171037628	0.157374100719424	0	0	0	0.0403388463089956	0	0.0821018062397373	0	0.0214523222138797	0	0	0	0.012531328320802	0.114613180515759	0.125786163522013	0	0	0	0	0	0	0.00563285078578268	0	0.00927213722763097	0	0.0140706345856198	0	0	0	0.0157728706624606	0	0.0279368626903199	0	0	0	0	0	0	0	0	0	0	0	0.0293097552635435	0.0946073793755913	0	0.00948496632836953	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_woesei_DSM_14684|t__Unclassified_Conexibacter_woesei_DSM_14684	0	0.0153609831029186	0	0	0	0	0	0	0.0188768286927796	0	0	0	0	0	0	0	0.0428192172647084	0	0.00461936437546194	0	0	0	0.00685918101378695	0	0	0	0.00483839752274047	0	0	0	0.00388228899759298	0	0.00611574038682058	0	0.00657591898467811	0	0	0	0.0515021459227468	0.0551745881611098	0.0228050171037628	0	0	0	0	0	0	0.0821018062397373	0	0.0214523222138797	0	0	0	0	0	0.125786163522013	0	0	0	0	0	0	0	0	0	0	0.0140706345856198	0	0	0	0	0	0.0279368626903199	0	0	0	0	0	0	0	0	0	0	0	0	0.0946073793755913	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Unclassified_Conexibacter	0.0243605359317905	0.0153609831029186	0.0218388294387421	0.00184009568497562	0.0349101064758248	0	0	0.0114995400183993	0	0.0125897016240715	0	0.0161995788109509	0	0	0	0	0.025691530358825	0	0.00461936437546194	0	0	0	0	0.00812677773262901	0.00412354129726609	0	0.00483839752274047	0	0	0.0768639508070715	0.0155291559903719	0.0272888525037522	0.00611574038682058	0	0	0.0865301413325642	0	0	0.0343347639484979	0.0394104201150784	0	0	0	0	0	0	0	0.0522466039707419	0.0109859928591046	0.0107261611069398	0	0	0	0.025062656641604	0	0.0539083557951483	0.0175284837861525	0	0	0	0	0	0.00563285078578268	0	0.00927213722763097	0.00985027580772262	0.0140706345856198	0.0146929180135175	0	0	0	0.0151929504709815	0.0698421567257997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133226751931788	0.0237124158209238	0.0120627261761158	0.0545752228488266
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Unclassified_Conexibacter|t__	0.0243605359317905	0.0153609831029186	0	0.00184009568497562	0.0349101064758248	0	0	0	0	0	0	0.0161995788109509	0	0	0	0	0.025691530358825	0	0.00461936437546194	0	0	0	0	0.00812677773262901	0	0	0.00483839752274047	0	0	0	0.0155291559903719	0	0.00611574038682058	0	0	0.0865301413325642	0	0	0.0343347639484979	0.0394104201150784	0	0	0	0	0	0	0	0.0522466039707419	0.0109859928591046	0.0107261611069398	0	0	0	0	0	0.0539083557951483	0	0	0	0	0	0	0	0	0	0.00985027580772262	0.0140706345856198	0.0146929180135175	0	0	0	0	0.0698421567257997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Unclassified_Conexibacteraceae	0	0	0	0	0	0	0	0	0	0	0.0347826086956522	0.0161995788109509	0	0	0	0	0.025691530358825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927213722763097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474248316418477	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Unclassified_Conexibacteraceae|s__	0	0	0	0	0	0	0	0	0	0	0.0347826086956522	0.0161995788109509	0	0	0	0	0.025691530358825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927213722763097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474248316418477	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Unclassified_Conexibacteraceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0.0161995788109509	0	0	0	0	0.025691530358825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae	0.219244823386114	0	0.131032976632453	0.0147207654798049	0.0523651597137371	0	0.17921146953405	0.0344986200551978	0.0283152430391694	0.0125897016240715	0.104347826086957	0.113397051676656	0	0	0.0184280844006266	0.0643776824034335	0.25691530358825	0.0698812019566736	0.0508130081300813	0.0202798620969377	0.0141703273345614	0.123114804555248	0.0548734481102956	0	0.0164941651890644	0	0.0628991677956261	0.146229371213704	0.00302196971986341	0.358698437099667	0.0271760229831509	0.0613999181334425	0.0229340264505772	0.0710984713828653	0.0131518379693562	0.14421690222094	0.015015015015015	0.0221647580347248	0.188841201716738	0.307401276897612	0.0228050171037628	1.2589928057554	0.012370113805047	0	0.0366669722247685	0	0.205198358413133	0.567248843110912	0.0219719857182093	0.150166255497158	0.192864030858245	0	3.84615384615385	0.288220551378446	0.687679083094556	0.161725067385445	0.157756354075372	0.0328659070990359	0.118051083923589	0.0919328889910365	0.0285449225718975	0	0.0225314031431307	0	0.166898470097357	0	0.0984944420993387	0.11754334410814	0	0.0277901289461983	0	0.0303859009419629	0.293337058248359	0	0	0.0525072197427146	0.431177446102819	0	0.0796524257784214	0	0	0.08426628144938	0	0	0	0.295648060548723	0.0133226751931788	0.0474248316418477	0	0.145533927596871
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter	0.219244823386114	0	0.131032976632453	0.0147207654798049	0.0523651597137371	0	0.17921146953405	0.0344986200551978	0.0283152430391694	0.0125897016240715	0.104347826086957	0.113397051676656	0	0	0.0184280844006266	0.0643776824034335	0.248351460135309	0.0698812019566736	0.0508130081300813	0.0202798620969377	0.0141703273345614	0.123114804555248	0.0480142670965087	0	0.0164941651890644	0	0.0628991677956261	0.125339461040318	0.00302196971986341	0.358698437099667	0.0271760229831509	0.0613999181334425	0.021405091353872	0.0710984713828653	0.0131518379693562	0.14421690222094	0.015015015015015	0.0221647580347248	0.188841201716738	0.307401276897612	0.0228050171037628	1.2589928057554	0.012370113805047	0	0.0366669722247685	0	0.205198358413133	0.567248843110912	0.0219719857182093	0.150166255497158	0.128576020572163	0	3.84615384615385	0.288220551378446	0.687679083094556	0.161725067385445	0.157756354075372	0.0328659070990359	0.118051083923589	0.0919328889910365	0.0285449225718975	0	0.0225314031431307	0	0.166898470097357	0	0.0984944420993387	0.11754334410814	0	0.0277901289461983	0	0.0303859009419629	0.293337058248359	0	0	0.0472564977684432	0.431177446102819	0	0.0796524257784214	0	0	0.08426628144938	0	0	0	0.295648060548723	0.0133226751931788	0.0474248316418477	0	0.145533927596871
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Actinomyces_sp._c109	0	0	0	0	0	0	0	0.0114995400183993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483839752274047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Actinomyces_sp._c109|t__Unclassified_Actinomyces_sp._c109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483839752274047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_minatonensis	0.00812017864393017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00746380056724884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979527867567832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_minatonensis|t__Unclassified_Patulibacter_minatonensis	0.00812017864393017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00746380056724884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979527867567832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_sp._I11	0	0	0	0	0	0	0.0112007168458781	0.0114995400183993	0.00943841434638981	0	0.0347826086956522	0.0323991576219018	0	0	0.00921404220031328	0.0429184549356223	0.0428192172647084	0	0	0	0	0	0	0	0	0	0.00483839752274047	0	0	0.0256213169356905	0.00776457799518596	0	0.00611574038682058	0.0355492356914326	0.00657591898467811	0.0288433804441881	0	0	0	0.0157641680460314	0	0.179856115107914	0.0061850569025235	0	0	0	0	0.00746380056724884	0	0	0.0321440051430408	0	0	0	0	0	0	0	0	0.0842718149084502	0.00713623064297438	0	0.00563285078578268	0	0	0	0.0281412691712396	0.00489763933783916	0	0	0	0	0.0279368626903199	0	0	0	0	0	0	0	0	0.0120380402070543	0	0	0	0	0	0.0142274494925543	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_sp._I11|t__Unclassified_Patulibacter_sp._I11	0	0	0	0	0	0	0.0112007168458781	0	0.00943841434638981	0	0	0.0323991576219018	0	0	0.00921404220031328	0.0429184549356223	0.0428192172647084	0	0	0	0	0	0	0	0	0	0.00483839752274047	0	0	0	0.00776457799518596	0	0.00611574038682058	0	0.00657591898467811	0.0288433804441881	0	0	0	0.0157641680460314	0	0	0.0061850569025235	0	0	0	0	0.00746380056724884	0	0	0.0321440051430408	0	0	0	0	0	0	0	0	0.0842718149084502	0.00713623064297438	0	0	0	0	0	0.0281412691712396	0.00489763933783916	0	0	0	0	0.0279368626903199	0	0	0	0	0	0	0	0	0.0120380402070543	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_sp._I11|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120380402070543	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Phytoplasma_sp._RYL-GD	0	0	0	0	0	0	0	0	0	0	0	0.0161995788109509	0	0	0	0	0.0171276869058834	0	0	0	0	0	0	0	0	0	0.0193535900909619	0.0417798203467725	0	0.0256213169356905	0	0.0136444262518761	0	0	0	0.0288433804441881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Phytoplasma_sp._RYL-GD|t__Unclassified_Phytoplasma_sp._RYL-GD	0	0	0	0	0	0	0	0	0	0	0	0.0161995788109509	0	0	0	0	0.0171276869058834	0	0	0	0	0	0	0	0	0	0.0193535900909619	0.0417798203467725	0	0	0	0	0	0	0	0.0288433804441881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
