Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	8.36192471543779	1.42811342902376	0	9.15458188341366	7.44651158946598	15.5340527235412	18.8170333362597	13.0379459061658	12.2101455423654	0	15.5751090291962	18.5477248078685	0	0	2.5131407045023	20.1930141731943	19.1860821454728	0	6.66564902969309	0	25.6217443518902	0	13.5626508545401	0	0	0	0	0	0	0	0	33.0738534759748	10.9479164335543	0	15.4563833217063	12.2154819921131	16.3937285678221	13.6341005242071	7.05629680152467	11.4125575692881	12.0666276867418	0	7.63495072073082	4.10884497496619	10.5230596391983	20.2038590675033	5.01461362405596	0	0	0	0	20.2690338341769	0	0	0	50.6902433518518	8.55641923340372	0	3.55905925413083	0	36.1456582210292	0	0	23.7635782570475	10.7344768845035	21.1299238304184	5.25537563568182	25.2832248667479	9.70754276700769	0	18.8188659850608	0	0	28.9281425701161	42.2921851534605	0	7.29269885730758	10.7217900731788	12.7212115504617	5.58229826813668	6.7438511026082	8.17222040955976	6.96266864848206	12.6153353866886	8.76421166158821	38.0575600432749	0	12.3043963821766	16.3611446820859	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6902433518518	8.55641923340372	0	0	0	36.1456582210292	0	0	23.7635782570475	10.7344768845035	21.1299238304184	5.25537563568182	0	9.70754276700769	0	13.3576772883118	0	0	28.9281425701161	42.2921851534605	0	7.29269885730758	10.7217900731788	12.7212115504617	5.58229826813668	0	0	0	0	0	0	0	12.3043963821766	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis	0	1.42811342902376	0	9.15458188341366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66564902969309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3937285678221	0	0	0	0	0	2.902048161757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55905925413083	0	0	0	0	0	0	0	0	0	0	0	5.46118869674897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6153353866886	8.76421166158821	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sp900066445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9754049975821	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus	8.36192471543779	0	0	0	7.44651158946598	15.5340527235412	18.8170333362597	13.0379459061658	12.2101455423654	0	15.5751090291962	18.5477248078685	0	0	2.5131407045023	20.1930141731943	19.1860821454728	0	0	0	25.6217443518902	0	13.5626508545401	0	0	0	0	0	0	0	0	33.0738534759748	10.9479164335543	0	15.4563833217063	12.2154819921131	0	13.6341005242071	7.05629680152467	11.4125575692881	12.0666276867418	0	4.73290255897381	4.10884497496619	10.5230596391983	20.2038590675033	5.01461362405596	0	0	0	0	20.2690338341769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2832248667479	0	0	0	0	0	0	0	0	0	0	0	0	6.7438511026082	8.17222040955976	6.96266864848206	0	0	26.0821550456927	0	0	16.3611446820859	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella	0	0	0	0	0	0	0	0	0	47.2956214023487	0	0	0	0	48.9628356894414	0	0	0	0	0	0	0	0	0	58.7051198833109	0	0	0	19.0441864609905	0	0	0	0	0	0	0	0	10.7221762121324	7.39385110188752	3.36997801768822	0	45.733566904201	45.2043072311184	15.6794606514345	0	0	30.346067032471	19.9216878427274	0	12.1349908576553	2.69475329800703	0	0	11.251710580927	20.7235995626012	0	0	0	18.4220077345646	0	0	7.24017407448904	15.8602709230917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7821240577357	11.8358387488075	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella copri	0	0	0	0	0	0	0	0	0	47.2956214023487	0	0	0	0	48.9628356894414	0	0	0	0	0	0	0	0	0	45.581656161832	0	0	0	19.0441864609905	0	0	0	0	0	0	0	0	10.7221762121324	7.39385110188752	3.36997801768822	0	45.733566904201	45.2043072311184	15.6794606514345	0	0	0	19.9216878427274	0	12.1349908576553	2.69475329800703	0	0	11.251710580927	20.7235995626012	0	0	0	18.4220077345646	0	0	7.24017407448904	15.8602709230917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7821240577357	11.8358387488075	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4226660204055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp003447235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17264062891689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900313215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1234637214789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900552675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35506131138312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39569907176551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69511431094988	1.49567381544709	2.72881956785378	0	0	0	0	2.56954449852022	0	0	0	0	0	0	0	0	0	0	0	0	1.85577796017744	1.8122720929277	2.85653790034133	1.57207273894026	0	0	3.78794519042468	1.1865168366758	3.32109006678237	1.45365081060717	0	0	2.15756688183983	4.62893833754595	0	0	1.57510926393647	2.18172566586038	0	0	0	0	0	0	0	0	0	0	0	2.78163918036963	4.91577463695005	0	0	0	1.55913022601769	0	0	2.94789726453107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49567381544709	2.72881956785378	0	0	0	0	2.56954449852022	0	0	0	0	0	0	0	0	0	0	0	0	1.85577796017744	1.8122720929277	2.85653790034133	1.57207273894026	0	0	3.78794519042468	1.1865168366758	3.32109006678237	1.45365081060717	0	0	2.15756688183983	4.62893833754595	0	0	1.57510926393647	2.18172566586038	0	0	0	0	0	0	0	0	0	0	0	2.78163918036963	4.91577463695005	0	0	0	1.55913022601769	0	0	2.94789726453107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49567381544709	2.72881956785378	0	0	0	0	2.56954449852022	0	0	0	0	0	0	0	0	0	0	0	0	1.85577796017744	1.8122720929277	2.85653790034133	1.57207273894026	0	0	3.78794519042468	1.1865168366758	3.32109006678237	1.45365081060717	0	0	2.15756688183983	4.62893833754595	0	0	1.57510926393647	2.18172566586038	0	0	0	0	0	0	0	0	0	0	0	2.78163918036963	4.91577463695005	0	0	0	1.55913022601769	0	0	2.94789726453107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__CABJAA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69511431094988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88438156735412	0	0	0	3.12892565014699
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88438156735412	0	0	0	3.12892565014699
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas sp900079735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26253709898011	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38012562850189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38012562850189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38012562850189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	0	20.8541313774175	13.9211882083339	14.5875898010585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173	0	20.8541313774175	13.9211882083339	14.5875898010585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173|s__UBA7173 sp001701135	0	17.0536278384455	11.7165427071002	5.19172584439112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173|s__UBA7173 sp900540205	0	3.80050353897202	2.20464550123366	9.39586395666739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0	9.93805077514185	7.74146432099506	4.23508257141325	2.68122074082657	0	0	0	2.99048563987924	1.6953227433132	5.36384659133733	7.00816218681144	4.58376784794917	2.23380867507354	1.58563926258416	0	6.28309026096264	0	0	0	0	9.21164252299035	2.60890978546249	8.14951885650628	0	5.20976297114896	4.0030785360121	10.7675396576569	5.48287219088402	8.41994004471769	5.56557331656911	0	0	0	7.49069044306484	14.3085689097331	0	1.97960557134769	2.78018485046946	2.80722715544814	0	1.71358546594646	2.46551439722201	2.0076621187689	11.3391936674731	6.47807998681985	0	7.3248344035748	1.20424579079283	3.55529319790951	2.26852697299851	4.27623433816877	9.40851777449344	0	6.05039031776249	7.18862330012026	13.8810603246852	18.5182053740118	0	0	11.8629165350438	0	0	3.53992087517322	0	1.95032457924143	2.96769463125224	4.40916288241762	0	1.68514200632234	8.69217722889429	10.3759514380664	0	3.66164885970456	6.40861515828677	17.9755473185583	2.28093294109118	0	0	0	6.17031555104664	4.06744413796902	0	1.49323418833505	5.20865949713973	3.81818459199663	0	3.82254648111799	1.01888080217834	3.87646442547339	0	0	1.32472519677576	1.80119713669226	6.62010543469514	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	9.93805077514185	7.74146432099506	4.23508257141325	2.68122074082657	0	0	0	2.99048563987924	1.6953227433132	5.36384659133733	7.00816218681144	4.58376784794917	2.23380867507354	1.58563926258416	0	6.28309026096264	0	0	0	0	9.21164252299035	2.60890978546249	8.14951885650628	0	5.20976297114896	4.0030785360121	10.7675396576569	5.48287219088402	8.41994004471769	5.56557331656911	0	0	0	7.49069044306484	14.3085689097331	0	1.97960557134769	2.78018485046946	2.80722715544814	0	1.71358546594646	2.46551439722201	2.0076621187689	11.3391936674731	6.47807998681985	0	7.3248344035748	1.20424579079283	3.55529319790951	2.26852697299851	4.27623433816877	9.40851777449344	0	6.05039031776249	7.18862330012026	13.8810603246852	18.5182053740118	0	0	11.8629165350438	0	0	3.53992087517322	0	1.95032457924143	2.96769463125224	4.40916288241762	0	1.68514200632234	8.69217722889429	10.3759514380664	0	3.66164885970456	6.40861515828677	17.9755473185583	2.28093294109118	0	0	0	6.17031555104664	4.06744413796902	0	1.49323418833505	5.20865949713973	3.81818459199663	0	3.82254648111799	1.01888080217834	3.87646442547339	0	0	1.32472519677576	1.80119713669226	6.62010543469514	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes avistercoris	0	3.96472074024551	4.23197859089819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15890774846266	1.98741382087756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	0	0	0	0	2.68122074082657	0	0	0	2.99048563987924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44879288611041	0	0	0	0	0	0	0	2.43175699487635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes merdavium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9332165828301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1188063358875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii	0	3.96209322478368	2.13648874648587	0	0	0	0	0	0	0	0	1.78421926732779	0	2.23380867507354	0	0	0	0	0	0	0	6.10509778551078	0	0	0	0	0	0	0	0	1.85303763873058	0	0	0	0	4.5945437141383	0	0	0	0	0	0	0	0	3.80835755718792	1.98275183994268	0	0	0	0	0	0	3.08417866543757	0	0	0	2.82348098595048	0	0	0	0	0	0	0	0	0	1.06570307605002	0	0	0	2.93228872342562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99733265331513	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes putredinis	0	2.01123681011266	1.372996983611	4.23508257141325	0	0	0	0	0	1.6953227433132	5.36384659133733	5.22394291948364	3.82411261983343	0	1.58563926258416	0	6.28309026096264	0	0	0	0	3.10654473747957	2.60890978546249	8.14951885650628	0	5.20976297114896	4.0030785360121	8.31874677154647	5.48287219088402	8.41994004471769	3.71253567783853	0	0	0	5.11580578282177	7.28226820071846	0	1.97960557134769	2.78018485046946	2.80722715544814	0	0	0	0	7.53083611028522	4.49532814687717	0	3.87840053450548	1.20424579079283	3.55529319790951	2.26852697299851	4.27623433816877	6.32433910905587	0	0	4.24059581199918	11.0575793387347	1.58498879118167	0	0	8.49541920228765	0	0	2.05415723692948	0	1.95032457924143	1.90199155520222	4.40916288241762	0	1.68514200632234	5.75988850546867	10.3759514380664	0	3.66164885970456	6.40861515828677	1.85674098267088	2.28093294109118	0	0	0	2.01140780258398	2.08003031709146	0	1.49323418833505	5.20865949713973	3.81818459199663	0	3.82254648111799	1.01888080217834	3.87646442547339	0	0	1.32472519677576	1.80119713669226	4.62277278138001	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37488466024307	0	0	0	0	0	0	0	0.928161170930915	0	0	0	0	1.19079620415528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp900541585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94802748812108	0	0	0	0	3.36749733275613	0	0	1.48576363824374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp902363575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71358546594646	1.53735322629109	2.0076621187689	0	0	0	2.25563766491404	0	0	0	0	0	0	4.5327927731514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0	0	0	0	3.94723292404005	2.21283388663966	1.71759246947006	0	3.02231152383904	3.38041928792617	2.50194625791974	3.80908621175506	2.18935283385819	0	0	0	0	0	0	0	2.94348068411276	2.69637420347666	2.52943167603751	3.7267799623418	0	0	0	1.71757776977332	0	3.81835665376971	4.08343211223074	2.48749833736513	3.70833612683094	4.19573689483026	2.52599347798782	5.91389677133686	0	0	1.44679867677751	0	0	0	1.19468199414448	1.68150612227171	3.17024030731976	2.03041750997699	0	1.81734533364162	0	0	0	1.76384301251412	0	2.17741357107877	0	0	0	1.29436074502301	1.63508772927414	1.41264020973125	0	0	0	0	0	0	1.31666437601844	2.83591695589728	0	0	0	0	0	0	0	0.939390519201882	0	0	0	0	0	0	0	0	0	3.03308753705766	0	0	1.22472464986216	2.45456096075306	0	0	0	0	2.99040028166761	0
