"study_accession"	"sample_accession"	"experiment_accession"	"run_accession"	"tax_id"	"scientific_name"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_ftp"	"submitted_ftp"	"sra_ftp"	"sample_alias"	"sample_title"
"PRJEB12502"	"SAMEA3914859"	"ERX1418526"	"ERR1346872"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346872/ERR1346872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346872/ERR1346872_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346872/LHM1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346872/LHM1_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346872"	"LHM1_13C_meta"	"LHM1_13C"
"PRJEB12502"	"SAMEA3914860"	"ERX1418527"	"ERR1346873"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346873/ERR1346873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346873/ERR1346873_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346873/LHM2_13C.R1.full.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346873/LHM2_13C.R2.full.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346873"	"LHM2_13C_meta"	"LHM2_13C"
"PRJEB12502"	"SAMEA3914861"	"ERX1418528"	"ERR1346874"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346874/ERR1346874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346874/ERR1346874_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346874/LHM3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346874/LHM3_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346874"	"LHM3_13C_meta"	"LHM3_13C"
"PRJEB12502"	"SAMEA3914862"	"ERX1418529"	"ERR1346875"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346875/ERR1346875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346875/ERR1346875_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346875/LHO3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346875/LHO3_12C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346875"	"LHO3_12C_meta"	"LHO3_12C"
"PRJEB12502"	"SAMEA3914863"	"ERX1418530"	"ERR1346876"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346876/ERR1346876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346876/ERR1346876_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346876/LHO3_13C.R1.full.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346876/LHO3_13C.R2.full.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346876"	"LHO3_13C_meta"	"LHO3_13C"
"PRJEB12502"	"SAMEA3914864"	"ERX1418531"	"ERR1346877"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346877/ERR1346877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346877/ERR1346877_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346877/TXAM1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346877/TXAM1_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346877"	"TXAM1_13C_meta"	"TXAM1_13C"
"PRJEB12502"	"SAMEA3914865"	"ERX1418532"	"ERR1346878"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346878/ERR1346878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346878/ERR1346878_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346878/TXAM2_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346878/TXAM2_12C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346878"	"TXAM2_12C_meta"	"TXAM2_12C"
"PRJEB12502"	"SAMEA3914866"	"ERX1418533"	"ERR1346879"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346879/ERR1346879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346879/ERR1346879_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346879/TXAM2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346879/TXAM2_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346879"	"TXAM2_13C_meta"	"TXAM2_13C"
"PRJEB12502"	"SAMEA3914867"	"ERX1418534"	"ERR1346880"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346880/ERR1346880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346880/ERR1346880_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346880/TXAM3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346880/TXAM3_12C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346880"	"TXAM3_12C_meta"	"TXAM3_12C"
"PRJEB12502"	"SAMEA3914868"	"ERX1418535"	"ERR1346881"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346881/ERR1346881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346881/ERR1346881_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346881/TXAM3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346881/TXAM3_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346881"	"TXAM3_13C_meta"	"TXAM3_13C"
"PRJEB12502"	"SAMEA3914869"	"ERX1418536"	"ERR1346882"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346882/ERR1346882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346882/ERR1346882_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346882/TXAO1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346882/TXAO1_13C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346882"	"TXAO1_13C_meta"	"TXAO1_13C"
"PRJEB12502"	"SAMEA3914870"	"ERX1418537"	"ERR1346883"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346883/ERR1346883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346883/ERR1346883_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346883/BRM2_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346883/BRM2_12C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346883"	"BRM2_12C_meta"	"BRM2_12C"
"PRJEB12502"	"SAMEA3914871"	"ERX1418538"	"ERR1346884"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346884/ERR1346884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346884/ERR1346884_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346884/A8M3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346884/A8M3_12C.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346884"	"A8M3_12C_meta"	"A8M3_12C"
"PRJEB12502"	"SAMEA3914874"	"ERX1418541"	"ERR1346887"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346887/ERR1346887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346887/ERR1346887_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346887/A8_Antibiotic.N705.N517.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346887/A8_Antibiotic.N705.N517.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346887"	"A8_Antibiotic_13C_meta"	"A8_Antibiotic_13C"
"PRJEB12502"	"SAMEA3914875"	"ERX1418542"	"ERR1346888"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346888/ERR1346888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346888/ERR1346888_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346888/A8_Control.N706.N502.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346888/A8_Control.N706.N502.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346888"	"A8_Control_13C_meta"	"A8_Control_13C"
"PRJEB12502"	"SAMEA3914876"	"ERX1418543"	"ERR1346889"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346889/ERR1346889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346889/ERR1346889_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346889/BR_Antibiotic_N701.N503.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346889/BR_Antibiotic_N701.N503.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346889"	"BR_Antibiotic_13C_meta"	"BR_Antibiotic_13C"
"PRJEB12502"	"SAMEA3914877"	"ERX1418544"	"ERR1346890"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346890/ERR1346890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346890/ERR1346890_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346890/BR_Control.N702.N504.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346890/BR_Control.N702.N504.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346890"	"BR_Control_13C_meta"	"BR_Control_13C"
"PRJEB12502"	"SAMEA3914878"	"ERX1418545"	"ERR1346891"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346891/ERR1346891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346891/ERR1346891_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346891/TXA_Antibiotic.N701.N517.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346891/TXA_Antibiotic.N701.N517.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346891"	"TXA_Antibiotic_13C_meta"	"TXA_Antibiotic_13C"
"PRJEB12502"	"SAMEA3914879"	"ERX1418546"	"ERR1346892"	256318	"metagenome"	"ILLUMINA"	"SIP_Lignin_Metagenome"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346892/ERR1346892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346892/ERR1346892_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346892/TXA_Control_N702.N502.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346892/TXA_Control_N702.N502.R2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346892"	"TXA_Control_13C_meta"	"TXA_Control_13C"
"PRJEB9740"	"SAMEA4397278"	"ERX3585440"	"ERR3589553"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAMI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589553/ERR3589553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589553/ERR3589553_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589553/BMI_AAMIOSF_7_1_C7BJ1ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589553/BMI_AAMIOSF_7_2_C7BJ1ACXX.IND12_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3589553"	"TARA_B110000091"	"TARA_20130708T1100Z_173_EVENT_PUMP_DCM_(35m)_SEQ-(100L)_W0.22-3_B110000091"
"PRJEB9740"	"SAMEA4397569"	"ERX3585441"	"ERR3589554"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABAI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589554/ERR3589554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589554/ERR3589554_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589554/BMI_ABAIOSF_1_1_C7C9HACXX.IND15_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589554/BMI_ABAIOSF_1_2_C7C9HACXX.IND15_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/004/ERR3589554"	"TARA_B110000238"	"TARA_20130815T0030Z_188_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000238"
"PRJEB9740"	"SAMEA4397649"	"ERX3585442"	"ERR3589555"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABDI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589555/ERR3589555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589555/ERR3589555_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589555/BMI_ABDIOSF_2_1_C7C9HACXX.IND28_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589555/BMI_ABDIOSF_2_2_C7C9HACXX.IND28_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/005/ERR3589555"	"TARA_B110000259"	"TARA_20130827T0153Z_189_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000259"
"PRJEB9740"	"SAMEA4397842"	"ERX3585443"	"ERR3589556"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABHI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589556/ERR3589556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589556/ERR3589556_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589556/BMI_ABHIOSF_3_1_C7C9HACXX.IND20_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589556/BMI_ABHIOSF_3_2_C7C9HACXX.IND20_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/006/ERR3589556"	"TARA_B110000971"	"TARA_20130911T2000Z_194_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000971"
"PRJEB9740"	"SAMEA4397930"	"ERX3585444"	"ERR3589557"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABII_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589557/ERR3589557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589557/ERR3589557_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589557/BMI_ABIIOSF_4_1_C7C9HACXX.IND24_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589557/BMI_ABIIOSF_4_2_C7C9HACXX.IND24_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/007/ERR3589557"	"TARA_B110000305"	"TARA_20130914T1730Z_196_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000305"
"PRJEB9740"	"SAMEA4398009"	"ERX3585445"	"ERR3589558"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABMI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589558/ERR3589558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589558/ERR3589558_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589558/BMI_ABMIOSF_5_1_C7C9HACXX.IND23_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589558/BMI_ABMIOSF_5_2_C7C9HACXX.IND23_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/008/ERR3589558"	"TARA_B110000902"	"TARA_20130930T1502Z_201_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000902"
"PRJEB9740"	"SAMEA4398094"	"ERX3585446"	"ERR3589559"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABPI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589559/ERR3589559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589559/ERR3589559_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589559/BMI_ABPIOSF_6_1_C7C9HACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589559/BMI_ABPIOSF_6_2_C7C9HACXX.IND22_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/009/ERR3589559"	"TARA_B110000879"	"TARA_20131008T1215Z_205_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000879"
"PRJEB9740"	"SAMEA4398219"	"ERX3585447"	"ERR3589560"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABQI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589560/ERR3589560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589560/ERR3589560_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589560/BMI_ABQIOSF_7_1_C7C9HACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589560/BMI_ABQIOSF_7_2_C7C9HACXX.IND21_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/000/ERR3589560"	"TARA_B110000495"	"TARA_20131012T1802Z_206_Combined-EVENTS_CAST_MES_(411m)_SEQ-(100L)_W0.22-3_B110000495"
"PRJEB9740"	"SAMEA4398176"	"ERX3585448"	"ERR3589561"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABRI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589561/ERR3589561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589561/ERR3589561_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589561/BMI_ABRIOSF_8_1_C7C9HACXX.IND27_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589561/BMI_ABRIOSF_8_2_C7C9HACXX.IND27_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/001/ERR3589561"	"TARA_B110000483"	"TARA_20131012T1109Z_206_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000483"
"PRJEB9740"	"SAMEA4398341"	"ERX3585449"	"ERR3589562"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABTI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589562/ERR3589562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589562/ERR3589562_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589562/BMI_ABTIOSF_1_1_C7ALDACXX.IND46_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589562/BMI_ABTIOSF_1_2_C7ALDACXX.IND46_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/002/ERR3589562"	"TARA_B110000467"	"TARA_20131023T1736Z_209_Combined-EVENTS_CAST_MES_(351m)_SEQ-(100L)_W0.22-3_B110000467"
"PRJEB9740"	"SAMEA4398413"	"ERX3585450"	"ERR3589563"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABXI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589563/ERR3589563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589563/ERR3589563_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589563/BMI_ABXIOSF_2_1_C7ALDACXX.IND47_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589563/BMI_ABXIOSF_2_2_C7ALDACXX.IND47_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3589563"	"TARA_B110000438"	"TARA_20131027T1630Z_210_Combined-EVENTS_CAST_MES_(391m)_SEQ-(100L)_W0.22-3_B110000438"
"PRJEB9740"	"SAMEA4396971"	"ERX3585451"	"ERR3589564"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AADI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589564/ERR3589564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589564/ERR3589564_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589564/BMI_AADIOSF_3_1_C7C8WACXX.IND34_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589564/BMI_AADIOSF_3_2_C7C8WACXX.IND34_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/004/ERR3589564"	"TARA_B110001452"	"TARA_20130603T1527Z_158_EVENT_PUMP_DCM_(25m)_SEQ-(100L)_W0.22-3_B110001452"
"PRJEB9740"	"SAMEA4397157"	"ERX3585452"	"ERR3589565"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAII_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589565/ERR3589565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589565/ERR3589565_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589565/BMI_AAIIOSF_4_1_C7C8WACXX.IND35_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589565/BMI_AAIIOSF_4_2_C7C8WACXX.IND35_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/005/ERR3589565"	"TARA_B110000046"	"TARA_20130701T1234Z_168_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B110000046"
"PRJEB9740"	"SAMEA4397239"	"ERX3585453"	"ERR3589566"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAPI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589566/ERR3589566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589566/ERR3589566_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589566/BMI_AAPIOSF_5_1_C7C8WACXX.IND36_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589566/BMI_AAPIOSF_5_2_C7C8WACXX.IND36_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/006/ERR3589566"	"TARA_B110000090"	"TARA_20130708T0412Z_173_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000090"
"PRJEB9740"	"SAMEA4397355"	"ERX3585454"	"ERR3589567"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AARI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589567/ERR3589567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589567/ERR3589567_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589567/BMI_AARIOSF_6_1_C7C8WACXX.IND37_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589567/BMI_AARIOSF_6_2_C7C8WACXX.IND37_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/007/ERR3589567"	"TARA_B110000116"	"TARA_20130710T1100Z_175_Combined-EVENTS_CAST_ZZZ_(199m)_SEQ-(100L)_W0.22-3_B110000116"
