clade_name	NCBI_tax_id	PSMA265L_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J154_taxonomic_profile	PSM6XBTR_taxonomic_profile	MSMB4LZZ_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BB_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H58_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2JR_taxonomic_profile	HSMA33SG_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33NY_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD5D_taxonomic_profile	CSMAHYLR_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM67UH7_taxonomic_profile
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	0	0	0.8190075651655346	0.5207665837944591	0	0	0	0	1.3162026131479143	0.7591852840035728	0	0.7404855518610637	1.3296703500902272	0.6703371801018004	0.4739885544181047	0.941639761591396	0.5065410332123016	0.7952983773431573	1.924727770146711	1.5540880067512817	0.8538087059291107	1.9641251212978408	0	0	0.08740990722013266	2.9272488467648845	2.1765257134619542	0	0.4662862977719902	0.8505581155200865	0.2328079605861303	0.4023652799490968	0	0	0	0.06225542192343174	0.09638504153831663	0	0.10302313078660216	1.1651074938966977	1.7998924823424456	2.0637244495715708	1.8707074720661765	0	3.4673413488565554	1.8112034745883872	0.7248612253773341	0.5513875845638465	1.2783748003595412	2.4919041317500885	1.6247745398746187	2.9290771399335864	0.07511238021821845	0.9804685467508256	1.2407628303374187	2.7259129633355927	1.5125691988879175	1.5209443319953206	0	0.9104043435909304	0.37396221394494217	0.35508425000511706	0	0	0	0	0	0	0	0	1.9626548974324298	0	0	0	0.17029128206064476	2.4794341951720296	1.4913372201022652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	2|976|200643|171549|2005519|397864	0	0	0.8190075651655346	0.5207665837944591	0	0	0	0	1.3162026131479143	0.7591852840035728	0	0.7404855518610637	1.11658735672509	0.6522542988859812	0.4739885544181047	0.941639761591396	0.5065410332123016	0.7952983773431573	1.924727770146711	1.5540880067512817	0.8538087059291107	1.9641251212978408	0	0	0.08740990722013266	2.9272488467648845	2.1765257134619542	0	0.4521173933623812	0.8505581155200865	0.2328079605861303	0.3528743372416707	0	0	0	0.06225542192343174	0.0880656963815184	0	0.10302313078660216	1.156748547227904	1.6818380318657224	2.0637244495715708	1.8325132966730504	0	3.1907491334187936	1.7590979963690856	0.7248612253773341	0.5513875845638465	1.2130111944522195	2.4209318839408307	1.6247745398746187	2.8606946192808023	0.07511238021821845	0.9804685467508256	1.2407628303374187	2.54753645854398	1.452187701447058	1.464037703282728	0	0.9104043435909304	0.37396221394494217	0.35508425000511706	0	0	0	0	0	0	0	0	1.8441582730716424	0	0	0	0.1581796252164265	2.4794341951720296	1.3528290549453093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	2|976|200643|171549|2005519|397864|487174	0	0	0.8190075651655346	0.5207665837944591	0	0	0	0	1.3162026131479143	0.7591852840035728	0	0.7404855518610637	1.11658735672509	0.6522542988859812	0.4739885544181047	0.941639761591396	0.5065410332123016	0.7952983773431573	1.924727770146711	1.5540880067512817	0.8538087059291107	1.9641251212978408	0	0	0.08740990722013266	2.9272488467648845	2.1765257134619542	0	0.4521173933623812	0.8505581155200865	0.2328079605861303	0.3528743372416707	0	0	0	0.06225542192343174	0.0880656963815184	0	0.10302313078660216	1.156748547227904	1.6818380318657224	2.0637244495715708	1.8325132966730504	0	3.1907491334187936	1.7590979963690856	0.7248612253773341	0.5513875845638465	1.2130111944522195	2.4209318839408307	1.6247745398746187	2.8606946192808023	0.07511238021821845	0.9804685467508256	1.2407628303374187	2.54753645854398	1.452187701447058	1.464037703282728	0	0.9104043435909304	0.37396221394494217	0.35508425000511706	0	0	0	0	0	0	0	0	1.8441582730716424	0	0	0	0.1581796252164265	2.4794341951720296	1.3528290549453093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__SGB1965	2|976|200643|171549|2005519|397864|487174|SGB1965	0	0	0.8190075651655346	0.5207665837944591	0	0	0	0	1.3162026131479143	0.7591852840035728	0	0.7404855518610637	1.11658735672509	0.6522542988859812	0.4739885544181047	0.941639761591396	0.5065410332123016	0.7952983773431573	1.924727770146711	1.5540880067512817	0.8538087059291107	1.9641251212978408	0	0	0.08740990722013266	2.9272488467648845	2.1765257134619542	0	0.4521173933623812	0.8505581155200865	0.2328079605861303	0.3528743372416707	0	0	0	0.06225542192343174	0.0880656963815184	0	0.10302313078660216	1.156748547227904	1.6818380318657224	2.0637244495715708	1.8325132966730504	0	3.1907491334187936	1.7590979963690856	0.7248612253773341	0.5513875845638465	1.2130111944522195	2.4209318839408307	1.6247745398746187	2.8606946192808023	0.07511238021821845	0.9804685467508256	1.2407628303374187	2.54753645854398	1.452187701447058	1.464037703282728	0	0.9104043435909304	0.37396221394494217	0.35508425000511706	0	0	0	0	0	0	0	0	1.8441582730716424	0	0	0	0.1581796252164265	2.4794341951720296	1.3528290549453093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	2|976|200643|171549|2005519|1348911	0	0	0	0	0	0	0	0	0	0	0	0	0.2130829933651371	0.01808288121581936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014168904409608963	0	0	0.04948430586382849	0	0	0	0	0.008324490082683694	0	0	0.008358946668793698	0.11806131929911674	0	0.03819417539312578	0	0.2765922154377617	0.052112466614985364	0	0	0.06536360590732139	0.07097224780925769	0	0.06838926116738811	0	0	0	0.17837650479161285	0.06038149744086	0.05691334494399997	0	0	0	0	0	0	0	0	0	0	0	0	0.11849662436078745	0	0	0	0.0121058783819834	0	0.13850816515695624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	2|976|200643|171549|2005519|1348911|1099853	0	0	0	0	0	0	0	0	0	0	0	0	0.2130829933651371	0.01808288121581936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04948430586382849	0	0	0	0	0	0	0	0.008358946668793698	0.03499665009477542	0	0.03819417539312578	0	0.009693078631573515	0.01979113657685913	0	0	0.0019037306129479966	0.006910980831660613	0	0.00682140077876964	0	0	0	0.017133442736978987	0.011138723482786385	0.014527208533617175	0	0	0	0	0	0	0	0	0	0	0	0	0.11849662436078745	0	0	0	0.0121058783819834	0	0.13850816515695624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus|t__SGB1963	2|976|200643|171549|2005519|1348911|1099853|SGB1963	0	0	0	0	0	0	0	0	0	0	0	0	0.2130829933651371	0.01808288121581936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04948430586382849	0	0	0	0	0	0	0	0.008358946668793698	0.03499665009477542	0	0.03819417539312578	0	0.009693078631573515	0.01979113657685913	0	0	0.0019037306129479966	0.006910980831660613	0	0.00682140077876964	0	0	0	0.017133442736978987	0.011138723482786385	0.014527208533617175	0	0	0	0	0	0	0	0	0	0	0	0	0.11849662436078745	0	0	0	0.0121058783819834	0	0.13850816515695624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	2|976|200643|171549|2005519|1348911|1501392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014168904409608963	0	0	0	0	0	0	0	0.008324490082683694	0	0	0	0.08306466920434133	0	0	0	0.2668991368061881	0.03231434164244232	0	0	0.06345331070605288	0.06406126697759708	0	0.06156786038861847	0	0	0	0.16124306205463385	0.04923609606629737	0.04237942017897568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus|t__SGB1962	2|976|200643|171549|2005519|1348911|1501392|SGB1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014168904409608963	0	0	0	0	0	0	0	0.008324490082683694	0	0	0	0.08306466920434133	0	0	0	0.2668991368061881	0.03231434164244232	0	0	0.06345331070605288	0.06406126697759708	0	0.06156786038861847	0	0	0	0.16124306205463385	0.04923609606629737	0.04237942017897568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	2|976|200643|171549|2005520	10.752786197952497	0	0	0	11.263254728025055	9.515538801534717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas	2|976|200643|171549|2005520|156973	10.752786197952497	0	0	0	11.263254728025055	9.515538801534717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_gadei	2|976|200643|171549|2005520|156973|156974	2.155874744086571	0	0	0	2.4311219842078	3.447465524253108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_gadei|t__SGB1774	2|976|200643|171549|2005520|156973|156974|SGB1774	2.155874744086571	0	0	0	2.4311219842078	3.447465524253108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_mossii	2|976|200643|171549|2005520|156973|163665	8.596911453865927	0	0	0	8.832132743817256	6.068073277281608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_mossii|t__SGB1772	2|976|200643|171549|2005520|156973|163665|SGB1772	8.596911453865927	0	0	0	8.832132743817256	6.068073277281608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0	0.9372849124224788	0.7792465780699827	0.3275087873224388	0	0	0.3551329310518289	0.7100488852288147	0.5782264522867736	0.19991066416456826	0.6257779266781158	0.29992665392231155	0.5090278714662331	0.1935345633230356	0.3074733303152579	0.4311907124112269	0.2533042500260504	0.2194215328047236	0.4806666649050414	0.3080158877855249	0.4360627156744517	0.5006368383006282	0	0	0.2070487013841425	0.7759920908168914	0.7443730505126301	0.1890702118326347	0.19709475162976384	0.32444007054878576	0.5127848261512021	0.881439198199445	0	0	0	0.08896080390490384	0.1678789316427496	0	0.15132876727705366	0.6238395535977203	1.3946250923047925	0.29195166450313154	1.7339362919178491	0	1.4207366369824963	0.8179427960329533	0	0	0.5207097101712	0.5086654832912243	0.2897427344023415	0.8552634549539595	0.06624173608219835	0	0	1.2003596998757635	0.5946328732162551	0.7826693107982173	0.12988152400078018	1.1457832470318394	1.029759125735202	0.8488600391092018	0	0.7459150868842859	0.2401382368162728	0	0	0	0.4990605615577576	0.585183010595829	0.5856703842500453	0.5819121389915946	0.3571354169687901	0.269351124349909	0.006084720733283302	1.1970868844306806	0.6703505610974603	0.6217498978349226	0	0	0	0	0.4108099695988976	0.7472571220331546	0.12178500967631248	0	0.22306649312769453	0.38099716195557576	0.31285293924125995	0.0660861757344816	0	0	0	0	0	0	0.96075433355158	0.2947868265376069	0.4517928921400723	0.4055610810324109
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	2|976|200643|171549|1853231|574697	0	0	0	0	0	0	0	0	0	0	0.19842738769039006	0	0	0	0.10189897957100263	0.1573982519243017	0.13351687596259254	0	0	0	0	0.5006368383006282	0	0	0.11066252809195992	0	0	0.05577046840180737	0.05039073846255536	0	0.2004061989732622	0	0	0	0	0.04073227816557865	0.0349494815399693	0	0.052129806155878436	0.2892795104878446	0.6193754528647868	0.29195166450313154	0	0	0.42284791529672733	0.4277946417911129	0	0	0.02533274632884937	0.15018579037349852	0.2897427344023415	0.40292774145505217	0.02312129374124269	0	0	0.6826644548462151	0.3207658535804324	0.4578723599495226	0	0.8491002422294058	0.8787957473406574	0.6977303443766152	0	0	0	0	0	0	0	0	0.1561269404993018	0	0	0	0	0	0.213573825586798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793773945869585	0.10268902206909147	0.18174038351868366	0.06856755232476815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB1783	2|976|200643|171549|1853231|574697|29939688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04073227816557865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002847449968133337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB1783|t__SGB1783	2|976|200643|171549|1853231|574697|29939688|SGB1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04073227816557865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002847449968133337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis	2|976|200643|171549|1853231|574697|2093856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1329151290977814	0.12236096780650445	0.023180815679230863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis|t__SGB1782	2|976|200643|171549|1853231|574697|2093856|SGB1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1329151290977814	0.12236096780650445	0.023180815679230863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	2|976|200643|171549|1853231|574697|1472416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10189897957100263	0.1573982519243017	0.13351687596259254	0	0	0	0	0	0	0	0.11066252809195992	0	0	0	0	0	0.2004061989732622	0	0	0	0	0	0.0049134042206198545	0	0.052129806155878436	0.1370058548249656	0.6050883022863506	0	0	0	0.30190111821349463	0.4241327224527393	0	0	0	0	0	0.3503719490913497	0.02027384377310936	0	0	0.6808800061014618	0.314021182886419	0.4336737781896415	0	0.7161851131316244	0.756428202755448	0.6745427467150323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis|t__SGB1786	2|976|200643|171549|1853231|574697|1472416|SGB1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10189897957100263	0.1573982519243017	0.13351687596259254	0	0	0	0	0	0	0	0.11066252809195992	0	0	0	0	0	0.2004061989732622	0	0	0	0	0	0.0049134042206198545	0	0.052129806155878436	0.1370058548249656	0.6050883022863506	0	0	0	0.30190111821349463	0.4241327224527393	0	0	0	0	0	0.3503719490913497	0.02027384377310936	0	0	0.6808800061014618	0.314021182886419	0.4336737781896415	0	0.7161851131316244	0.756428202755448	0.6745427467150323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa	2|976|200643|171549|1853231|574697|1472417	0	0	0	0	0	0	0	0	0	0	0.19842738769039006	0	0	0	0	0	0	0	0	0	0	0.5006368383006282	0	0	0	0	0	0.05577046840180737	0.044458612093553104	0	0	0	0	0	0	0	0.005952679249483952	0	0	0	0.014287150578436285	0.29195166450313154	0	0	0.10983803781694368	0.0036619193383736533	0	0	0.020251754968774374	0.06374864320561628	0.2897427344023415	0.05255579236370245	0	0	0	0.0017912857131239003	0.0067446706940133385	0.024191865528473917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793773945869585	0.10268902206909147	0.18174038351868366	0.06856755232476815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa|t__SGB1785	2|976|200643|171549|1853231|574697|1472417|SGB1785	0	0	0	0	0	0	0	0	0	0	0.19842738769039006	0	0	0	0	0	0	0	0	0	0	0.5006368383006282	0	0	0	0	0	0.05577046840180737	0.044458612093553104	0	0	0	0	0	0	0	0.005952679249483952	0	0	0	0.014287150578436285	0.29195166450313154	0	0	0.10983803781694368	0.0036619193383736533	0	0	0.020251754968774374	0.06374864320561628	0.2897427344023415	0.05255579236370245	0	0	0	0.0017912857131239003	0.0067446706940133385	0.024191865528473917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793773945869585	0.10268902206909147	0.18174038351868366	0.06856755232476815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp_Marseille_P3923	2|976|200643|171549|1853231|574697|1987504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1522666840643229	0	0	0	0	0.011101536405907969	0	0	0	0	0.0023812619227473525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp_Marseille_P3923|t__SGB1778	2|976|200643|171549|1853231|574697|1987504|SGB1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1522666840643229	0	0	0	0	0.011101536405907969	0	0	0	0	0.0023812619227473525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	2|976|200643|171549|1853231|574697|544645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005926247155554288	0	0	0	0	0	0	0	0.024078253143980027	0	0	0	0	0	0	0	0	0	0	0	0.005080991360074998	0.0840492336755183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561269404993018	0	0	0	0	0	0.213573825586798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa|t__SGB1784	2|976|200643|171549|1853231|574697|544645|SGB1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005926247155554288	0	0	0	0	0	0	0	0.024078253143980027	0	0	0	0	0	0	0	0	0	0	0	0.005080991360074998	0.0840492336755183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1561269404993018	0	0	0	0	0	0.213573825586798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
