X.mOTUs2_clade	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16327]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016354206	0	0	0	0	0	0	0	0	0.0011645006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022142167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009377594	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16329]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005214491	0	0	0	0	0	0	0	0	0	0	0.0002651034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006725198	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16356]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002395354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16371]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026176619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311074644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16423]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003991261	0.0013840863	0.000526813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17323]	0	0	0	0	0	0	0	0	0	0	0	0.000486723	0.0003049585	0	0	0	0	0	0	0.0002914639	0	0	0	0	0.000275678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002820575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385204	0	0	0	0	0	0	0	0	0	0.0002412023	0	0	0	0	0	0	0	0.0008547932	0.0008595055	0.0005670987	0	0	0	0	0	0	0	0	0	0	0.0001914549	0.0007413637	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17379]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007022592	0.0037177793	0.0159441107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17404]	0	0.0002872519	0.000840871	0.0001733605	0.0003676391	0.0007552682	0	0	0.0003167677	0	0	0.0005534071	0	0	0.0003001904	0	0	0.0005867065	0.000130116	0.000369206	0	0	0	0.0001159295	0	0.0009167629	0.0007899279	0	0	0.0005282034	0	0	0	0	0.0047014579	0.0003883869	0	0	0	0.00029944	0	0	0.0003535077	0.0003181334	0.0005495333	0	0.0003591025	0.0005377802	0.0004322132	0	0.0004543438	0.0009244113	0.0003633626	0	0.0002718822	0.0003525108	0.0003273727	0	0	0.0001641429	0.0001924991	0.0002673026	0.0004570058	0.0008087821	0.0012458843	0	0	0.000651352	0.000917135	0.0005446034	0.0005092906	0.0007455924	0	0.0001585425	0.0003513916	0	0.0008136007	0.0010112974	0	0.0001093378	0.0004611197	0	0.0003588962	0.0010993252	0.0011379349	0.0007580989	0.0003428891	0.0008130416	0.0003719269	0	0.0007724777	0.0002522836	0	0	0	0	0.0001962997	0.0006254656	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17427]	0.0008460781	0.0005631469	0.001415314	0.0007064348	0	0.0006341528	0.0013275025	0.0014679527	0	0	0	0	0	0	0.000182363	0	0	0.0013118215	0.0006683697	0.0008059728	0.0028971409	0.0006321636	0.0010423131	0.0004813403	0	0.0006765506	0.0003432711	0	0	0.0001909872	0	0	0.0042135554	0	0	0	0	0.000732424	0.0015291142	0.0023274516	0.0026170955	0	0.0008795969	0.0006739658	0.0008861396	0	0.0005917465	0.0001983322	0.0007212311	0	0.0003642258	0.0019754921	0.0006453716	0.0012908526	0.0010152866	0.0003073097	0.0005234169	0	0	0.0007216042	0.0005149722	0.0017926997	0.000211813	0.0016865263	0.0052917639	0.0005692206	0.0006910689	0.0005417304	0	0.0020812926	0.0005287635	0.0039195817	0	0.0004234018	0.0005039921	0.0008425452	0.0026104802	0.0007476469	0	0.0004127992	0.0014217714	0	0.0007471178	0.00042222	0.0013840863	0.000657319	0.002000938	0.0006919439	0.0003968666	0	0.0005593635	0.0002522836	0	0.0014547348	0	0	0.0006457831	0.0045614143	0.0008988049	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17448]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289146	0.0003440445	0	0	0.0002926679	0	0	0	0	0	0.0022149841	0.0018994113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17466]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011005823	0	0	0	0	0.0005806704	0	0	0	0	0	0	0	0	0	0	0	0.0004370442	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17472]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002126813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17477]	0.0006187961	0.0002719675	0.0003667704	0.0003913211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004947326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002985297	0	0.0004175584	0	0	0.0003823906	0	0.0002763675	0	0	0	0.0002674448	0	0	0	0	0	0.0003027095	0.0011499431	0.0007414883	0	0	0.0006412709	0	0.0005419338	0.0005958669	0	0	0.0012060913	0.003494269	0.0010276341	0	0	0	0	0	0	0	0.0005058832	0.0036265777	0.0044164097	0	0	0	0	0	0	0	0	0.0005122204	0.001363979	0	0	0	0	0	0	0	0	0	0	0.0006353278	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17482]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003492797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17570]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007574618	0.0002825248	0	0	0	0	0	0	0.0002613367	0.0007303518	0	0	0.0018081004	0.0001311042	0	0	0	0.0005295752	0	0	0	0.0003389057	0	0	0	0	0	0	0	0	0	0	0	0.0006647467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17645]	0	0	0.0001378442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011356726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17729]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008013156	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17741]	0.0002563741	0	0.0008412022	0.0007086212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002195767	0	0	0	0	0.0004348831	0.0013714315	0	0	0	0	0	0	0	0	0.0001779469	0	0	0	0	0	0	0.0002604449	0	0	0	0	0	0	0	0	0.0005458237	0.0009088041	0.0006213051	0	0	0.0005318923	0	0	0	0	0	0	0.000683636	0.0010762687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023709233	0.0025010991	0.000147748	0	0	0.0004897773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17790]	0	0	0	0	0	0	0	0	0.0001543202	8.9936e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010226334	0	0	0	0.00019063	0	0	0	0	0	0	0	0	0.000312461	0.000120115	0	0	0	0	0.0004295764	0	0	0	0	0	0	0	0	0	0	0.00064458	0	0	0	0	0.0012292304	0	0	0	0	0.0002342633	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18009]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016486549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002390779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007282315	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18049]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005778906	0	0	0	0	0	0	0	0	0.0008693694	0.0016799142	0.0009966138	0.0006009777	0	0	0	0	0	0.0006202253	0	0.0011998292	0.0005623344	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18131]	0	0.0006496746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001442462	0	0.0003759487	0.0004798782	0	0	0	0	0	0	0	0	0	0.0002280394	0	0.0004180769	0	0.0003040857	0	0	0	0	0	0	0	0	0	0.0004286178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18142]	0	0	0.0009084162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000611628	0	0	0	0	0	0	0	0	0	0.0001170789	0	0	0	0.0001962022	0	0	0	0.0001656417	0	0	0	0	0	0	0	0	0.001711115	0.0013158945	0	0	0	0.0003686658	0	0	0	0	0	0	0	0	0	0	0	0.0024379181	0.0013786178	0	0.001182281	0	0	0	0	0	0	0.0006861979	0	0	0.0004223063	0	0	0	0	0	0	0	0.0052325773	0.0022581818	0.0117102278	0.0004178986	0	0	0	0	0	0	0	0.0016307642	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18288]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001121655	0	0	0	0	0	0	0	0	0	0	0.0005232715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18294]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016762467	0	0	0	0	0	0.0010628658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18304]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000516644	0.0027062045	0.0015563375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_19986]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001567897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_23670]	0	0	0	0	0	0	0.0003706169	0.0001957826	0	0	0	0	0	0	0	0	0	0	0.0001110372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000337345	0	0	0	0	0	0	0	0	0.0001986529	0	0	0	0	0	0	0	0	0	0	0	0	0.0003195429	0	0	0.0003373326	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_24936]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26181]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003184732	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26315]	0	0	0	0	0	0	0.0006754234	0	0	0	0.0006089375	0.0003389816	0	0	0	0	0	0	0	0	0.0019132029	0	0	0	0	0	0	0.0001712456	0	0.0005185787	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006558908	0.0002188132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007232371	0	0	0	0	0	0.0002572693	0	0.0004960217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006103186	0.0001916996	0.0014643445	0	0	0	0	0	0	0	0.0006635088	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26373]	0	0	0	0	0	0	0	0	0.0001335059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002208381	0	0	0	0	0	0	0	0.0007134401	0	0	0	0	0	0	0	0.0002696593	0	0	0	0	0	0	0	0	0.0003136515	0	0	0	0	0.0001191917	0	0	0	0	0.0003511121	0	0.0003175187	0	0	0	0	0	0.0011661821	0	0.000149425	0.0001843611	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26378]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002001284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003760748	0	0	0	0	0	0	0	0	0	0	0	0.0002238882	0	0	0	0	0.0001854633	0	0	0.0003352963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26440]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004530511	0.0006166697	0.0003969595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001765786	0	0	0	0	0	0	0	0	0	0	0.0004016359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26496]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005824832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001958203	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001603454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011433272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26503]	0.000325044	0	0.0005265344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003488742	0.0002672781	0.0004553138	0	0	0	0.0002250128	0	0	0	0	0	0	0	0	0	0	0.0004964344	0	0	0.0001433126	0.0009907897	0.0001948883	0	0	0.0003686193	0	0.0001539318	0	0	0	0.0006056974	0	0.0002843051	0.0008204665	0.0005036519	0.0006113846	0.000314404	0	0.0002641479	0	0	0	0	0.0006832406	0.0002307956	0.001263537	0.0003290108	0	0.0007137706	0.0002753105	0	0	0.0002885708	0.0004547236	0	0.00023107	0	0.0003884204	0.000193095	0	0	0.0004860914	0.0003958724	0.0005053651	0.0006453159	0	0	0	0.00031709	0.0010794376	0.0016128585	0	0.000658974	0	0	0.0005816829	0	0	0.0003471	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26622]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018281603	0	0	0	0	0	0	0	0	0	0	0	0	0.0005404537	0	0	0	0	0	0.0022385463	0	0.0019471281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26658]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048721103	0	0	0.0054621386	0.0148604299	0	0	0	0	0.0054926022	0.004180214	0.0064065242	0.0019456302	0	0	0	0	0	0.0046097744	0	0.0039580867	0.0012823735	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26660]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007218248	0	0	0	0	0	0	0	0	0	0
