Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005164	reERR5005165	reERR5005166	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005335
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__Geofilum|s__Geofilum sp012838865	0	0	0	0.00111892326085041	0	0	0	0	0.01115114432661	0.0556312423994528	0	0.0231895253013494	0.169379815901032	0	6.59668972164891	0.000204756518270732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46827281577353e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__ML635J-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650533098843045	0	0	0	0.000371221182568376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04476481766746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__ML635J-15|g__Bact-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650533098843045	0	0	0	0.000371221182568376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04476481766746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	1.66229388698318	0.00306039947700451	0.00145420967843884	0.0164347886407758	0.154263279053335	0	0.0120127594173704	0.0118546886037037	0.000181337123107345	0.000967490774733943	0.00285561963958312	0.00398181363254448	0.0265210477969984	0.00836389254951375	0.00382354711029057	0.0761474299553319	0.103649154412929	4.03138380809375	12.3347966576797	42.0189164623336	0.00170457406347838	0.0118992387110785	0.000232579077414117	2.30166613600839e-05	0.00179994743347056	0.000263940272181711	0.00443844637220716	0.000217251146934734	8.38409718795162e-05	0.00316432058089321	0	0.0296487283151045	3.7021996464502	0.00130394762011123	0	0.606093534654703	0	0.00144674244763969	0	0.000765183708613265	5.19341002500967e-05	5.48174438623273e-05	0.0210961321015451	0.000121511294929777	0	0.0159277132022375	8.99022493234086e-05	1.84541645279979e-05	0	0	0.00052068724439885	6.20084449737253e-05	1.72323115424567e-05	0.000474754642942865	0	0.00814084627740033
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor	0	0	0	0	0	0	0	0	0	0	0	3.12806380248931e-05	6.32114262687546e-06	0	0	0	0.00188647613390726	0	10.3073715397978	0.0290637932829462	0	0	0	2.30166613600839e-05	0	0	0	2.96636414374137e-05	0	4.60756523212132e-05	0	1.66472257613942e-05	8.31091384673207e-06	0	0	3.71704636792291e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07804853594897e-05	0	0.000164361256854468
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623205710532586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.705713500378e-06	3.58146609940129e-05	14.7907757118518	7.35899347368909e-06	0	0	0	0	0	0.000606250112784972	0	0	0	0	1.43433934897066e-05	0	0	0	0	0	1.00066145936004e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73455654694791e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6556453547757e-05	0	0	0.000405982935291249	0	0.000581755316413625	14.6179057358058	1.03343487133288e-05	0	0	0	0	0	0.000416544633364803	0	0	1.59286212531999e-05	0	0	0	1.17876553692659e-05	0	0	0	0	0	0	2.35389729084588e-05	0	0	0	0	0	0	0	0	0	0	0	1.72323115424567e-05	1.49209883195054e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	0	2.15020208636412e-05	0	0	0	0	0	0	0	0	0	2.11987673225087e-05	0	0	0	3.49328981236303e-05	0.0897477217389851	6.16680934257406e-06	0.728839323242667	6.1646779674461	0	0	1.17662561029252e-05	0	4.40098140659794e-05	0	0.000262729988046503	1.00514674967569e-05	0	0	0	0	0	2.03902690335883e-05	0	8.39675979092533e-06	0	0	0	0	0	5.48174438623273e-05	1.35942000744532e-05	0	0	0	0	0	0	0	0	0	0	0.000184973843846065	0	0.00124116929078974
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella sp900549445	0	2.15020208636412e-05	0	0	0	0	0	0	0	0	0	2.11987673225087e-05	0	0	0	3.49328981236303e-05	0.0897477217389851	6.16680934257406e-06	0.728823210126678	0.00558189350619303	0	0	1.17662561029252e-05	0	4.40098140659794e-05	0	3.84786275777473e-05	1.00514674967569e-05	0	0	0	0	0	2.03902690335883e-05	0	8.39675979092533e-06	0	0	0	0	0	0	1.35942000744532e-05	0	0	0	0	0	0	0	0	0	0	0.000184973843846065	0	0.00124116929078974
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472429816132383	0	0.662557089198068	0.79471909110397	0	0	0	0	0	0	4.58055458302185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05190|s__HGM05190 sp900759815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472429816132383	0	0.662557089198068	1.14657207895631e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128301195721347	0	1.06824073112758e-05	6.85042391721276e-06	0	0	0.000220812821311192	0	0	2.81357650549032e-05	0	0.000177536038000563	0	0.00310231630731879	0	0.0295785960950059	3.70219133553635	0.00127176969570837	0	0.606047967431232	0	0	0	0.000765183708613265	2.83951273416378e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.74874592978718e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64183992339001e-06	3.7424155797616	0	0	0	0	0	0	0.00014550616556175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__RUG14106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602722946980747	0	0	0	1.59199586666626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__RUG14106|s__RUG14106 sp902795825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602722946980747	0	0	0	1.59199586666626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__SFRY01	1.66228747690638	0.00303434478563236	0.00145420967843884	0.0164347886407758	0.154263279053335	0	0.0120127594173704	0.0118546886037037	0.000181337123107345	0.000967490774733943	0.00285561963958312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus	6.41007680367663e-06	4.55267050851517e-06	0	0	0	0	0	0	0	0	0	0.00392933422719708	0.0265147266543715	0.00812682280180448	0.00382354711029057	0.0761124970572083	0.0110082425928916	3.42864798859016	0.0121871006839784	0.000366008363576796	0.00168688072129137	0.0118833187524119	0	0	0.00175593761940458	0.000235804507126808	0.00293700011571463	0	8.38409718795162e-05	0	0	3.91416008475266e-05	0	0	0	0	0	0.00143673583304609	0	0	0	0	0.0210825379014707	0.000121511294929777	0	0.0159277132022375	8.99022493234086e-05	1.84541645279979e-05	0	0	0.00052068724439885	6.20084449737253e-05	0	0.000149246300650454	0	0.00673531572975612
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160513294161511	0	0	0	0	0	1.87898572429398	0	0	0	0	0	0	2.46098109042812e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3	0.0010347289438907	8.54537514777508e-06	0	0	0.00214130105047206	0	0	0.000173413505339951	0.0118631714400979	2.98848749399968	0.00150808880330794	0.000386402184140514	0.000383435132776639	0	0.289159323211343	0	0.0017456444764231	7.06483536644483	0	8.09022032482249e-05	0	0.477966329780064	8.07358363790477e-05	0	1.88737241291002e-05	9.47287535197477e-05	0	7.61870055984314	0	0.000535641920237109	1.74037101590101e-05	2.90292753034399e-05	0.000302052978704065	1.74888406518204e-05	0	7.47874532727931e-06	0	0	3.52260323821033e-05	0	0	0	0.98974724987203	0.000132067799512087	0	3.18640089106669	1.30822592323633e-05	0	0	0	0	0	0	1.47584219203808e-05	0	9.58635273441148
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__RGIG3770	0	0	0	0	0	0	0	0	0	0	0	1.39403169872792e-05	0	0	0	0	0	0	0	1.02019321005868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.58628269505943
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__UBA10566	0	0	0	0	0	0	0	0	0.00147684930395706	0.00416912478669063	0	5.09104228444189e-05	0.000383435132776639	0	0.288970483003379	0	0.00171458944983995	2.98983714563204e-05	0	3.72577379370122e-05	0	0	8.07358363790477e-05	0	1.88737241291002e-05	9.47287535197477e-05	0	7.61870055984314	0	0.000535641920237109	1.74037101590101e-05	2.90292753034399e-05	0.000302052978704065	1.74888406518204e-05	0	0	0	0	3.52260323821033e-05	0	0	0	0	0	0	0.000155175706621525	2.02047847527502e-06	0	0	0	0	0	0	1.47584219203808e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__UBA1711	0	0	0	0	0	0	0	0	0	0	0	0.000321551444308816	0	0	0	0	3.10550265831582e-05	7.06480546807337	0	3.34425332106258e-05	0	0.477966329780064	0	0	0	0	0	0	0	0	0	0	0	0	0	7.47874532727931e-06	0	0	0	0	0	0	0.98974724987203	0.000132067799512087	0	3.18624571536007	1.10617807570883e-05	0	0	0	0	0	0	0	0	7.00393520505285e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__P3|g__UBA1711|s__UBA1711 sp018064245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171153797224823	0	3.34425332106258e-05	0	0.474597900937279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae	3.83351714180788e-06	2.72270379434233e-06	0	2.11507783577851e-05	0	0	0	0	0	0	6.54650123660164e-05	0.000745159075056255	2.63136257200441e-05	0	2.53235203901876e-05	7.74094146897002e-05	0.000149452844453554	0.00267459854859319	0.000197942898197396	6.68552940940995e-05	0	3.07491304313478	1.04293551000904e-05	9.15277696212218e-05	6.15371274384113e-05	9.03651157840129e-05	0.000819322313010463	8.90940354210308e-06	0	0	8.99275867807675e-05	0	0	0	0	7.44270639561802e-06	0	0	0	0	0	0	0.824194630811865	7.82687088440104e-05	0	1.06245791645339	2.08802320613114e-06	9.42935165285296e-06	0	0	1.66281678626757e-05	0	0	4.09751178588997e-05	0	0.000535174903671643
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__RF16	0	0	0	0	0	0	0	0	0	0	5.44201558212702e-05	0	0	0	0	0	0	1.4857800517576e-05	0	4.48534274577906e-05	0	3.07444007500348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07284039305458e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__UBA1723	3.83351714180788e-06	2.72270379434233e-06	0	2.11507783577851e-05	0	0	0	0	0	0	1.10448565447462e-05	0.000745159075056255	2.63136257200441e-05	0	2.53235203901876e-05	7.74094146897002e-05	0.000149452844453554	0.00265974074807562	0.000197942898197396	2.2001866636309e-05	0	0.000472968131298363	1.04293551000904e-05	9.15277696212218e-05	6.15371274384113e-05	9.03651157840129e-05	0.000819322313010463	8.90940354210308e-06	0	0	8.99275867807675e-05	0	0	0	0	7.44270639561802e-06	0	0	0	0	0	0	0.824194630811865	7.82687088440104e-05	0	1.06245791645339	2.08802320613114e-06	9.42935165285296e-06	0	0	1.66281678626757e-05	0	0	2.02467139283538e-05	0	0.000535174903671643
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__UBA1723|s__UBA1723 sp002371265	3.83351714180788e-06	2.72270379434233e-06	0	2.11507783577851e-05	0	0	0	0	0	0	1.10448565447462e-05	0.000745159075056255	2.63136257200441e-05	0	2.53235203901876e-05	7.74094146897002e-05	0.000149452844453554	0.00265974074807562	0.000197942898197396	2.2001866636309e-05	0	0.000472968131298363	1.04293551000904e-05	9.15277696212218e-05	6.15371274384113e-05	9.03651157840129e-05	0.000819322313010463	8.90940354210308e-06	0	0	8.99275867807675e-05	0	0	0	0	7.44270639561802e-06	0	0	0	0	0	0	0.824194630811865	7.82687088440104e-05	0	1.06245791645339	2.08802320613114e-06	9.42935165285296e-06	0	0	1.66281678626757e-05	0	0	2.02467139283538e-05	0	0.000535174903671643
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.64328708189953e-05	8.6716507190324e-05	0	0.000308682427865427	3.90412218855701e-05	0	0	1.27975907955434e-05	0.00212789638871864	0.00677386558192476	2.7644162931874e-05	5.00811507116241e-06	0.000126236126050417	0.000120224861846752	1.05452826526036	0	0.000282458988584842	0.0190711839426141	0.000169196697808864	6.73751204750401e-05	0	0.63977798374926	0.000498253196917747	2.14187695124471e-05	1.58118534032854e-05	0.000431511438621387	4.60820259701481e-05	0.00132183512532595	0	0.882726296777479	0.000168774846847249	7.55752760314026e-05	0.00046946694163074	0.000412053432965548	6.5884608663742e-05	1.74859404568018	0	0	7.67294798900173e-05	0.00243236823974575	0.000332692107759625	0.000898914011218324	0.00302757213815544	0	0	0.00438678670216787	1.69269770168381e-06	0	0	0	0	4.28086091245886e-06	0	0	0	0.00124383125612611
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	1.64328708189953e-05	8.6716507190324e-05	0	0.000137170406190583	3.90412218855701e-05	0	0	1.27975907955434e-05	0	0	2.7644162931874e-05	5.00811507116241e-06	1.84690725168307e-05	0.000120224861846752	2.29534981654495e-05	0	0.000282458988584842	0.0190711839426141	0.00016050250139179	6.73751204750401e-05	0	0.63977798374926	0.000498253196917747	2.14187695124471e-05	1.58118534032854e-05	0.000431511438621387	4.60820259701481e-05	0.000728195123634368	0	0.000819421022213322	0.000168774846847249	5.53029186913336e-05	0.00046946694163074	0.000161168024369394	6.5884608663742e-05	1.74805680669431	0	0	7.67294798900173e-05	0.00170133974677641	0.000332692107759625	0.000898914011218324	0.00302757213815544	0	0	0.00438678670216787	1.69269770168381e-06	0	0	0	0	4.28086091245886e-06	0	0	0	0.00122425233005038
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__JADFUS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593640001691578	0	0.881906875755266	0	0	0	0.000250885408596154	0	0.000537238985876615	0	0	0	0.000731028492969339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95789260757264e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__SZUA-534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21047930632427e-06	0	0	0	0	0	0	0	0	5.08861229888065e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134905171564379	0	0	0.227019921878485	0	0	0	0	0	0	0	0	0	5.19108868884485e-06
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__SZUA-534|g__RUG13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21047930632427e-06	0	0	0	0	0	0	0	0	5.08861229888065e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134905171564379	0	0	0.227019921878485	0	0	0	0	0	0	0	0	0	5.19108868884485e-06
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0	0	0	0	3.00103160060117e-05	0.000203048145166081	3.26969143448013e-05	0	4.06455837734946e-06	0	0	0.00512336289725093	0.0150714973956578	0.0136872747630716	0.00192635553235061	0.171151936946399	0.191010860827884	0.000445133415232873	0.0267882093167911	0.0124376232839288	0.00441332584014136	6.445777848614e-05	1.3017881470938	0.0359625568772562	0.0249102357245436	1.01090156061222	0.0103246395940782	1.28237002356504	9.06013726253738e-06	1.8394451851061	0.000614736241044378	0.0569296274986181	0.9636939588911	1.83288502035536	0.00209366002682646	0.267574597530298	6.64674070948595e-05	0.000303541852743175	1.83923260967503	0.0469876374685672	0.0862933468215556	6.79791472018202	1.12634826950577	6.65383950378199e-05	0	0.71830478367827	1.38360053706434e-05	9.3371519270259e-05	0	0.00181030564524906	0.000936335349862085	0.000607102354561175	2.62694461721239e-05	0.00565165860787898	0	0.0373414019282278
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0	0	0	0	3.00103160060117e-05	0.000203048145166081	3.26969143448013e-05	0	4.06455837734946e-06	0	0	0.00512336289725093	0.0150628065164611	0.0136872747630716	0.00192635553235061	0.171151936946399	0.191010860827884	0.000445133415232873	0.0267293132303081	0.0124250336385516	0.00441332584014136	6.445777848614e-05	1.3015852432189	0.0359625568772562	0.0248879142612955	1.01090156061222	0.0103116288707575	1.28226806291508	9.06013726253738e-06	1.83901079211082	0.000594153325132395	0.0334006471200641	0.00365414704187924	1.75699690100161	0.00186393826377333	0.266416210302751	6.64674070948595e-05	0.000303541852743175	1.83923260967503	0.0326740467954368	0.0862933468215556	6.79791472018202	1.12634826950577	6.65383950378199e-05	0	0.71830478367827	1.38360053706434e-05	9.3371519270259e-05	0	0.00181030564524906	0.000936335349862085	0.000607102354561175	2.62694461721239e-05	0.00565165860787898	0	0.0373171899206799
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides_B	0	0	0	0	0	0	0	0	0	0	0	0	8.69087919669155e-06	0	0	0	0	0	5.88960864830775e-05	1.25896453772809e-05	0	0	0.000202903874903254	0	2.23214632481173e-05	0	1.30107233207426e-05	0.000101960649950549	0	0.000434392995284356	2.05829159119827e-05	0.0235289803785539	0.960039811849221	0.0758881193537497	0.000229721763053133	0.00115838722754778	0	0	0	0.0143135906731305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42120075479249e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	0	0	0	0	3.00103160060117e-05	0	0	0	0	0	0	2.81016783120163e-05	1.41968584946594e-05	0.00388142093676669	1.32329695406476e-05	5.78850323371375e-05	0.136678468431261	0	0.0138059685333235	0.0122519746198863	0	0	0.806468185728535	3.8770397652393e-05	0.0143663824216624	0.234773998898073	0.00279483217679522	0.109843897805975	0	0.182802360002986	0	0.0144413244617799	0.000251987624691947	0.00268609734487262	0	0.207940609035764	0	0	0	0.000492247505720871	1.06556126281047e-05	0	0	0	0	0	3.90344285937602e-06	4.84760284234107e-05	0	0	3.10854318656411e-05	0	2.62694461721239e-05	0.00454772513037633	0	0.0243239698664349
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides gordonii	0	0	0	0	0	0	0	0	0	0	0	0.00077863644607164	0.0149803901326393	0.00943011911946103	0.00156777404489186	0.171094051914062	5.15214173553814e-05	1.9526601017084e-05	0.010442338848993	0	0.00441332584014136	0	2.98053629516945e-05	0	0	0.000204446711218231	0	1.15980743812633	0	0.374814681307062	0	0.0106310444090882	0.00119131436611088	0.120669743114616	0	0.0514202672996799	5.89844262353807e-05	0.000279730656346044	7.80266653014476e-05	9.40628194286194e-05	0.000276918391388586	6.25444378197582e-05	0	6.65383950378199e-05	0	0	5.96722318044001e-06	2.69475193542894e-05	0	0.00179371294663245	0.000142561617745029	3.77280190722379e-05	0	0.00040318067518473	0	0.00112358882940625
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae	0	0	0	0	0	0	0	0	0	0	0	9.02694778583557e-05	1.89333779659641e-05	9.40941204887921e-05	8.53317578993561e-05	0	0.0526120258039917	0	0.00167605107374171	0.000128387726919799	0	6.445777848614e-05	0.486135450450991	0.0358489681521733	0.00983595592731034	0.772855992779734	0.00742278395932323	0.000881976529640079	9.06013726253738e-06	0.00801040625329017	0.000579562559862828	0.000982080109056785	0.000296403984682033	0.00103299675405401	0.000111212606239433	0.000956000865944809	7.48298085947878e-06	0	9.23883260201147e-06	5.56880548090093e-05	0	9.25705316527448e-05	0	0	0	0	0	1.79479714925589e-05	0	1.65926986166109e-05	0.000186926252172509	0	0	0.000260592199023432	0	0.00247284061779778
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae	0	0	0	0.000344769958339144	0	0	0	0	0.0133938410235985	0.0464559430834411	0	8.01066172388693e-05	0.00255672341149255	0	2.1628223010054	0	1.29173225139802e-05	0	0	0	5.14650304557943e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0160958184890194	0	0	0	0	4.56461899075153e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.93202955090536e-06	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__UBA5261	0	0	0	0.000344769958339144	0	0	0	0	0.0133938410235985	0.0464559430834411	0	8.01066172388693e-05	0.00255672341149255	0	2.1628223010054	0	1.29173225139802e-05	0	0	0	5.14650304557943e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0160958184890194	0	0	0	0	4.56461899075153e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.93202955090536e-06	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402	0	0	0	0.000456037040261987	0	0	0	0	0.00609901985638109	0.0224059058642001	0	0.000445652364448233	0.113375972525788	0	2.00529434873213	0.00038944338653392	4.09476945357871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133313528981642	0	0	0.30912060673645	0	0	0	0	0	4.74405326558693e-06	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402|g__UBA1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09476945357871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133313528981642	0	0	0.30912060673645	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402|g__UBA1757|s__UBA1757 sp017468435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09476945357871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133313528981642	0	0	0.30912060673645	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA1402|g__UBA8389	0	0	0	0.000456037040261987	0	0	0	0	0.00609901985638109	0.0224059058642001	0	0.000445652364448233	0.113375972525788	0	2.00529434873213	0.00038944338653392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74405326558693e-06	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA3663	0	0	0	0	0	0	0	0	0	0	1.62854052838867e-05	0.000334724509994736	0	0	8.63673711104071e-06	0	0	0.0275644910172885	5.23270341226122e-06	1.34225312937459e-05	0	0.542861361602228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255815559631811	0	0	0.00359531598232439	0	0	0	0	0	0	4.28630739200973e-06	0	0	1.72091915886634e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA3663|g__UBA3663	0	0	0	0	0	0	0	0	0	0	1.62854052838867e-05	0.000334724509994736	0	0	8.63673711104071e-06	0	0	0.0275644910172885	5.23270341226122e-06	1.34225312937459e-05	0	0.542861361602228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255815559631811	0	0	0.00359531598232439	0	0	0	0	0	0	4.28630739200973e-06	0	0	1.72091915886634e-05
