#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR3589593_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589553_taxonomic_profile
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales	2|1117||1890424	0.0003700024180903695	0.0015113578102110387	0.3704727836549959	0	0	0.0014854013536124467	0.0010733257665174213	0	0.011527609193844842	0.02534366420420896	0.2401334897921905	0.004978738647244311	0	0	0	0	0	0.005692539514515209	0	0	0	0	0	0	0	0	0	0	0.0019149100455724173	4.2335088832558836e-05	0.0058765856309814755	0.0039174434137624154	0	0	0	0	0.0003509809861059428	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae	2|1117||1890424|1890426	0.0003700024180903695	0.0015113578102110387	0.3704727836549959	0	0	0.0014854013536124467	0.0010733257665174213	0	0.011527609193844842	0.02534366420420896	0.2401334897921905	0.004978738647244311	0	0	0	0	0	0.005692539514515209	0	0	0	0	0	0	0	0	0	0	0.0019149100455724173	4.2335088832558836e-05	0.0058765856309814755	0.0039174434137624154	0	0	0	0	0.0003509809861059428	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Cyanobium	2|1117||1890424|1890426|167375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.407444016158571e-05	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium_usitatum	2|1117||1890424|1890426|167375|2304190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.407444016158571e-05	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus	2|1117||1890424|1890426|1129	0.0003700024180903695	0.0015113578102110387	0.3704727836549959	0	0	0.0014854013536124467	0.0010733257665174213	0	0.011527609193844842	0.02534366420420896	0.2401334897921905	0.004978738647244311	0	0	0	0	0	0.005692539514515209	0	0	0	0	0	0	0	0	0	0	0.0019149100455724173	4.2335088832558836e-05	0.0058765856309814755	0.0039174434137624154	0	0	0	0	0.00027690654594435705	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_BL107	2|1117||1890424|1890426|1129|313625	0	0	0.031946198524425436	0	0	0	0	0	0	0.00023256447585500326	0.016770935309574967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_CC9311	2|1117||1890424|1890426|1129|64471	0	0	6.465961201712751e-05	0	0	0	0	0	0	0	1.051258948452952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_CC9902	2|1117||1890424|1890426|1129|316279	0	0	0.07182239423641933	0	0	0	0	0	0	0.00031861993886669133	0.03527991480190603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_MED_G68	2|1117||1890424|1890426|1129|2267259	0.0003700024180903695	0.0015113578102110387	0.26644011471112705	0	0	0.0014854013536124467	0.0010733257665174213	0	0.011527609193844842	0.024792479789487263	0.1879576069674786	0.004978738647244311	0	0	0	0	0	0.005692539514515209	0	0	0	0	0	0	0	0	0	0	0.0019149100455724173	4.2335088832558836e-05	0.0058765856309814755	0.0039174434137624154	0	0	0	0	0.00027690654594435705	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_WH_8020	2|1117||1890424|1890426|1129|32052	0	0	0.0001995154389152344	0	0	0	0	0	0	0	0.00011452012374636412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes	2|1239	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0.0033990996400443873	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033990996400443873	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029578733101668075	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	2|1239|91061|1385|186820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029578733101668075	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix	2|1239|91061|1385|186820|2755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029578733101668075	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix|s__Brochothrix_thermosphacta	2|1239|91061|1385|186820|2755|2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029578733101668075	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031033123090277066	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	2|1239|91061|186826|81850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031033123090277066	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	2|1239|91061|186826|81850|1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031033123090277066	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum	2|1239|91061|186826|81850|1243|1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001505324321543398	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_garlicum	2|1239|91061|186826|81850|1243|255248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000937478103768636	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	2|1239|91061|186826|81850|1243|1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013439299894741304	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	2|1239|91061|186826|81850|1243|1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005263214403222127	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	2|1239|91061|186826|1300|1301|28037	0	0	0	0	0	0	0	0	0	2.931831993200504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	2|1239|909932|1843489|31977|29465|39778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011311179734532463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae	2|256845	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaerales	2|256845|1313211|278081	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaerales|f__Lentisphaeraceae	2|256845|1313211|278081|566277	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaerales|f__Lentisphaeraceae|g__Lentisphaera	2|256845|1313211|278081|566277|256846	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaerales|f__Lentisphaeraceae|g__Lentisphaera|s__Lentisphaera_araneosa	2|256845|1313211|278081|566277|256846|256847	0	0	0.00024084222457755751	0	0	0	0	0	0.00010888381267714392	0.0036694974400530924	0.0007013239218881343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	2|1224	1.0353412249811556	0.5528575688015309	0.22793057009533	1.5853316195924851	1.975314761362924	4.953929609867367	3.5768510278344503	0.9229214411316048	0.7144960291858162	0.2327943149659069	0.5827227885366639	0.4810758111097196	3.0303971399486045	1.7976123861894375	1.549376766470958	5.6581896065306365	2.467057417568877	2.110241448269386	1.5025523517053574	1.4113371702560342	1.220843548137228	1.4279111704950618	2.53429204538874	0.6630620437248567	2.1578089031931733	1.7060096049239346	0.8387284085190952	1.815286083152084	2.9169668825230106	0.28281687470930833	0.7280955035328279	1.6022368108954752	3.361577838329976	1.7713646358397714	1.5799908455212617	1.4901950697098678	3.045698977084924	4.656346444789008	3.1969993145487097	1.6939186586551995	2.592473980765018
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.7038227278176531	0.5501854753849609	0.1826873299821897	1.3622001063863696	1.951176602929664	4.915491610568932	3.521735883841602	0.8584255620221247	0.5745290970779323	0.21115978987377176	0.3160759888841984	0.4769499258802963	2.444277701539101	1.6612555567839289	1.2865150951801356	2.3084523123925766	2.4366274844489553	2.095928893054737	1.4855406722559508	1.3320837668116134	1.157347088772543	0.7227911249431962	2.4340627346393617	0.6493508837138628	2.110161079182937	0.7723755512378163	0.7941346707274546	1.730329761588388	1.9380592048579768	0.2759826589983792	0.6521898263918711	1.5625865805393553	3.277918957717146	1.730146671813351	1.2438564454653027	1.1995823513872437	2.8547249869167115	3.3612386464347432	2.6567830281868687	1.6595841739308719	1.7575375279094774
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified	2|1224|28211|	0.1359622811212645	0	0.0006377968763340817	0	0.002991695200824829	0	0	0.009595403383757552	0.1954769582469268	0.14875107974335494	0.0005613051768388686	0	0	0	0	0	0	0	0	0.00014824262019770264	0.0014477712064326408	0	0	0.1783058759558952	0	0	0.093317713556641	0	0	0	0.02750568552278829	0.00011373288799811512	0	0.000976574576780517	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified	2|1224|28211||	0.1359622811212645	0	0.0006377968763340817	0	0.002991695200824829	0	0	0.009595403383757552	0.1954769582469268	0.14875107974335494	0.0005613051768388686	0	0	0	0	0	0	0	0	0.00014824262019770264	0.0014477712064326408	0	0	0.1783058759558952	0	0	0.093317713556641	0	0	0	0.02750568552278829	0.00011373288799811512	0	0.000976574576780517	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified	2|1224|28211|||	0.1359622811212645	0	0.0006377968763340817	0	0.002991695200824829	0	0	0.009595403383757552	0.1954769582469268	0.14875107974335494	0.0005613051768388686	0	0	0	0	0	0	0	0	0.00014824262019770264	0.0014477712064326408	0	0	0.1783058759558952	0	0	0.093317713556641	0	0	0	0.02750568552278829	0.00011373288799811512	0	0.000976574576780517	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__Alphaproteobacteria_bacterium_MarineAlpha3_Bin2	2|1224|28211||||2013068	0.011232478366705406	0	0	0	0	0	0	0.0001295372727598295	0.004720738207331188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007123018171048399	0	0	0.0010831210736903275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__Alphaproteobacteria_bacterium_MarineAlpha3_Bin6	2|1224|28211||||2013072	0.12472980275455907	0	0.0005995349958285339	0	0.002991695200824829	0	0	0.009465866110997723	0.1907562200395956	0.14603702918581835	0.0005024794101488418	0	0	0	0	0	0	0	0	0.00014824262019770264	0.0014477712064326408	0	0	0.17118285778484682	0	0	0.09223449080053672	0	0	0	0.02750568552278829	0.00011373288799811512	0	0.000976574576780517	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__Alphaproteobacteria_bacterium_MarineAlpha3_Bin7	2|1224|28211||||2013073	0	0	3.8261880505547934e-05	0	0	0	0	0	0	0.0027140505575365672	5.8713930631680833e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0	0	0	0	0	0	0	0	0.016352389431076426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021325803118894048	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2|1224|28211|204458|76892	0	0	0	0	0	0	0	0	0.016352389431076426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021325803118894048	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter	2|1224|28211|204458|76892|75	0	0	0	0	0	0	0	0	0.016352389431076426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021325803118894048	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_sp_32_67_35	2|1224|28211|204458|76892|75|1970330	0	0	0	0	0	0	0	0	5.1795815751278384e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_sp_FWC26	2|1224|28211|204458|76892|75|69665	0	0	0	0	0	0	0	0	0.01600051568276611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021325803118894048	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_vibrioides	2|1224|28211|204458|76892|75|155892	0	0	0	0	0	0	0	0	0.000300190532158496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	2|1224|28211|1921002	0	0	0	0	0	0	0	0	0.000396350590096739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae	2|1224|28211|1921002|44746	0	0	0	0	0	0	0	0	0.000396350590096739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|g__Holospora	2|1224|28211|1921002|44746|44747	0	0	0	0	0	0	0	0	0.000396350590096739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|g__Holospora|s__Holospora_obtusa	2|1224|28211|1921002|44746|44747|49893	0	0	0	0	0	0	0	0	0.000396350590096739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	2|1224|28211|54526	0.5454545068775989	0.4069360255928095	0.13707679558977776	1.3617165877445803	1.9436532339984705	4.804644700694139	3.3622713267430084	0.8417242261147395	0.2942968439235973	0.05251464431494058	0.19113397469662335	0.4713283132457915	2.418522601050245	1.6587300146086097	1.2608891888470624	2.299970897600029	2.42733307574644	2.071586877233924	1.4847533617746091	1.3246324090084989	1.1452520815575595	0.6619036303013723	2.430839585306817	0.4606100049071911	2.1094445614724187	0.7696738981480595	0.6921763923606455	1.7154455140522846	1.7814789076926252	0.2704823209340678	0.6105134958109515	1.5429163139156383	3.2777945784788702	1.7272355403762278	1.2331496641758446	1.191221299527945	2.854586145819445	3.3497057633595437	2.6542014986294538	1.6477825014665637	1.7533765470918352
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae	2|1224|28211|54526|1655514	0.5454545068775989	0.4069360255928095	0.13707679558977776	1.3617165877445803	1.9436532339984705	4.804644700694139	3.3622713267430084	0.8417242261147395	0.2942968439235973	0.05251464431494058	0.19113397469662335	0.4713283132457915	2.418522601050245	1.6587300146086097	1.2608891888470624	2.299970897600029	2.42733307574644	2.071586877233924	1.4847533617746091	1.3246324090084989	1.1452520815575595	0.6619036303013723	2.430839585306817	0.4606100049071911	2.1094445614724187	0.7696738981480595	0.6921763923606455	1.7154455140522846	1.7814789076926252	0.2704823209340678	0.6105134958109515	1.5429163139156383	3.2777945784788702	1.7272355403762278	1.2331496641758446	1.191221299527945	2.854586145819445	3.3497057633595437	2.6542014986294538	1.6477825014665637	1.7533765470918352
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter	2|1224|28211|54526|1655514|198251	0.5454545068775989	0.4069360255928095	0.13707679558977776	1.3617165877445803	1.9436532339984705	4.804644700694139	3.3622713267430084	0.8417242261147395	0.2942968439235973	0.05251464431494058	0.19113397469662335	0.4713283132457915	2.418522601050245	1.6587300146086097	1.2608891888470624	2.299970897600029	2.42733307574644	2.071586877233924	1.4847533617746091	1.3246324090084989	1.1452520815575595	0.6619036303013723	2.430839585306817	0.4606100049071911	2.1094445614724187	0.7696738981480595	0.6921763923606455	1.7154455140522846	1.7814789076926252	0.2704823209340678	0.6105134958109515	1.5429163139156383	3.2777945784788702	1.7272355403762278	1.2331496641758446	1.191221299527945	2.854586145819445	3.3497057633595437	2.6542014986294538	1.6477825014665637	1.7533765470918352
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_sp_IMCC9063	2|1224|28211|54526|1655514|198251|1002672	0.01636939623571377	0.004657618392873178	8.631168393111974e-05	0.17014885438596372	0.08996241498271927	0.03808504803471857	0.026947719101953267	0.016534339371333872	0.0030094494947487337	0.0007197441076265463	0.0002392173288022196	0.02141218614470745	0.6940293563229084	0.2488172913982575	0.0729387815904297	0.4291679323071896	0.10501607192743843	0.17177866479246148	0.16642915268054992	0.15820512291681266	0.10722327056308242	0.17328371354724695	0.20464815905706335	0.01590504073006131	0.19231098684532466	0.188943279311423	0.030010852708616625	0.10605260624220107	0.0145622143538586	0.0057732597029781394	0.0064526630850095575	0.11381675577523605	0.4009288300124498	0.10083213966337372	0.24837441413736405	0.2251163834013168	0.4412823825544443	0.8242684035641169	0.5032670066575039	0.09465057576995843	0.08620740106816675
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_ubique	2|1224|28211|54526|1655514|198251|198252	0.5290852635354463	0.4022784071999364	0.13699048390584664	1.1915679071611474	1.8536908190157508	4.766559134375627	3.3353236076410564	0.8251898867434055	0.2912873944288485	0.05179490020731403	0.19089464553176286	0.4499158262709543	1.7244928892295937	1.4099124527517768	1.1879504072566327	1.87080296529284	2.322317003819001	1.8998082124414617	1.3183242090940588	1.1664274436290083	1.038028810994477	0.4886199167541254	2.226191719183439	0.4447048849127061	1.9171335746270939	0.580731040442924	0.662165539652029	1.6093929078100837	1.7669166933387668	0.26470927613001777	0.6040608327259419	1.4290995581404022	2.8768657484664204	1.626403400712854	0.9847752500384804	0.9661050947128954	2.4133037632650005	2.525437359795427	2.1509340685621487	1.5531319256966047	1.6671691460236684
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	2|1224|28211|356	7.935175825987677e-05	0	0	0	0	0	0	0	0.004722877599720914	0.0014408096043204506	0	0	0	0	0	0	0	0	0	0.0007380623545443537	0.0017652958398738574	0.00019179836628409208	0	0.0012961318562826425	0	0	0	0	0	0	0.00014128953065479111	0.0006257354395435866	0	3.3542797043491745e-05	0	0	0	0	0	0	0
