study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp
PRJEB41174	SAMEA7573970	ERX4706913	ERR4837135	410658	soil metagenome	3456838917;3424596376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837135/ERR4837135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837135/ERR4837135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837135/SW8_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837135/SW8_R2.fastq.gz		
PRJEB41174	SAMEA7573971	ERX4706914	ERR4837136	410658	soil metagenome	3117137025;3084873438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837136/ERR4837136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837136/ERR4837136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837136/SW9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837136/SW9_R2.fastq.gz		
PRJEB41174	SAMEA7573972	ERX4706915	ERR4837137	410658	soil metagenome	3477337937;3446346911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837137/ERR4837137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837137/ERR4837137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837137/SW10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837137/SW10_R2.fastq.gz		
PRJEB41174	SAMEA7573973	ERX4706916	ERR4837138	410658	soil metagenome	2826062082;2800789428	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837138/ERR4837138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837138/ERR4837138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837138/SW11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837138/SW11_R2.fastq.gz		
PRJEB41174	SAMEA7573974	ERX4706917	ERR4837139	410658	soil metagenome	2671424747;2631589107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837139/ERR4837139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837139/ERR4837139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837139/SW12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837139/SW12_R2.fastq.gz		
PRJEB41174	SAMEA7573975	ERX4706918	ERR4837140	410658	soil metagenome	2702454402;2670968343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837140/ERR4837140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837140/ERR4837140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837140/SW13_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837140/SW13_R2.fastq.gz		
PRJEB41174	SAMEA7573976	ERX4706919	ERR4837141	410658	soil metagenome	2784294055;2753889160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837141/ERR4837141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837141/ERR4837141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837141/SW14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837141/SW14_R2.fastq.gz		
PRJEB41174	SAMEA7573977	ERX4706920	ERR4837142	410658	soil metagenome	2784294888;2752713060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837142/ERR4837142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837142/ERR4837142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837142/SW15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837142/SW15_R2.fastq.gz		
PRJEB41174	SAMEA7573978	ERX4706921	ERR4837143	410658	soil metagenome	3003102261;2968233758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837143/ERR4837143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837143/ERR4837143_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837143/SW16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837143/SW16_R2.fastq.gz		
PRJEB41174	SAMEA7573979	ERX4706922	ERR4837144	410658	soil metagenome	2973671431;2947282249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837144/ERR4837144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837144/ERR4837144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837144/SW17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837144/SW17_R2.fastq.gz		
PRJEB41174	SAMEA7573980	ERX4706923	ERR4837145	410658	soil metagenome	3561724320;3522786904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837145/ERR4837145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837145/ERR4837145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837145/SW18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837145/SW18_R2.fastq.gz		
PRJEB41174	SAMEA7573981	ERX4706924	ERR4837146	410658	soil metagenome	2983850792;2958413267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837146/ERR4837146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837146/ERR4837146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837146/SW19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837146/SW19_R2.fastq.gz		
