Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	6.48093453487299e-05	0	8.36397985778831e-05	0.000254644585455424	4.91654198991149e-05	0.000616063159231675	0.00874648428981739	0	0.000148197221096192	0.00290868188394892	6.52285177016965e-06	0	1.15685481302463e-05	5.39557020707646	3.78619995623236	0.18455550150749	1.93225100591422	0.0543660462340556	3.59039544495621e-05	0	0	0	1.07788457474541e-05	0.000381731407617315	7.70017549467707e-05	5.03786397949907e-05	0	0	0	2.74600446055993e-05	0	0	0	0	0	0	0	0.000424773441777691	0	0	2.78993104003173e-05	0.00084081859715418	0	0	0	2.80742568342477	0	9.71812398003144e-05	0.000170652005448088	0.000220443914426554
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210118926521809	0.000507763810149001	0	0	5.11130966457567e-05	0	0	0	0.000399378732183792	0.0388397956703212	0.177708168655341	1.56510111752293	0.0498916360276698	0	0	0	0	0	0	0	0	0	0	0	2.74600446055993e-05	0	0	0	0	0	0	0	0	0	0	0	0.000552417666360664	0	0	0	0.00311583062294735	0	3.17638635518242e-05	5.46130257673103e-05	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900540845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254644585455424	4.91654198991149e-05	7.21229899650997e-05	0.00815673112452397	0	6.85023937859956e-05	0.00102108930450925	6.52285177016965e-06	0	1.15685481302463e-05	0.000904768389428273	0.00739570966554013	0.00190745055609088	0.0114706817141974	0.00138024204220606	1.4119665273838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42746246620526e-06	0	0	0	3.55530923014019e-05	0	0	0	2.80062819414807	0	6.54173762484903e-05	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900555585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23098088424364e-05	0	0	0	1.78649511568053e-05	1.30746530145414	0.000184131406487501	0.000757790944964038	0.000814235462339294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00301709953418463	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae	0	0	0	0	0	0	0	0	0	0	0	0	3.5836190494285e-05	0	3.90873089384894e-05	0	2.04092367740487e-05	0	0.00384616276962913	7.93880734677658e-06	0	0.0120648920688531	9.12034034447019e-06	0	0	0.243630871205814	0.0255802815570065	0.0835878669642955	1.21030979464611	1.76848247982892	0.000196821675879552	0	0.00244664692861238	0	0.00359996746938705	0.00151155500559924	2.1442318876538	0.100984071396414	0.000996322550835849	1.34911427052319e-05	0	3.39798593831612e-05	5.89829312076987e-05	0	2.28870075969696e-05	3.61494671343125e-05	0	0	3.30262420617217e-05	0	2.15665617926307e-05	0	0	0.000135238585458556	0.00042898088491492	0	0	0.0104972984633657	0	0	0.000517666662746519	0.00102076647419819
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90873089384894e-05	0	1.1816266658022e-05	0	7.18081982813596e-06	0	0	0	0	0	0	5.93043457364083e-05	3.61364623741558e-05	0	0	4.0953475467623e-05	0.000196821675879552	0	0.00244664692861238	0	0.00359996746938705	0.00151155500559924	2.14422191852684	0.100938415068242	0.000996322550835849	1.34911427052319e-05	0	3.39798593831612e-05	5.89829312076987e-05	0	2.28870075969696e-05	3.61494671343125e-05	0	0	0	0	2.15665617926307e-05	0	0	0	0.00042898088491492	0	0	6.04803075830942e-06	0	0	7.20850661471982e-05	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90873089384894e-05	0	1.1816266658022e-05	0	7.18081982813596e-06	0	0	0	0	0	0	5.93043457364083e-05	3.61364623741558e-05	0	0	4.0953475467623e-05	0.000196821675879552	0	0.00244664692861238	0	0.00359996746938705	0.00151155500559924	2.14422191852684	0.100938415068242	0.000996322550835849	1.34911427052319e-05	0	3.39798593831612e-05	5.89829312076987e-05	0	2.28870075969696e-05	3.61494671343125e-05	0	0	0	0	2.15665617926307e-05	0	0	0	0.00042898088491492	0	0	6.04803075830942e-06	0	0	7.20850661471982e-05	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A	0	0	0	0	0	0	0	0	0	0	0	0	3.5836190494285e-05	0	0	0	8.59297011602665e-06	0	0.00383898194980099	7.93880734677658e-06	0	0.0120648920688531	9.12034034447019e-06	0	0	0.243571566860077	0.0255441450946324	0.0835878669642955	1.21030979464611	1.76844152635345	0	0	0	0	0	0	9.96912696100358e-06	4.56563281720366e-05	0	0	0	0	0	0	0	0	0	0	3.30262420617217e-05	0	0	0	0	0.000135238585458556	0	0	0	0.0104912504326074	0	0	0.000445581596599321	0.00102076647419819
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A isoflavoniconvertens	0	0	0	0	0	0	0	0	0	0	0	0	3.5836190494285e-05	0	0	0	8.59297011602665e-06	0	0.000156660065258056	0	0	0.0119367578249803	9.12034034447019e-06	0	0	0	0	2.11668523274456e-05	1.15053541475162e-05	1.76831189099648	0	0	0	0	0	0	9.96912696100358e-06	4.56563281720366e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000445581596599321	0.00102076647419819
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A piriformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368232188454294	7.93880734677658e-06	0	0.000128134243872786	0	0	0	0.243571566860077	0.0255441450946324	0.0835667001119681	1.21029828929196	0.000129635356968091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30262420617217e-05	0	0	0	0	0.000135238585458556	0	0	0	0.0104912504326074	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01	0	0	0	0	0	0	0	0	0	0	0	0	9.4993660891531e-06	0	0	0	3.41670394367004e-05	0	0	2.90074542321016e-05	2.11578155251497e-05	0	0	0	1.07192695191743e-05	0	0	0	0	0.000126312564590815	0	0	0	0	0	0	0	0	2.24630980248371e-05	0	0	0	0	0	0	0.00202085756543654	0	0	0.00285595004339204	0	0	0	0.813435659352485	0	0	0	0	0	0	0	3.47393042874559e-05	3.29978264314682e-05
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__W2P13-069	0	0	0	0	0	0	0	0	0	0	0	0	9.4993660891531e-06	0	0	0	3.41670394367004e-05	0	0	2.90074542321016e-05	2.11578155251497e-05	0	0	0	1.07192695191743e-05	0	0	0	0	0.000126312564590815	0	0	0	0	0	0	0	0	2.24630980248371e-05	0	0	0	0	0	0	0.00202085756543654	0	0	0.00285595004339204	0	0	0	0.813435659352485	0	0	0	0	0	0	0	3.47393042874559e-05	3.29978264314682e-05
k__Bacteria|p__Bacteroidota	5.65194491404751	0.128826294709506	0.0500088127836221	0.301638257978151	1.92352735886597	0.00610196029794486	0.042578495594239	0.0297370253066659	0.177424570396981	0.151723015847418	10.4865267581942	14.9691901113995	0.811662889041624	3.28275021246939	10.1027717493351	0.250380002438021	15.4878602618634	0.0403340965001354	13.5335953923919	27.0226801518783	14.3170315472573	7.73255181739224	25.0031752351693	0.000189383874338815	19.9077548712119	4.42233722216983	0.116899351835182	0.297493363705409	22.3507921094886	1.43260587249798	13.8783012231104	5.93088014018998	1.77334818174136	0.270558896839317	0.0614431347441788	8.56102371752851	30.3218587232944	15.1784864654199	17.6310571318909	0.000251980093322237	11.2257114527282	24.9616913528789	13.4390018097152	7.01522278033307	28.1228232122433	6.27384959633955	0.000557732352856749	0.000290388919151751	11.2328007630516	0.00134800284508076	0.0011784197174864	8.89445138549608e-05	1.96941811157637	0.00105722163766345	0.0190258958924719	0.00629628445194463	0.000869844114309803	0.0137180333080279	3.6361466340026e-05	0.00173030683489588	5.38227999921534	21.6691667757609
k__Bacteria|p__Bacteroidota|c__Bacteroidia	5.65194491404751	0.128826294709506	0.0500088127836221	0.301638257978151	1.92352735886597	0.00610196029794486	0.042578495594239	0.0297370253066659	0.177424570396981	0.151723015847418	10.4865267581942	14.9691901113995	0.811555970316283	3.28275021246939	10.1027717493351	0.250380002438021	15.4878602618634	0.0403340965001354	13.5335953923919	27.0226801518783	14.3170315472573	7.73255181739224	25.0031752351693	0.000189383874338815	19.9077548712119	4.42233722216983	0.116899351835182	0.297493363705409	22.3507921094886	1.43260587249798	13.8775736104511	2.94302889774955	1.77334818174136	0.206363190012599	0.0614431347441788	8.56102371752851	30.3218587232944	15.1784864654199	17.6310571318909	0.000251980093322237	11.2257114527282	24.9616913528789	13.4388136128466	7.01522278033307	28.1228232122433	6.27384959633955	0.000557732352856749	0.000290388919151751	11.2328007630516	0.00134800284508076	0.0011784197174864	8.89445138549608e-05	1.96941811157637	0.00105722163766345	0.0190258958924719	0.00629628445194463	0.000869844114309803	0.0137180333080279	3.6361466340026e-05	0.00173030683489588	5.38227999921534	21.6691667757609
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	5.65194491404751	0.128826294709506	0.0500088127836221	0.300929184944489	1.92352735886597	0.00610196029794486	0.042578495594239	0.0297370253066659	0.172864496920164	0.151723015847418	10.4742813537653	14.9691901113995	0.804591710980909	2.18557768015691	8.87447678809391	0.0321111367555152	13.6261235102789	0.0231002521421524	13.5334350525838	27.0225047262075	14.3163040103167	7.73234115579389	25.0031631869185	0.000167247104162772	19.9077548712119	4.42227240693001	0.116895662751215	0.254495260317431	22.3507534232777	1.43260587249798	13.8775170503182	2.94302889774955	1.77322593661228	0.206343032938981	0.0614091113363023	8.56027576980314	30.3217456066541	15.1750030840011	17.6306808754722	0.000225043988035395	0.924266205145956	24.9607380201756	13.4060748057395	1.91273762641829	23.7434434191042	6.27382325721996	0.000198815762874696	5.96079108758815e-05	11.2326180556073	0.000151419444047063	0.00113447012803575	0	1.96940730937868	0.00105722163766345	0.0188604214665562	0.00592919332802116	0.000306160578814917	0.0136782917800095	1.726553641073e-05	0.00127847413237432	5.38227999921534	21.6691667757609
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2.2841172369501	0.121102419203704	0.0233126216680574	0.1363257402081	0.308042234377429	0.00162326786875814	0.0250687215202025	0.0150250494297102	0.0993297438253754	0.11678556895037	6.19772926976709	14.2473612833884	0.768610692100712	0.00298586817132775	4.1273332983962	0.0252865809064686	0.988591453959715	0.0152016351027336	13.4333579550979	6.77523512075274	3.8409045457505	6.92929385881306	0.299266160251085	0.00012192067357964	2.17324434295239	3.44806343617138	0.0972006795032318	0.239447788798052	21.4405379001095	1.42517107899501	0.0272924326641633	0.000185053772615808	0.0182296996230309	0.00141312068238529	0.00265754565174361	5.72547349102214	1.28654037978676	0.0174412143948012	13.7583506806065	0.000225043988035395	0.000637545135643808	8.88829303197634	13.3677128430555	1.83037967532177	16.0289153658926	1.36471169593242	0.000116155657243634	5.96079108758815e-05	4.29002585927363	1.73745548199428e-05	0.000599344363447859	0	0.101082293761293	0.000866214488270008	0.0180881282755721	0.0057067094183704	0.000289324435385745	0.00998994610858817	1.726553641073e-05	0.000954038095299959	1.69411117537277	0.549449753899254
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella	1.63393249055733	0.10826850898085	0.008399730071978	0.0881942625696703	0.16428930870263	0.00032921503189858	0.0135517099046797	0.00706623513568348	0.000232760263783967	8.8660244624714e-05	0.00116621085464457	0.00314643286697415	8.28998015909221e-06	0	0	0	9.49307910006906e-06	0	5.13892387071385	4.35778679052326e-05	1.14503388109293	0.000822655010781296	0.00013336037762238	0	0.701020255840389	0.000144425872380555	0.00105622963697132	0	0.000350176771845305	0.000224349440459109	8.72412192706726e-05	0	0	0	0	0	0	0	1.87236561813426e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65560854992997e-05	2.74590000989977e-05	0	0	0	9.71786369585755e-06	0	0	0.000306761142924674	0.000256586913409423
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella sp000437675	0	9.37950032677149e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.49307910006906e-06	0	5.13199065485734	0	6.17248262243724e-05	0.000186993782772243	5.037845537722e-06	0	0	0.000111170643809045	0.00087095096694091	0	0.00020336854060362	0.000210570512417038	8.72412192706726e-05	0	0	0	0	0	0	0	1.87236561813426e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74590000989977e-05	0	0	0	9.71786369585755e-06	0	0	0.000246128014233589	5.50093274001026e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0028226786485794	0.00157007808972469	0.00494145771848731	0.00666834077583227	0.00579557917104949	0.000280037892197838	0.000666050160791764	0.000343868231777032	0.00131680594866441	0.000979605999974223	0.00243208327735297	0.83771592059379	0.00230648414898606	0	4.12334703852926	0.000882108166984954	0.106737671698903	0.00183177160953245	7.7355201506892	4.34874245483014e-05	0.00520286225614809	0.116306136721905	0.00105190153633447	0	0.000123871291713747	1.8118696019987	0.0173960445560078	0.0143773559028491	1.03623293206399	0.00776410134916786	0.0231946259197051	0.000133227949755899	0.0111422132105636	0.000966499569479966	0.00111245210147626	5.72372903583253	1.28389421167995	0.0171957263180186	4.65820626327289	1.492354284738e-05	0.000637545135643808	3.87734598407047	1.03549240404846	1.58688366141111	15.6100941297396	0.00033197694667922	0	0	0.000289540300082092	0	0.000167716988725687	0	0.0058613923330066	0.000122790528852928	0.015914280983611	0.00531972123213216	4.13358763669428e-06	0.00388849847274092	8.65191498082908e-06	0.000631778261345523	1.68287876818326	0.534812203501051
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	0	0.000670027366964975	7.16989428737162e-05	0	1.71521000556338e-05	0.00030823224709729	6.61242667910078e-06	0.000262379064386119	0.00247741783190779	0	0.000853925603160249	0.0982595451426888	0.000390950852030665	0	2.48943021991859e-05	0.00083316440569918	7.92515659961568e-05	0.000831166946165801	0.00241458882184642	0.00384476637725739	0.0199389424379931	0	0.00378856323921858	4.40225101773361e-05	5.79178554135345e-05	0.00202581311692889	0.00599425922661756	0	0.00068168560510155	0	2.89323364324089e-05	7.60610217220403e-06	5.5327431897766e-05	8.59709617265891e-06	0.000102461235189706	0	0	0	0	0	0.000127743922412697	0	0.00411741142836174	0	0.0126591383383946	0.00496380217535718	0	9.93434134771931e-05	0	0.00060484100646224	0.0323130154539266	0.438203575803499
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides heparinolyticus	0	4.18873832096593e-05	0	0	3.67964866983565e-05	0	0	0	8.597605629332e-06	0	0	1.28455408888333e-05	9.32232995155175e-05	0	4.24964033123992e-06	0.000199614752699486	2.3124331782612e-05	0.000113073779126956	0.00100243323621307	3.27205208533783e-05	0.00106681457854855	0.00216858047217061	5.93135185331427e-05	0	5.4411199122444e-05	0.000689900882267811	1.47330718176848e-05	0.000151897596726733	0.000815326800718367	0.000379355829303456	0.00052242576678694	6.75464884323314e-05	0.000804041461885079	3.83502723755942e-05	9.20069714389631e-05	0.000145152119444677	0.000290633133064447	0	0.000437088463895974	0	0	1.32996582599847e-05	0.000211619992627567	5.51190269731369e-05	1.49298920575782e-05	0.000275116313609592	0	0	0.000217793085512384	0	0	0	0.000235310200327352	0	1.64610173785496e-05	8.62488215693016e-06	0	8.67969223148869e-05	0	2.05121555736005e-05	1.63337140104107	0.0887960306648714
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0	6.45839370469321e-06	0	0	1.56020021914356e-05	0	0	0	0	0	0	0	0	0	7.20752481663199e-06	0	0	0.00042446213551229	0.0069791699228932	0	4.25015422168002e-05	0.00208346754893959	0	0	0	1.58379111710623	0.011274264534057	0.00129450092365893	0.711773070811014	0.000880755488863395	8.3097820511215e-05	0	0.000233641205090986	9.75649178495451e-05	7.43079725588594e-06	1.69781103006005e-05	3.89268302727312e-05	0	5.15698018007519e-05	0	0	3.80949443813301e-05	0	0	0	1.42190997505298e-05	0	0	0	0	0	0	0	0	0.00281220492830473	0	0	0	8.65191498082908e-06	0	0.000179429924006165	3.91382599781003e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	0	8.24603597184254e-06	0	0	0	0	0.000144914015539917	0	2.79269469150043e-05	0	0	6.9541985285043e-06	0.000305020647725486	0	0.000275776369539979	0.000219738470526352	8.04015220106236e-05	0.000128144197483436	0.04755846726866	0	0.00195451970707609	0.00601410919225117	0.00047177829647456	0	0	0.22484087584203	0.00577740659849363	0.0108839124695532	0.318405456659686	0.00191878160876988	0.0001003482066468	7.69845996040854e-06	0.000970702976263242	0	0.000198608792190447	6.68416777469578e-06	0.000304196909726424	0	0.00030658904614509	0	0	0	0	0	6.46608402252921e-05	0	0	0	0	0	2.97038797718278e-05	0	0.00120036395413149	2.97747082588543e-05	0.000153878049257806	6.12617327749848e-05	0	0.000687915934315399	0	0	0.0149983140910485	0.00520504405305175
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__OM05-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99969053790537e-06	1.42925449247415e-05	0	0	0	0	1.45109171333289	0.0137134482427505	0.000216232228677939	0.00131240283715879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	0.646244016924089	0.0109984443664836	0.00853844306342774	0.0364399629000083	0.132506636664889	0.00101401494466172	0.0102796881685957	0.00720110417864048	0.00105960477594184	0.00246393136745404	0.00566918418976668	0.00764800158460527	0.000160384331606211	0	0.0011776340558012	0.0235652189846518	3.44554988908213e-05	0.0110355404213052	0.377750552589116	3.01022996257488e-05	0.00374202895382884	0.119323437077381	0.00086944130571377	8.07864951939029e-05	8.48054512056721e-06	1.63160711334119	0.0786434560088386	0.0317920977349927	7.17907985820921	0.0511926272452968	0.00376291002866824	9.37236934623984e-06	0.00703145493109188	0.000271010686648109	0.00150177527620423	0.00170591396882774	0.00165056907803908	0.000245488076782563	7.38338257556393	7.5416487628702e-05	0	0.00165098768093911	12.3147676441221	0.242967840264938	0.414499414362069	0.000363561581649336	0	5.96079108758815e-05	0.000652633006973471	1.32040166994732e-05	0.000316067736286165	0	0.00298514631963063	0.000487149338526099	0.00168215146935568	0.000375023271655066	0.000138961747094202	0.00527091124484907	8.61362142990089e-06	0.000242704773633257	0.0045335582081877	0.00278057834330686
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048644146197131	0.00038753150794798	0	0.000154007317213364	0.000289455211008454	4.06099322987309e-05	0	0	0.00356323708114331	0	0.000816826075773055	1.81859206472349	0.000106087689039585	0	0	0	0	0	0	6.65839577811269e-05	0	1.25775724995871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38183923333954e-06	0	0	0	0	2.61118093585906e-05	0	0	0.000165335921212178	0.000351047683735435
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis	3.36863607557021e-05	0	8.75676097697899e-06	0.000107527914464978	7.64486440076995e-05	0	0	0	0	0	0	3.43131269760431e-05	2.28982928862009e-05	0	3.0271142243113e-05	0.00154039242781733	9.15110040833016e-06	0.000885994908658939	0.329683521478492	0	0.000879768497193194	0.10851894480278	7.28454327695689e-05	0	0	0.0153553328448319	0.0719376555607107	0.0166357605589978	3.14005387818	0.0454686220913415	7.35861363068814e-05	0	0.000868650792541849	6.82944002113362e-05	4.16118295689326e-05	5.34802312517984e-05	0.000339732523015337	2.43108981956504e-05	0.000239151306014067	0	0	0	0	0	0	3.7327909965442e-05	0	0	3.23206051827815e-05	0	0	0	0.000508235493962757	0	0.000234511045496899	0.000124921843335598	0	0.00162062721390237	0	0	0.0031472039932621	0.00177642698957226
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius_A	2.20305642124381e-05	1.03479780061275e-05	0	3.07659836165015e-05	0	0	0	2.87799511124866e-05	5.84093644998132e-06	0	0	0	3.05745074105702e-05	0	0.00101047408581737	0.0207214885478874	0	0.01004788398957	0.00237402600823904	0	0.00126468096614057	0.000910418695840444	3.05691477728295e-05	8.07864951939029e-05	0	0.00482713536876428	0.00113704223871127	0.00158661292543672	3.90387186501089	0.000362988924535766	0.000234607636899465	0	1.63871964515278e-05	5.21078805990136e-05	0	0	6.07528594382277e-06	0.000153028833348528	0.000129106012852977	0	0	0	0	0	0	2.13605903573825e-05	0	5.96079108758815e-05	0.000129466408817389	1.32040166994732e-05	0.000305846494605037	0	0.000100154614966538	0.000257501307442902	0.000201295533895883	0	0.000138961747094202	0.00233723881984708	3.46563828508334e-06	0.000153288278801319	0.000199663156919883	0.000546203700850722
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus	0	4.14989294213954e-06	0	4.93528448523947e-05	2.00503845810558e-05	0	0	0	0	0	0	3.49976394600043e-06	1.40130545241246e-05	0	7.87313040186326e-05	0.000348063887075897	0	2.46455350600641e-05	0.0344887673980196	0	0.000971445348640887	0.00532375715506644	0.000421273210129524	0	0	0.444232810565321	0.00267815495025601	0.0116393784864242	0.108272805583533	0.00353446310494316	0.000231595526948266	0	0.00200221632096686	0	0.000816476894864559	2.72735541254354e-05	0.000136438251966709	0	0.000385212880834849	3.35684109141312e-05	0	1.44939523762316e-05	8.38629913379976e-05	0	0.000357952744737024	0	0	0	1.48344159845195e-05	0	1.02212416811284e-05	0	0.00177345797595251	0.000170086539191548	3.58783958632772e-05	0	0	0.000571846720013206	2.77967886107986e-06	8.94164948319384e-05	0.000160143503439316	8.51846943352441e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella	0.00111805082010053	0.000265387766646523	0.00143299081416434	0.00434294538302293	0.00542105401450137	0	0.000571273286135374	0.000413841883609176	0.0918777585039986	0.113253371338317	6.17241506419633	13.3988405755856	0.757775737884944	0	0	0.000839253754831875	0.000183607606708187	0.00184788160992464	0.119276344789187	1.32770424968295	2.54046053407952	6.68100319620162	0.00170064363681699	2.1287842915282e-05	0.000565764433520263	0.000841924807443591	8.34403030041354e-05	0.19236175139273	11.4062112818518	1.36576037725388	5.72826832097889e-05	1.53341894690941e-05	2.70902902290895e-05	0	4.33182740631179e-05	1.61285653866445e-05	0.000675331450470537	0	1.71671365023372	0.000134703957559313	0	0	0	1.61465303281834e-05	0	0.0200809938832124	2.98897892497643e-05	0	0.0812580187551222	0	0.000115559638436006	0	0.0155227088179569	0.000228815620791984	0.000442244751794491	0	3.72080589997529e-05	0.000776462854070126	0	7.95550603211783e-05	0.00536199554801287	0.00944168736255988
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella copri	0	0	0	0	0	0	0	0	0	8.17842476374178e-05	0	0	0.00283304947212708	0	0	0.000192967533297593	0	0.00174893432022947	0.000249055412262144	0	1.15356755684684e-05	0.282658449853857	6.5906165589153e-06	2.1287842915282e-05	0	0.00025970678213358	3.79798852620877e-05	0.0944360699120918	11.3986244711685	0.116421699625877	0	0	0	0	0	1.61285653866445e-05	7.20397383711188e-06	0	0	0.000134703957559313	0	0	0	1.61465303281834e-05	0	3.79935534317469e-05	2.98897892497643e-05	0	2.19313045045965e-05	0	4.53334658993982e-05	0	3.65420584596806e-05	0	5.30428717675922e-05	0	3.72080589997529e-05	2.54262314759897e-05	0	0	0.00390175992938197	0.00658473992362592
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp000436915	0	0	0	0	0	0	0	0	0	0	0	0	0.00162647116553585	0	0	0	0	0	8.49488251728844e-05	7.12060913661476e-05	6.49214738622528e-06	1.72441578421831	0	0	0	0	0	0.0794544669270754	2.80744708224642e-05	0.122078780442083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12744699812082e-05	0	0	4.93707578272094e-05	0	0	0	3.59895481490782e-05	0	0	0	0	0	0	0	2.13190897010145e-05	4.05007317250738e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp002300055	0	0	2.39158008684067e-05	0	0	0	0	0	0	0	0	3.12378025805347e-05	0.000547208194377987	0	0	0	0	0	0	0	0	3.35119413518241	0	0	0	0	0	3.07820639867083e-05	0	0.00147256392053283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27433942743534e-05	0	0	0	0	0	0	4.59620596607983e-06	0.000180730887610967	0	0	0	1.27922948767448e-05	0	0	0.000238231836117094	0.000162928294527358
