X.mOTUs2_clade	reERR4183438	reERR4183439	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183453	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183458	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183469	reERR4183470	reERR4183471	reERR4183472	reERR4183473	reERR4183474	reERR4183475	reERR4183476	reERR4183477	reERR4183478	reERR4183479	reERR4183480	reERR4183481	reERR4183482	reERR4183483	reERR4183484	reERR4183485	reERR4183486	reERR4183487	reERR4183488	reERR4183489	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183496	reERR4183497	reERR4183498	reERR4183499
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [ext_mOTU_v3_15334]	0.0237183913	0.1368289087	0.0870509069	0.0092948936	0.0027023403	0.0214416358	9.26284e-05	0.057682175	0.0005201265	0.0198605792	0.0140389373	3.80294e-05	4.14959e-05	0.0321600065	0.032365199	0.0320050635	0	0.0010102702	0.1638386887	0.1496072894	0.1485009505	0.0236713915	0.0018480956	0.0993246526	0.1333602265	0.0092846337	0.0070901489	0.0443611817	0.005206457	0.0020412189	0.0004708494	0.0004220561	0.1275115667	0	9.03923e-05	0.0010949188	0.0192727315	0.0780631643	0.0820087478	0.0540550915	0.0599173716	0.0582120964	0.165397987	0.1689402372	0.0061437099	0.0068054734	0.0803231716	0.0810815638	0.0532545683	0.0518340606	0.1558326211	0.1585210502	0.0932784545	0.1206880464	0.1243439358	0.065274803	0.0657168483	0.0455884728	0.0451371964	0.0715443345	0.0664555721	0.0873319081
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [ext_mOTU_v3_15402]	0.0070585963	0	7.07097e-05	4.55034e-05	0.0038454461	0.0033222125	0.05585484	5.91136e-05	0.0005008224	0.0537008944	0.0026310903	0.0030219445	0.0003466891	0.0081763136	0.0010947598	0.0010363903	0.0021309061	0.0014904485	0.0131048771	0.0016240622	0.0013227374	0.0001593925	0.0012302301	0.0275302459	0.0015340774	0.0018254221	0.0008878413	0.0013338425	0.0025141491	0.0010433583	0.0002493351	0.0004517156	0.0003183392	0.0013932578	0.001597504	0.0002890044	7.68023e-05	0	0	0.0089770361	0.0170188862	0.0169538498	0.0079798741	0.0079263423	0.0335347159	0.0287884653	0.0098846697	0.0101319786	0.0060616459	0.0049094183	6.47013e-05	0.0001981032	0.0218912808	9.43946e-05	8.63418e-05	0.0014379349	0.0011704927	0.0222464503	0.0219296796	0.0111436547	0.0046718538	0.0032564482
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [ext_mOTU_v3_15418]	0.0012335297	0.109965185	0.0414309932	0.0107158822	0.0113723973	0.1173001813	0.0580568944	0.0039807551	0.0086114434	0.0829000367	0.1662811847	0.016720793	0.0123831821	0.086121157	0.1193930341	0.1184442115	0.0058703817	0.0148990986	0.1734187477	0.0811286299	0.0791045074	0.0425074968	0.0065817839	0.1056673962	0.0856986821	0.006700707	0.0104874388	0.0815101971	0.0487779698	0.0128032805	0.0130313586	0.0136199222	0.0666435138	0.1122997343	0.1137012998	0.0119600178	0.0501149077	0.0586157497	0.0600113174	0.0305603792	0.0383966404	0.0368837874	0.0665801482	0.0653312517	0.0655571985	0.067213819	0.0513109855	0.0502214548	0.0349897083	0.0376159444	0.0406682904	0.0425106367	0.0656394011	0.0563717815	0.0590324042	0.053251188	0.0556762396	0.0366848551	0.0377259797	0.0202047638	0.0692167877	0.0385127934
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [ext_mOTU_v3_17625]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [meta_mOTU_v3_12649]	0	0	0	0	0	0	0	0	0	0	0.0029420045	0	0	0	0.0002094885	0.0003079245	0	0	7.70784e-05	0.001787456	0.0015603036	0	0.000585708	0	0	1.72174e-05	0.0033174799	0	0.0002013337	0.0001021965	0.0001765428	0.0003167972	0	0.0009146108	0.0008550573	2.31943e-05	0	0	0	0	0.0003987991	0.000307914	0	0	0.0001081081	0.0003016614	0	0	0	0	0	0	7.27898e-05	0	0	0.0001202206	0.0001135551	0	0	0	0	9.55353e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella species incertae sedis [meta_mOTU_v3_13190]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0	0.0018459163	0.0001603221	0	0	6.98635e-05	0.0011269792	0	0.0001061733	0.0066848037	0.0050691574	0.0016448595	0.0042977068	0.0074405435	0.0050441945	0.0047811936	0.0025932734	0.0014177056	0.0011520645	0.0118714419	0.0111018124	0.0041927562	0.0008833579	0	2.90536e-05	0.0001629711	0.0001805735	0	0.0017549926	0.0001662978	0.0032547336	0.0025283561	0.0002629943	0.0187309056	0.0153796093	0.0010655363	0	7.48881e-05	0	5.03385e-05	0.0003232937	0.0003869028	0	0	0	0	0.0008881458	0.0008949587	0	0	0.0024981692	0.0023354891	0.0010326858	0.0002221901	0.0001928799	0.0016052883	0.0017269447	6.44154e-05	0.0002331556	0.0017849187	0.0022462	0.0013935041
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0.0018459163	0.0001603221	0	0	6.98635e-05	0.0011269792	0	0.0001061733	0.0066848037	0.0050691574	0.0016448595	0.0042977068	0.0074405435	0.0050441945	0.0047811936	0.0025932734	0.0014177056	0.0011520645	0.0118714419	0.0111018124	0.0041927562	0.0008833579	0	2.90536e-05	0.0001629711	0.0001805735	0	0.0017549926	0.0001662978	0.0032547336	0.0025283561	0.0002629943	0.0187309056	0.0153796093	0.0010655363	0	7.48881e-05	0	5.03385e-05	0.0003232937	0.0003869028	0	0	0	0	0.0008881458	0.0008949587	0	0	0.0024981692	0.0023354891	0.0010326858	0.0002221901	0.0001928799	0.0016052883	0.0017269447	6.44154e-05	0.0002331556	0.0017849187	0.0022462	0.0013935041
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43737e-05	0	0	0	2.55293e-05	7.88586e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20159e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii/onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002087085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06699e-05	0	0	0	0	0	0	3.27354e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67685e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes ihumii	0	0	0	0	0	0	0	0	0	0.0013304102	0	0	0	0.0006295692	0.0008049743	0.0009282804	0	0	5.68696e-05	0.0008237725	0.0008109604	0	0	0	0	0	0	0	0.000245644	0	0	0	1.98478e-05	0.0051735203	0.0030151236	0	0	0	0	0	3.52313e-05	7.71336e-05	0	0	0	0	0	0	0	0	0.000323726	0.0003925604	4.52746e-05	0	0	0	0	0	0	0	0.0005700311	4.3658e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus	0	0.000146417	1.94895e-05	0	0	4.35306e-05	0.0009313461	0	2.35835e-05	0	0	0.0001504844	0.0017655598	0	0	0	0.0005008913	0.0002845006	0	0	0	0.0003094152	3.78758e-05	0	0	2.5772e-05	0	0	0	2.20579e-05	0.0003689242	0.000299288	0	0.0001701366	0.0001158809	0.0002926626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011078122	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes obesi	0	0	0	0	0	1.02433e-05	3.48943e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54453e-05	0	0	0	2.82698e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001345574	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes putredinis	0	0.0016107538	0.0001408326	0	0	1.60897e-05	9.16154e-05	0	6.48829e-05	0.0044620823	0.0043625015	0.0003171496	0.0006101046	0.0023840866	0.00219665	0.0016357068	0.0002723818	0.0003679789	0.0004763952	0.0044340699	0.0041515537	0.0013185195	4.84238e-05	0	0	3.19513e-05	0.0001308676	0	0.0009169072	1.5454e-05	0.0004397702	0.0002263905	0.000115785	0.0055189966	0.0049447566	0.0001669166	0	3.10439e-05	0	1.79879e-05	8.69415e-05	0.0001037631	0	0	0	0	0.0008023171	0.0007455824	0	0	0.0016183131	0.0017070783	0.0006040611	0.0002221901	0.0001928799	0.0011091361	0.0010003588	3.06872e-05	0.0001183088	0.0003741096	0.0011759369	0.0008141761
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes senegalensis	0	0	0	0	0	0	2.49176e-05	0	0	0	0	0	0	4.31439e-05	3.24661e-05	0	0	0	0	5.29756e-05	0.0002174272	0	2.63595e-05	0	0	0	0	0	0	1.13933e-05	0	0	0	0.0001261626	0.0003370532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96552e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	0	0	0	0	0	0	9.5643e-06	0	1.77069e-05	2.13545e-05	2.09862e-05	0.0011772254	0.0019220424	0.0020517802	0.0006048362	0.0005738275	0.0017808777	0.0007652261	0	0.0018015733	0.0017636018	0.0024796969	0.0007311596	0	0	5.51886e-05	4.97059e-05	0	1.82223e-05	7.0103e-06	0.0022748486	0.001748972	4.70314e-05	0.0028547194	0.0029611834	0.0005718416	0	0	0	3.23506e-05	0	0	0	0	0	0	0	0	0	0	0.0005561301	0.0002358504	0.0003148468	0	0	0	2.36589e-05	0	0	0	0	1.83204e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. Marseille-P2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80581e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [ext_mOTU_v3_18141]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [ext_mOTU_v3_26320]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5566e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [ext_mOTU_v3_26506]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [ext_mOTU_v3_26972]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97339e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [meta_mOTU_v3_12829]	0	0	0	0	0	0	0	0	0	7.87854e-05	0.0001493547	0	0	0.0013014386	0.0007795505	0.0008361851	0	0	0.0005171858	0.0033396017	0.0030413976	0	0	0	2.90536e-05	0	0	0	0.0001860867	0	0	0	8.03302e-05	0.0027758784	0.0019352377	0	0	0	0	0	0.0001683855	0.0002060061	0	0	0	0	0	0	0	0	0	0	4.74696e-05	0	0	0.0003633133	0.0004928644	0	0	0	0.0001074168	0.0002368804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes species incertae sedis [meta_mOTU_v3_14198]	0	0	0	0	0	0	3.46415e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes timonensis	0	8.87454e-05	0	0	0	0	0	0	0	0.0007921712	0.000536315	0	0	0.0008218164	0.0006257173	0.0007542785	3.91226e-05	0	0.0001016139	0.001419449	0.0011168716	8.51247e-05	3.95393e-05	0	0	3.44932e-05	0	0	0.0003881323	0	0.0001711906	0.0002537056	0	0.0018818877	0.0019915153	3.41156e-05	0	4.38442e-05	0	0	0	0	0	0	0	0	8.58287e-05	0.0001493763	0	0	0	0	2.10336e-05	0	0	0.000132839	0.0002100626	3.37282e-05	0.0001148467	0	0.0003928152	0.0002804693
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0022542886	0.0169133845	0.0428785156	0.0013901386	0.0031316517	0.019182385	0.060218766	0.0055738714	0.007864079	0.0144144154	0.047745025	0.0022535694	0.0016876104	0.0523215844	0.0543168884	0.0558103531	0.0040908485	0.0070197627	0.0099372964	0.0486875123	0.0479140869	0.0078887318	0.0076072979	0.0308727151	0.0505910231	0.0034078969	0.0080850816	0.0151262804	0.042361456	0.0016836469	0.0033529319	0.0035083381	0.0250801215	0.052756744	0.0500315873	0.0066975908	0.0283700132	0.0427045273	0.0436628036	0.0648597397	0.0505070708	0.0530427168	0.014679645	0.0144275641	0.0795107211	0.0828737112	0.0381567107	0.0403840889	0.1218238663	0.1212909813	0.0508174848	0.0522197317	0.0438323756	0.0527690734	0.0505765746	0.0361129634	0.0367094101	0.0203963171	0.0201958612	0.0461382986	0.0195405135	0.0397459379
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.0022542886	0.0169133845	0.0428785156	0.0013901386	0.0031316517	0.019182385	0.060218766	0.0055738714	0.007864079	0.0144144154	0.047745025	0.0022535694	0.0016876104	0.0523215844	0.0543168884	0.0558103531	0.0040908485	0.0070197627	0.0099372964	0.0486875123	0.0479140869	0.0078887318	0.0076072979	0.0308727151	0.0505910231	0.0034078969	0.0080850816	0.0151262804	0.042361456	0.0016836469	0.0033529319	0.0035083381	0.0250801215	0.052756744	0.0500315873	0.0066975908	0.0283700132	0.0427045273	0.0436628036	0.0648597397	0.0505070708	0.0530427168	0.014679645	0.0144275641	0.0795107211	0.0828737112	0.0381567107	0.0403840889	0.1218238663	0.1212909813	0.0508174848	0.0522197317	0.0438323756	0.0527690734	0.0505765746	0.0361129634	0.0367094101	0.0203963171	0.0201958612	0.0461382986	0.0195405135	0.0397459379
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	0	0	0	0	0	0	0.0001921809	0	1.86186e-05	0	0.0024836597	2.76976e-05	0.0002117293	0.0231609993	0.0174416821	0.0175685705	6.79352e-05	3.76316e-05	0.0007262868	0.023200793	0.0233226881	0	8.05917e-05	0	0	2.41044e-05	0	0	0.0061266516	6.18579e-05	0.0001059444	0.0001605177	0	0.0226149272	0.021632836	7.599e-05	0	0	0	0	0.0352654151	0.0372493306	3.7736e-05	0	0.0015545743	0.0013498311	0	0	0	0	0	0	7.56797e-05	0	0	0.0057654575	0.0057039574	0	0	1.93267e-05	2.41129e-05	0.0079948854
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32853e-05	2.61861e-05	0.000121739	0	0	0	5.40716e-05	6.82298e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae	0	7.8542e-05	3.6548e-05	0	0	1.85381e-05	0	0	0.0040526842	0.0009658312	0.0023920293	0	0.0006217965	0.0168449972	0.0064936802	0.0060700576	0.0005784653	3.23216e-05	0.0008959802	0.0136311227	0.0135918557	0.0007163907	8.26138e-05	5.27863e-05	0	8.6633e-06	0.0003506438	0	0.0004699396	1.02609e-05	6.83374e-05	0.000217171	3.54341e-05	0.0046068203	0.004709668	0.0007336863	0	2.29021e-05	6.35987e-05	1.79387e-05	0.0008159854	0.0007112182	0	0	0.001803717	0.0016233262	0	0	0	0	0	0	0.0001418047	0.000745482	0.0006966722	0.0007915113	0.0009028464	0.0069679233	0.0063510524	0.0001584787	0	6.53328e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. SN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82447e-05	7.20789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21847e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides species incertae sedis [ext_mOTU_v3_15364]	0.0022542886	0.0168348425	0.0428419676	0.0013901386	0.0031316517	0.0191638469	0.0594889079	0.0055738714	0.0037927762	0.0086543951	0.0372750299	0.0019098189	0.0007856601	0.0069242489	0.0281691795	0.0292933082	0.003357554	0.0042767478	0.0075566938	0.0050448394	0.0049224838	0.0029975118	0.0063857621	0.0307602175	0.0467351628	0.0029464751	0.0042584383	0.0139289775	0.034066419	0.0014487547	0.0025221307	0.0022756699	0.0249606681	0.0157644521	0.0149555621	0.0046586165	0.0283081684	0.042321193	0.0430402628	0.0648418011	0.0103188794	0.0111452362	0.014641909	0.0144275641	0.0761524299	0.0799005539	0.0363094676	0.0383493667	0.1207829545	0.1198339576	0.048570932	0.0500607384	0.0420976888	0.0520235914	0.0498799023	0.0285104933	0.0289068625	0.0133831966	0.0138448089	0.0454022866	0.015123187	0.0286627811
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides species incertae sedis [ext_mOTU_v3_15375]	0	0	0	0	0	0	0.0005376773	0	0	0.0047941891	0.0055943061	0.0003160529	2.37544e-05	0.004760333	0.0021579159	0.0026845989	8.68939e-05	0.0026613488	0.0006807153	0.0067566855	0.0060088295	0.0041748293	0.0010583304	5.97113e-05	0.0038558603	0.000428654	0.0034759995	0.0011973029	0.0016984457	0.0001627734	0.000638862	0.0008549795	8.40194e-05	0.0096353266	0.0085975873	0.0011975425	6.18448e-05	0.0003604322	0.0005589422	0	0.0041067909	0.0039369318	0	0	0	0	0.0018472431	0.0020347222	0.0010409118	0.0014570238	0.0022465528	0.0021589933	0.0014954655	0	0	0.0010455014	0.0011957437	4.51972e-05	0	0.0004446128	0.0043932136	0.0030229386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides species incertae sedis [ext_mOTU_v3_26190]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93804e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides species incertae sedis [ext_mOTU_v3_26659]	0	0	0	0	0	0	0	0	0	0	0	0	4.46702e-05	0.0005977208	0	0	0	1.17128e-05	7.76204e-05	0	0	0	0	0	0	0	0	0	0	0	1.76574e-05	0	0	0	0	3.17554e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17369e-05	0	0	0	0	0	0	1.42133e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides species incertae sedis [meta_mOTU_v3_12295]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001130331	0.0001359339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003425839	0.0004123303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003425839	0.0004123303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003425839	0.0004123303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacteriaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003425839	0.0004123303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacteriaceae gen. incertae sedis|s__Flavobacteriaceae species incertae sedis [ext_mOTU_v3_17413]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003425839	0.0004123303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus Melainabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335034	0.0011439086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023884849
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335034	0.0011439086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023884849
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335034	0.0011439086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023884849
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales|f__Candidatus Gastranaerophilales fam. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335034	0.0011439086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023884849
k__Bacteria|p__Candidatus Melainabacteria|c__Candidatus Melainabacteria class incertae sedis|o__Candidatus Gastranaerophilales|f__Candidatus Gastranaerophilales fam. incertae sedis|g__Candidatus Gastranaerophilales gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335034	0.0011439086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023884849
