Taxa	reERR5004402	reERR5004403	reERR5004404	reERR5004405	reERR5004406	reERR5004407	reERR5004408	reERR5004409	reERR5004410	reERR5004787	reERR5004789	reERR5004790	reERR5004793	reERR5004796	reERR5004798	reERR5004799	reERR5004803	reERR5004804	reERR5004806	reERR5004807
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__chryseolinea|s__chryseolinea_soli	0.00198105032240324	0.00185554391790809	0.00178578899729479	0.0017735688431501	0.00302174295140685	0.003026933334183	0.00256882186192374	0.00178060813004724	0.00175416007833377	0.00121110195213378	0.0026013357174347	0.00481872556755552	0	0.00230364700229707	0	0.00127465315777111	0.00168585538267464	0	0.00317224819669891	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__fulvivirga	0.010193096530656	0.00682575084087617	0.00801053921643661	0.0121130978436422	0.00735290784842333	0.00768681754601735	0.00569306466696613	0.00837933237669289	0.00820946916660206	0.00243304150562894	0	0.00915557857835549	0.00543461383186858	0.0021939495259972	0.00372853549904753	0	0.00284851426727784	0.0103378833804052	0.00854066822188168	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__fulvivirga|s__fulvivirga_lutea	0.00298004151062368	0.00212062162046638	0.00255112713899255	0.00392449275931086	0.00181304577084411	0.00179226315839783	0.00152740759357628	0.00219957474888188	0.00238565770653393	0.000601486875556375	0	0.00168655394864443	0	0.000603336119649231	0	0	0.00110452594037304	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__fulvivirga|s__fulvivirga_sp._ss9-22	0.00193025416029034	0.00149106207689043	0.00153067628339553	0.00271695652567675	0.00171232100579721	0.00219054386026401	0.00187454568302543	0.00209483309417322	0.00206990889243385	0.000628580878959816	0	0.00373451231485553	0.00543461383186858	0.000658184857799161	0.00372853549904753	0	0.000813861219222239	0.00537569935781069	0.00854066822188168	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__fulvivirga|s__fulvivirga_sp._sw1-e11	0.00262446837583335	0.00175613977944872	0.00204090171119404	0.00267922101837568	0.00221594483103169	0.00163295087765135	0.00131912473990679	0.00219957474888188	0.00217515849713388	0.000606905676237063	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__fulvivirgaceae|g__fulvivirga|s__fulvivirga_sp._w9p-11	0.00264140042987099	0.00139165793843106	0.00178578899729479	0.00271695652567675	0.00151087147570342	0.00203123157951754	0.000902559032567801	0.00167586647533858	0.00150857766736704	0.000590649274194999	0	0.00361404417566664	0	0.000877579810398882	0	0	0.000871994163452399	0.00496218402259448	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae	0.0397733949344035	0.0329359045428685	0.0348483967186382	0.0372826812134532	0.0390812088381952	0.0444879543984528	0.0289513166600595	0.0272328302242519	0.036100614412109	0.056970560956414	0.0506575902868863	0.0991452785524548	0.00491703156216681	0.0579202674863262	0.0413528482621635	0.0424277408229525	0.0289502062266197	0.0512759015668096	0.0265980810338601	0.0338245953128775
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__adhaeribacter	0.00270912864602153	0.00159046621534979	0.00244908205343285	0.003433931164397	0.00161159624075032	0.00270830877269005	0.00236053900825425	0.00167586647533858	0.00206990889243385	0.000934743117418691	0	0.00469825742836663	0	0	0	0	0.000930127107682559	0.00454866868737827	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__adhaeribacter|s__adhaeribacter_radiodurans	0.00115137967455915	0.000795233107674894	0.000918405770037318	0.0017735688431501	0.00060434859028137	0.00123467017578517	0.000971986650457632	0	0.000982329643866913	0.000596068074875687	0	0.00228889464458887	0	0	0	0	0.000930127107682559	0.00454866868737827	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__adhaeribacter|s__adhaeribacter_swui	0.00154081691742474	0.000795233107674894	0.00147965374061568	0.0016603623212469	0.000956885267945502	0.00147363859690488	0.00131912473990679	0.00167586647533858	0.00108757924856694	0.00033596564220266	0	0.00240936278377776	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter	0.0253134207862636	0.021968314599519	0.0221948061092352	0.0221130072784247	0.0272964113277085	0.029950708780337	0.0182594635050255	0.0157112482062992	0.0227339146152057	0.044488353588449	0.0413475466665936	0.059149856341744	0	0.0442080829488437	0.032200988400865	0.0348708685304524	0.0183700103767305	0.0153000674029996	0.0185454509960859	0.0241604252234839
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_baengnokdamensis	0.00104978735033334	0.000762098394855107	0.00255112713899255	0.00109432971173091	0.00221594483103169	0.00187191929877107	0	0	0.00108757924856694	0.00254412691958305	0	0	0	0.00257789069304672	0	0.00391500612743982	0.00162772243844448	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_busanensis	0.00135456432301076	0.00115971494869255	0.00112249594115672	0.00143394927744051	0.001913770535891	0.00163295087765135	0.00166626282935594	0.00178060813004724	0.00129807845796699	0.00371729726695201	0.00397045977924244	0.00518012998512218	0	0.00208425204969734	0.0115245642697833	0.00327767954855427	0.001453323605754	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_jejuensis	0.00118524378263442	0.0010271760974134	0.000816360684477616	0.000943387682526649	0.00100724765046895	0.00147363859690488	0.00124969712201696	0.00157112482062992	0.000806913636033535	0.000975384122523852	0.00177986128035006	0.00277076720134442	0	0.00126152097744839	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_nivis	0.00125297199878496	0.00096090667177383	0.00173476645451493	0.00124527174093518	0.00130942194560963	0.00163295087765135	0.00111084188623729	0.00230431640359054	0.00119282885326697	0.00283945155668055	0.00355972256070012	0.00385498045404442	0	0.00296183186009623	0	0.00154779312015063	0.00127892477306352	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_oligotrophus	0.000846602701881727	0.000695828969215532	0.000765338141697765	0.000566032609515989	0.000856160502898607	0.00155329473727812	0.00076370379678814	0.00230431640359054	0.00136824486110034	0.00179091362496741	0	0.0030117034797222	0	0.00142606719189818	0	0.00154779312015063	0.00127892477306352	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_qilianensis	0.00103285529629571	0.00072896368203532	0	0.000754710146021319	0.000805798120375159	0.00119484210559855	0	0	0.000631497628200158	0.00130322156370548	0.00232751090507315	0.00277076720134442	0	0.00137121845374825	0	0.00145674646602412	0.00156958949421432	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_radiodurans	0.00120217583667205	0.00139165793843106	0	0.00218865942346183	0	0.00219054386026401	0	0	0.00164891047363375	0.00169879401339571	0	0	0	0.0040039578849449	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sedentarius	0.00115137967455915	0.00122598437433213	0.00132658611227613	0.0015471557993437	0.00151087147570342	0.00147363859690488	0	0.0018853497847559	0.00133316165953367	0.00215939207125419	0.00328589774833857	0.00265029906215554	0	0.0016454621444979	0	0.00145674646602412	0.00186025421536512	0	0.00414832456491396	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._apr13	0.00165934129568818	0.00152419678971021	0.00204090171119404	0.00150942029204264	0.00166195862327377	0.00183209122858445	0.00215225615458476	0	0.00140332806266702	0.00501780943031715	0.00616105827813482	0.00481872556755552	0	0.00312637807454602	0.0138972686782681	0.00528070593933744	0.00139519066152384	0	0.00756459185366663	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._brd128	0.00110058351244624	0.000994041384593618	0.00117351848393657	0.00124527174093518	0.00130942194560963	0.00171260701802459	0.00131912473990679	0	0.00129807845796699	0.00210249466410697	0.00219059849889238	0.00192749022702221	0	0.00230364700229707	0	0.00163883977427714	0.00110452594037304	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._brd67	0.000863534755919362	0.000795233107674894	0	0.00101885869712878	0.00100724765046895	0.00127449824597179	0.00229111139036442	0	0.000561331225066807	0.00240865690256585	0.00602414587195404	0	0	0.00120667223929846	0	0	0.00197652010382544	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._bt18	0.000846602701881727	0.000795233107674894	0.00102045085559702	0.000830181160623451	0.000856160502898607	0.0010753578950387	0.000902559032567801	0	0.000631497628200158	0.0019074178396022	0	0.00265029906215554	0	0.00202940331154741	0	0.00218511969903618	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._dg01	0.00126990405282259	0.00112658023587277	0.00122454102671642	0.00113206521903198	0.00115833479803929	0.0015134666670915	0.00152740759357628	0.00209483309417322	0.000912163240733562	0.00212146046648938	0	0.00409591673242219	0	0.00307152933639609	0	0.00209407304490967	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._dg25a	0.000677282161505382	0.000530155405116596	0.000867383227257467	0.000566032609515989	0.00060434859028137	0.000955873684478842	0	0.00146638316592125	0.000736747232900185	0.000934743117418691	0.00205368609271161	0	0	0.0010969747629986	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._dg25b	0.000863534755919362	0.00106031081023319	0	0.000754710146021319	0.000906522885422054	0.000836389473918987	0.000971986650457632	0	0.000456081620366781	0.0012490335568986	0	0.00252983092296665	0	0.00153576466819804	0	0	0.000988260051912719	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._hdw8	0.00211650675470432	0.00142479265125085	0	0	0.00312246771645374	0	0	0	0.0018594096830338	0.0013167685654072	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._nbh84	0.00106671940437098	0.0012922537999717	0.00127556356949627	0.000905652175225583	0.0010576100329924	0.00147363859690488	0	0	0.000982329643866913	0.00139534117527718	0.00232751090507315	0.00385498045404442	0	0.00175515962079776	0	0	0.000697595330761919	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._pamc_26554	0.00128683610686023	0.00112658023587277	0.00117351848393657	0.00116980072633304	0.00135978432813308	0.00139398245653164	0.00111084188623729	0.00199009143946456	0.00133316165953367	0.00303994718186601	0.00287516052979625	0.00289123534053331	0	0.00329092428899581	0.006440197680173	0.00300453958617475	0.00191838715959528	0.0153000674029996	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._pamc_26628	0.00138842843108603	0.000894637246134256	0.00137760865505598	0.000981123189827715	0.00166195862327377	0.00191174736895768	0.00166626282935594	0	0.000701664031333509	0.00211875106614903	0.00219059849889238	0.00554153440268885	0	0.0034554705034456	0	0.00282244627792173	0.000755728274992079	0	0.00634449639339782	0.0241604252234839
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._s2-20-2	0.000863534755919362	0.000695828969215532	0.000867383227257467	0.000679239131419187	0.000956885267945502	0.000955873684478842	0.00104141426834746	0	0.000947246442300237	0.00111898234056209	0	0.00325263975809998	0	0.000987277286698742	0	0.00127465315777111	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_sp._ts19	0.000846602701881727	0.000695828969215532	0.000765338141697765	0	0.000906522885422054	0.00099570175466546	0	0	0.000561331225066807	0.00116504214634793	0	0.00313217161891109	0	0.000932428548548812	0	0.0011836065036446	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__hymenobacter|s__hymenobacter_swuensis	0.00123603994474732	0.000695828969215532	0.00168374391173508	0.00113206521903198	0.000654710972804817	0.000557592982612658	0	0	0.000631497628200158	0.00153352059263472	0.00219059849889238	0.00349357603647775	0	0.00148091593004811	0	0.00163883977427714	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__nibribacter	0.00106671940437098	0.000828367820494681	0.000867383227257467	0.000905652175225583	0.000654710972804817	0.00155329473727812	0	0	0.000596414426633483	0.00081282010210321	0	0.00325263975809998	0	0.00120667223929846	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__nibribacter|s__nibribacter_ruber	0.00106671940437098	0.000828367820494681	0.000867383227257467	0.000905652175225583	0.000654710972804817	0.00155329473727812	0	0	0.000596414426633483	0.00081282010210321	0	0.00325263975809998	0	0.00120667223929846	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter	0.00765328842501081	0.00609678715884085	0.00622475021914182	0.00788672102592278	0.00644638496300128	0.00728853684415117	0.00735932749632207	0.00764614079373226	0.0075779715384019	0.00791415839414492	0.00629797068431559	0.0239731596985887	0.00491703156216681	0.00866610062768896	0.0088129020886578	0.00746582563837361	0.00715035214030967	0.0264649814538372	0.00805263003777416	0.00966417008939357
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_actiniarum	0.00132070021493549	0.000795233107674894	0.000867383227257467	0.0015471557993437	0.000906522885422054	0.00111518596522532	0.000971986650457632	0.00157112482062992	0.00133316165953367	0.00133573436778961	0	0.00554153440268885	0	0.00131636971559832	0	0.00172988642840364	0.00122079182883336	0.00868382203954034	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_akesuensis	0.00130376816089786	0.00119284966151234	0.000918405770037318	0.00181130435045117	0.00115833479803929	0.000716905263359131	0.00104141426834746	0.00136164151121259	0.0015787440705004	0.0012490335568986	0.00246442331125393	0.00385498045404442	0.00491703156216681	0.00153576466819804	0	0.00191197973665666	0.000813861219222239	0	0	0.00966417008939357
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_korlensis	0.000998991188220438	0.000695828969215532	0.00102045085559702	0.00101885869712878	0.00110797241551584	0.00111518596522532	0.00076370379678814	0	0.000947246442300237	0.000354931444585068	0	0.0020479583662111	0	0	0	0	0.00122079182883336	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_pudoricolor	0.000846602701881727	0.000530155405116596	0.000561247970578361	0.000716974638720253	0.00060434859028137	0.000796561403732368	0.000833131414677971	0.00146638316592125	0.000947246442300237	0.000899520912994219	0	0.00325263975809998	0	0.000822731072248952	0	0	0.00110452594037304	0.00868382203954034	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_russatus	0.00184559389010216	0.00168987035380915	0.00219396933953359	0.00128300724823624	0.00156123385822687	0.00242951228138372	0.0027076770977034	0.00314224964125983	0.00129807845796699	0.00365227165878376	0.00369663496688089	0.00445732114998886	0	0.00422335283754462	0.0088129020886578	0.00373291281918681	0.00151145654998416	0.00868382203954034	0.00805263003777416	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__pontibacter|s__pontibacter_sp._sgair0037	0.00133763226897313	0.00112658023587277	0.000612270513358212	0.00139621377013944	0.00100724765046895	0.00103552982485208	0.000833131414677971	0	0.00136824486110034	0.000414538252072637	0	0.00445732114998886	0	0.000658184857799161	0	0	0.0011626588846032	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__rufibacter	0.00299697356466131	0.00238569932302468	0.00301033002401121	0.00286789855488101	0.00292101818635995	0.00298710526399638	0.000833131414677971	0.00199009143946456	0.00305223853630076	0.00281777635395779	0.00287516052979625	0.00783042904727772	0	0.00372971419419525	0	0	0.00244158365766672	0.00454866868737827	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__rufibacter|s__rufibacter_radiotolerans	0.000846602701881727	0.00106031081023319	0.000918405770037318	0.00109432971173091	0.00130942194560963	0.0010753578950387	0	0	0.00115774565170029	0.0010214439283097	0	0.0030117034797222	0	0.00153576466819804	0	0	0	0.00454866868737827	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__rufibacter|s__rufibacter_sp._dg15c	0.000982059134182803	0.000497020692296809	0.000969428312817169	0.000981123189827715	0.000654710972804817	0.000916045614292223	0	0.00199009143946456	0.000877080039166886	0.000918486715376627	0	0.00337310789728886	0	0.00131636971559832	0	0	0.00168585538267464	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__hymenobacteraceae|g__rufibacter|s__rufibacter_tibetensis	0.00115137967455915	0.000795233107674894	0.00112249594115672	0.000716974638720253	0.000906522885422054	0.000955873684478842	0.000833131414677971	0	0.000947246442300237	0.000875136309931123	0.00287516052979625	0.00132514953107777	0	0.000822731072248952	0	0	0.000697595330761919	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__mangrovivirgaceae	0.00174400156587636	0.00162360092816958	0.00214294679675374	0.00230186594536502	0.0010576100329924	0.00147363859690488	0.0018051180651356	0.00293276633184251	0.00161382727206707	0.000354931444585068	0	0.0020479583662111	0	0	0	0	0	0.0177811594142969	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__mangrovivirgaceae|g__mangrovivirga	0.00174400156587636	0.00162360092816958	0.00214294679675374	0.00230186594536502	0.0010576100329924	0.00147363859690488	0.0018051180651356	0.00293276633184251	0.00161382727206707	0.000354931444585068	0	0.0020479583662111	0	0	0	0	0	0.0177811594142969	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__mangrovivirgaceae|g__mangrovivirga|s__mangrovivirga_cuniculi	0.00174400156587636	0.00162360092816958	0.00214294679675374	0.00230186594536502	0.0010576100329924	0.00147363859690488	0.0018051180651356	0.00293276633184251	0.00161382727206707	0.000354931444585068	0	0.0020479583662111	0	0	0	0	0	0.0177811594142969	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__marivirgaceae	0.00369118778020433	0.00288272001532149	0.00204090171119404	0.00524523551484817	0.00115833479803929	0.00179226315839783	0.00145797997568645	0	0.00221024169870055	0.00605009095998823	0.0106791676821003	0.0207205199404887	0.0240675755411323	0.00340062176529567	0.0149141419961901	0.00455233270632538	0.00453436964995248	0.0463137175442151	0	0.0559141269457771
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__marivirgaceae|g__marivirga	0.00369118778020433	0.00288272001532149	0.00204090171119404	0.00524523551484817	0.00115833479803929	0.00179226315839783	0.00145797997568645	0	0.00221024169870055	0.00605009095998823	0.0106791676821003	0.0207205199404887	0.0240675755411323	0.00340062176529567	0.0149141419961901	0.00455233270632538	0.00453436964995248	0.0463137175442151	0	0.0559141269457771
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__marivirgaceae|g__marivirga|s__marivirga_tractuosa	0.00369118778020433	0.00288272001532149	0.00204090171119404	0.00524523551484817	0.00115833479803929	0.00179226315839783	0.00145797997568645	0	0.00221024169870055	0.00605009095998823	0.0106791676821003	0.0207205199404887	0.0240675755411323	0.00340062176529567	0.0149141419961901	0.00455233270632538	0.00453436964995248	0.0463137175442151	0	0.0559141269457771
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae	0.0142906536077635	0.0142810612253283	0.0132148385799814	0.0179621014753074	0.0120869718056274	0.0143779333373692	0.00826188652888987	0.0122547736009133	0.0124194533546031	0.00541338188000738	0.0046550218101463	0.0167450713472554	0	0.00274243690749651	0	0.00318663289442776	0.00627835797685727	0	0.00317224819669891	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__arcticibacterium	0.00259060426775808	0.00314779771787979	0.00204090171119404	0.00328298913519274	0.00120869718056274	0.00111518596522532	0.000902559032567801	0	0.000806913636033535	0.000173401621782018	0	0.00168655394864443	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__arcticibacterium|s__arcticibacterium_luteifluviistationis	0.00259060426775808	0.00314779771787979	0.00204090171119404	0.00328298913519274	0.00120869718056274	0.00111518596522532	0.000902559032567801	0	0.000806913636033535	0.000173401621782018	0	0.00168655394864443	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__dyadobacter	0.00404676091499465	0.00367795312299639	0.00397975833682838	0.00494335145643964	0.00332391724654753	0.00458022807146112	0.00249939424403391	0.00523708273543305	0.00343815375353419	0.00123006775451619	0.00232751090507315	0.00590293882025551	0	0.000767882334099022	0	0.00100151319539158	0.00151145654998416	0	0.00317224819669891	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__dyadobacter|s__dyadobacter_fermentans	0.00179479772798926	0.00119284966151234	0.00122454102671642	0.0015471557993437	0.00110797241551584	0.00187191929877107	0.00124969712201696	0.00125689985650393	0.00105249604700026	0.000582521073173967	0.00232751090507315	0.00337310789728886	0	0.000767882334099022	0	0	0	0	0.00317224819669891	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__dyadobacter|s__dyadobacter_sandarakinus	0.000812738593806458	0.00122598437433213	0.00112249594115672	0.00120753623363411	0.000856160502898607	0.00115501403541193	0	0.00209483309417322	0.00112266245013361	0.000382025447988509	0	0.00252983092296665	0	0	0	0.00100151319539158	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__dyadobacter|s__dyadobacter_sp._niv53	0.0014222925391613	0.00122598437433213	0.00158169882617538	0.00215092391616076	0.00130942194560963	0.00147363859690488	0.00118026950412712	0.00178060813004724	0.00126299525640032	0.000262811833013371	0	0	0	0	0	0	0.00151145654998416	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__fibrella	0.00253980810564518	0.00245196874866426	0.00234703696787315	0.00260375000377355	0.00327355486402409	0.00282779298324991	0.00242996662614408	0.00387544122422046	0.00294698893160074	0.00218106727397695	0.00232751090507315	0.00409591673242219	0	0.00197455457339748	0	0.00209407304490967	0.00122079182883336	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__fibrella|s__fibrella_aestuarina	0.00159161307953765	0.0012922537999717	0.00127556356949627	0.00162262681394584	0.00206485768346135	0.00159312280746474	0.00152740759357628	0.00209483309417322	0.00175416007833377	0.00152539239161369	0.00232751090507315	0.00265029906215554	0	0.00131636971559832	0	0.00209407304490967	0.00122079182883336	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__fibrella|s__fibrella_sp._es10-3-2-2	0.000948195026107534	0.00112658023587277	0.00102045085559702	0.000981123189827715	0.00115833479803929	0.00123467017578517	0.000902559032567801	0.00178060813004724	0.00119282885326697	0.000652965482022912	0	0.00144561767026666	0	0.000603336119649231	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__larkinella	0.000998991188220438	0.000762098394855107	0.000918405770037318	0.00101885869712878	0.0010576100329924	0.000876217544105605	0	0	0.00101741284543359	0.000512076664325022	0	0	0	0	0	0	0.00127892477306352	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__larkinella|s__larkinella_sp._ie-0392	0.000998991188220438	0.000762098394855107	0.000918405770037318	0.00101885869712878	0.0010576100329924	0.000876217544105605	0	0	0.00101741284543359	0.000512076664325022	0	0	0	0	0	0	0.00127892477306352	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__leadbetterella	0.000965127080145169	0.000596424830756171	0	0.00169809782854797	0	0.000916045614292223	0	0	0.00119282885326697	0.00033596564220266	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__leadbetterella|s__leadbetterella_byssophila	0.000965127080145169	0.000596424830756171	0	0.00169809782854797	0	0.000916045614292223	0	0	0.00119282885326697	0.00033596564220266	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__runella	0.00309856588888712	0.00354541427171724	0.00382669070848882	0.00437731884692365	0.00317283009897719	0.00398280701866184	0.00229111139036442	0.00303750798655117	0.00287682252846739	0.000972674722183508	0	0.00481872556755552	0	0	0	0	0.00215091893651592	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__runella|s__runella_rosea	0.000880466809956996	0.00115971494869255	0.00153067628339553	0.00158489130664477	0.000856160502898607	0.00131432631615841	0.000971986650457632	0.00146638316592125	0.00101741284543359	0.000311581039139564	0	0.00180702208783332	0	0	0	0	0	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__runella|s__runella_slithyformis	0.00113444762052151	0.00159046621534979	0.00147965374061568	0.00139621377013944	0.00125905956308619	0.00159312280746474	0.00131912473990679	0.00146638316592125	0.000912163240733562	0.000352222044244724	0	0.00144561767026666	0	0	0	0	0.00110452594037304	0	0	0
k__bacteria|p__bacteroidetes|c__cytophagia|o__cytophagales|f__spirosomaceae|g__runella|s__runella_sp._sp2	0.00104978735033334	0.000762098394855107	0.000765338141697765	0.00135847826283837	0.0010576100329924	0.0010753578950387	0	0	0.000912163240733562	0.00030887163879922	0	0.00144561767026666	0	0	0	0	0.00104639299614288	0	0	0
k__bacteria|p__bacteroidetes|c__flavobacteriia	1.70223018856551	1.49583347553648	1.38730293818415	2.74167328295895	0.458549492875989	0.731362852836874	0.311521721471671	0.403255370628345	0.786775878334264	0.0982022153357695	0.0246442331125393	2.48549864774514	0.230324110017287	0.019635848257675	0.0264387062659734	0.0436113473265971	0.0790608041530175	2.10231196423919	0.0334306156113654	2.18134124874884
